Dimension,NNZ_per_row,Sparsity,Raw_Time
3,2,0.6,1.156e-06,
4,3,0.6,9.51e-07,
5,4,0.6,1.435e-06,
6,4,0.6,1.306e-06,
7,5,0.6,1.955e-06,
8,5,0.6,1.92e-06,
9,6,0.6,2.654e-06,
10,7,0.6,4.98e-06,
11,7,0.6,3.502e-06,
12,8,0.6,5.698e-06,
13,8,0.6,4.682e-06,
14,9,0.6,8.191e-06,
15,10,0.6,6.867e-06,
16,10,0.6,6.943e-06,
17,11,0.6,9.305e-06,
18,11,0.6,1.331e-05,
19,12,0.6,1.1755e-05,
20,13,0.6,1.5235e-05,
21,13,0.6,2.0294e-05,
22,14,0.6,1.653e-05,
23,14,0.6,2.3687e-05,
24,15,0.6,1.9884e-05,
25,16,0.6,3.2038e-05,
26,16,0.6,2.1467e-05,
27,17,0.6,2.6867e-05,
28,17,0.6,2.5197e-05,
29,18,0.6,3.1352e-05,
30,19,0.6,3.5467e-05,
31,19,0.6,3.7104e-05,
32,20,0.6,4.3231e-05,
33,20,0.6,6.7056e-05,
34,21,0.6,7.7293e-05,
35,22,0.6,5.1121e-05,
36,22,0.6,8.9394e-05,
37,23,0.6,6.0182e-05,
38,23,0.6,2.5414e-05,
39,24,0.6,4.7355e-05,
40,25,0.6,3.1488e-05,
41,25,0.6,3.1432e-05,
42,26,0.6,5.8487e-05,
43,26,0.6,5.7044e-05,
44,27,0.6,6.3724e-05,
45,28,0.6,4.153e-05,
46,28,0.6,7.1435e-05,
47,29,0.6,4.6736e-05,
48,29,0.6,4.6313e-05,
49,30,0.6,4.9969e-05,
50,31,0.6,5.5212e-05,
51,31,0.6,5.5476e-05,
52,32,0.6,5.9383e-05,
53,32,0.6,8.0792e-05,
54,33,0.6,6.4349e-05,
55,34,0.6,6.8868e-05,
56,34,0.6,7.066e-05,
57,35,0.6,0.000130364,
58,35,0.6,0.000131498,
59,36,0.6,8.2861e-05,
60,37,0.6,9e-05,
61,37,0.6,0.00014345,
62,38,0.6,9.6239e-05,
63,38,0.6,9.7082e-05,
64,39,0.6,0.000102725,
65,40,0.6,0.00010786,
66,40,0.6,0.000109339,
67,41,0.6,0.000182391,
68,41,0.6,0.000117435,
69,42,0.6,0.00021146,
70,43,0.6,0.0001291,
71,43,0.6,0.000228556,
72,44,0.6,0.000233587,
73,44,0.6,0.000139579,
74,45,0.6,0.000150118,
75,46,0.6,0.000160135,
76,46,0.6,0.000158288,
77,47,0.6,0.000167971,
78,47,0.6,0.000289198,
79,48,0.6,0.000177788,
80,49,0.6,0.000186705,
81,49,0.6,0.000190316,
82,50,0.6,0.000202469,
83,50,0.6,0.000201844,
84,51,0.6,0.000208884,
85,52,0.6,0.000225234,
86,52,0.6,0.000223632,
87,53,0.6,0.000241653,
88,53,0.6,0.000394294,
89,54,0.6,0.000379137,
90,55,0.6,0.000429304,
91,55,0.6,0.000422618,
92,56,0.6,0.000261314,
93,56,0.6,0.000275657,
94,57,0.6,0.000285633,
95,58,0.6,0.000298438,
96,58,0.6,0.000428451,
97,59,0.6,0.00047703,
98,59,0.6,0.000317165,
99,60,0.6,0.000438741,
100,61,0.6,0.000347022,
101,61,0.6,0.000489217,
102,62,0.6,0.0003614,
103,62,0.6,0.00042669,
104,63,0.6,0.000381635,
105,64,0.6,0.000393733,
106,64,0.6,0.000392544,
107,65,0.6,0.000394161,
108,65,0.6,0.000409261,
109,66,0.6,0.000698688,
110,67,0.6,0.000448261,
111,67,0.6,0.000459984,
112,68,0.6,0.000448393,
113,68,0.6,0.000453256,
114,69,0.6,0.00048181,
115,70,0.6,0.000505878,
116,70,0.6,0.000740302,
117,71,0.6,0.000607558,
118,71,0.6,0.000824225,
119,72,0.6,0.000539665,
120,73,0.6,0.000542713,
121,73,0.6,0.000556622,
122,74,0.6,0.000585586,
123,74,0.6,0.000581476,
124,75,0.6,0.000835947,
125,76,0.6,0.000985918,
126,76,0.6,0.000637591,
127,77,0.6,0.000637044,
128,77,0.6,0.000906757,
129,78,0.6,0.000679164,
130,79,0.6,0.000688226,
131,79,0.6,0.000846174,
132,80,0.6,0.000859518,
133,80,0.6,0.000747051,
134,81,0.6,0.000951652,
135,82,0.6,0.000787597,
136,82,0.6,0.00102909,
137,83,0.6,0.000819138,
138,83,0.6,0.00103671,
139,84,0.6,0.000821345,
140,85,0.6,0.000836979,
141,85,0.6,0.000881933,
142,86,0.6,0.000902391,
143,86,0.6,0.000985303,
144,87,0.6,0.000942037,
145,88,0.6,0.000928806,
146,88,0.6,0.00093863,
147,89,0.6,0.000988289,
148,89,0.6,0.00098321,
149,90,0.6,0.00100125,
150,91,0.6,0.00129885,
151,91,0.6,0.00107124,
152,92,0.6,0.00111352,
153,92,0.6,0.00111766,
154,93,0.6,0.00128615,
155,94,0.6,0.00130888,
156,94,0.6,0.00113876,
157,95,0.6,0.00131865,
158,95,0.6,0.00135381,
159,96,0.6,0.00145638,
160,97,0.6,0.00122638,
161,97,0.6,0.00160778,
162,98,0.6,0.00150317,
163,98,0.6,0.00132923,
164,99,0.6,0.00161285,
165,100,0.6,0.00156222,
166,100,0.6,0.00139594,
167,101,0.6,0.00144917,
168,101,0.6,0.00140257,
169,102,0.6,0.00144695,
170,103,0.6,0.0016471,
171,103,0.6,0.00152885,
172,104,0.6,0.00156501,
173,104,0.6,0.00158386,
174,105,0.6,0.00160135,
175,106,0.6,0.001624,
176,106,0.6,0.00159937,
177,107,0.6,0.00163469,
178,107,0.6,0.00165094,
179,108,0.6,0.00169174,
180,109,0.6,0.00196588,
181,109,0.6,0.00186967,
182,110,0.6,0.00177241,
183,110,0.6,0.00177253,
184,111,0.6,0.00183077,
185,112,0.6,0.00186096,
186,112,0.6,0.00185879,
187,113,0.6,0.00190487,
188,113,0.6,0.00219449,
189,114,0.6,0.00197282,
190,115,0.6,0.00215029,
191,115,0.6,0.00213193,
192,116,0.6,0.00213761,
193,116,0.6,0.00223258,
194,117,0.6,0.0022045,
195,118,0.6,0.00217114,
196,118,0.6,0.00220223,
197,119,0.6,0.00223199,
