Dimension,NNZ_per_row,Sparsity,Raw_Time
3,3,0.7,5.45e-07,
4,3,0.7,2.64e-07,
5,4,0.7,5.49e-07,
6,5,0.7,9.76e-07,
7,5,0.7,8.45e-07,
8,6,0.7,1.115e-06,
9,7,0.7,1.567e-06,
10,8,0.7,1.948e-06,
11,8,0.7,1.938e-06,
12,9,0.7,2.458e-06,
13,10,0.7,4.101e-06,
14,10,0.7,2.935e-06,
15,11,0.7,5.404e-06,
16,12,0.7,4.692e-06,
17,12,0.7,6.408e-06,
18,13,0.7,5.69e-06,
19,14,0.7,9.184e-06,
20,15,0.7,1.1252e-05,
21,15,0.7,7.913e-06,
22,16,0.7,1.3822e-05,
23,17,0.7,1.0138e-05,
24,17,0.7,1.0183e-05,
25,18,0.7,1.8765e-05,
26,19,0.7,1.3945e-05,
27,19,0.7,2.189e-05,
28,20,0.7,2.4881e-05,
29,21,0.7,1.8656e-05,
30,22,0.7,2.0443e-05,
31,22,0.7,3.3634e-05,
32,23,0.7,3.0947e-05,
33,24,0.7,4.0581e-05,
34,24,0.7,4.3512e-05,
35,25,0.7,3.0233e-05,
36,26,0.7,3.168e-05,
37,26,0.7,3.1558e-05,
38,27,0.7,3.3963e-05,
39,28,0.7,5.9221e-05,
40,29,0.7,6.5169e-05,
41,29,0.7,6.5577e-05,
42,30,0.7,7.264e-05,
43,31,0.7,4.8346e-05,
44,31,0.7,8.1401e-05,
45,32,0.7,5.2648e-05,
46,33,0.7,9.7358e-05,
47,33,0.7,9.5493e-05,
48,34,0.7,6.252e-05,
49,35,0.7,6.6141e-05,
50,36,0.7,0.000120284,
51,36,0.7,0.00012333,
52,37,0.7,0.000107741,
53,38,0.7,0.000141933,
54,38,0.7,0.000151465,
55,39,0.7,0.00015327,
56,40,0.7,0.000160209,
57,40,0.7,9.8247e-05,
58,41,0.7,0.000102082,
59,42,0.7,0.000177625,
60,43,0.7,0.000171743,
61,43,0.7,0.000114539,
62,44,0.7,0.000124792,
63,45,0.7,0.000214106,
64,45,0.7,0.000201914,
65,46,0.7,0.000239445,
66,47,0.7,0.000149867,
67,47,0.7,0.000251187,
68,48,0.7,0.000255769,
69,49,0.7,0.00016251,
70,50,0.7,0.000171716,
71,50,0.7,0.000287453,
72,51,0.7,0.000182987,
73,52,0.7,0.000199982,
74,52,0.7,0.00023057,
75,53,0.7,0.000350972,
76,54,0.7,0.000332033,
77,54,0.7,0.000218557,
78,55,0.7,0.000346307,
79,56,0.7,0.00024623,
80,57,0.7,0.000244907,
81,57,0.7,0.000582726,
82,58,0.7,0.000583696,
83,59,0.7,0.000584199,
84,59,0.7,0.000267264,
85,60,0.7,0.000275735,
86,61,0.7,0.000314094,
87,61,0.7,0.000303825,
88,62,0.7,0.000438988,
89,63,0.7,0.000459586,
90,64,0.7,0.00034325,
91,64,0.7,0.000330045,
92,65,0.7,0.000530755,
93,66,0.7,0.000358657,
94,66,0.7,0.000362691,
95,67,0.7,0.000373809,
96,68,0.7,0.000389628,
97,68,0.7,0.000528995,
98,69,0.7,0.000429121,
99,70,0.7,0.000439326,
100,71,0.7,0.00046274,
101,71,0.7,0.000647994,
102,72,0.7,0.000473092,
103,73,0.7,0.000490587,
104,73,0.7,0.000528083,
105,74,0.7,0.000531679,
106,75,0.7,0.000543365,
107,75,0.7,0.000540121,
108,76,0.7,0.000868368,
109,77,0.7,0.000575593,
110,78,0.7,0.000783754,
111,78,0.7,0.000651624,
112,79,0.7,0.000832396,
113,80,0.7,0.000622724,
114,80,0.7,0.000833574,
115,81,0.7,0.000901235,
116,82,0.7,0.000681923,
117,82,0.7,0.000669613,
118,83,0.7,0.00100911,
119,84,0.7,0.000941697,
120,85,0.7,0.00108415,
121,85,0.7,0.000976697,
122,86,0.7,0.00097645,
123,87,0.7,0.00100594,
124,87,0.7,0.00083437,
125,88,0.7,0.000812847,
126,89,0.7,0.000912342,
127,89,0.7,0.00092122,
128,90,0.7,0.000988037,
129,91,0.7,0.000985047,
130,92,0.7,0.000938577,
131,92,0.7,0.000958052,
132,93,0.7,0.000975438,
133,94,0.7,0.00122122,
134,94,0.7,0.00118648,
135,95,0.7,0.00108986,
136,96,0.7,0.00140812,
137,96,0.7,0.00105189,
138,97,0.7,0.00139029,
139,98,0.7,0.00122838,
140,99,0.7,0.00143418,
141,99,0.7,0.00114332,
142,100,0.7,0.00142315,
143,101,0.7,0.00216003,
144,101,0.7,0.0012158,
145,102,0.7,0.00125436,
146,103,0.7,0.00127371,
147,103,0.7,0.00147942,
148,104,0.7,0.00157627,
149,105,0.7,0.00153612,
150,106,0.7,0.00138118,
151,106,0.7,0.00139693,
152,107,0.7,0.00143596,
153,108,0.7,0.00148498,
154,108,0.7,0.00149643,
155,109,0.7,0.00151586,
156,110,0.7,0.00153659,
157,110,0.7,0.00155714,
158,111,0.7,0.00179967,
159,112,0.7,0.00162472,
160,113,0.7,0.00165776,
161,113,0.7,0.00168552,
162,114,0.7,0.00184602,
163,115,0.7,0.00196938,
164,115,0.7,0.00177012,
165,116,0.7,0.00191748,
166,117,0.7,0.00209145,
167,117,0.7,0.00186502,
168,118,0.7,0.00193708,
169,119,0.7,0.00193474,
170,120,0.7,0.00211515,
171,120,0.7,0.00219133,
172,121,0.7,0.00202408,
173,122,0.7,0.00206519,
174,122,0.7,0.00207994,
175,123,0.7,0.00212027,
176,124,0.7,0.00218335,
177,124,0.7,0.00219195,
178,125,0.7,0.00224703,
179,126,0.7,0.00238474,
180,127,0.7,0.00233712,
181,127,0.7,0.00234015,
182,128,0.7,0.00239493,
183,129,0.7,0.00314739,
184,129,0.7,0.00259083,
185,130,0.7,0.00270002,
186,131,0.7,0.0030325,
187,131,0.7,0.00278658,
188,132,0.7,0.00283305,
189,133,0.7,0.0026788,
190,134,0.7,0.00273215,
191,134,0.7,0.00291188,
192,135,0.7,0.00290453,
