Dimension,NNZ_per_row,Sparsity,Raw_Time
3,1,0.05,2.77e-07,
4,1,0.05,1.4e-07,
5,1,0.05,1.47e-07,
6,1,0.05,2.14e-07,
7,1,0.05,1.82e-07,
8,1,0.05,2.39e-07,
9,1,0.05,1.55e-07,
10,1,0.05,1.91e-07,
11,1,0.05,1.79e-07,
12,1,0.05,2.58e-07,
13,1,0.05,2.39e-07,
14,1,0.05,2.01e-07,
15,1,0.05,2.65e-07,
16,1,0.05,2.95e-07,
17,1,0.05,2.38e-07,
18,1,0.05,3.4e-07,
19,1,0.05,4.18e-07,
20,1,0.05,3.79e-07,
21,2,0.05,8.62e-07,
22,2,0.05,6.37e-07,
23,2,0.05,6.64e-07,
24,2,0.05,6.74e-07,
25,2,0.05,5.69e-07,
26,2,0.05,7.69e-07,
27,2,0.05,6.67e-07,
28,2,0.05,7.38e-07,
29,2,0.05,8.53e-07,
30,2,0.05,5.8e-07,
31,2,0.05,6.11e-07,
32,2,0.05,7.06e-07,
33,2,0.05,8.15e-07,
34,2,0.05,8.07e-07,
35,2,0.05,7.3e-07,
36,2,0.05,7.27e-07,
37,2,0.05,7.15e-07,
38,2,0.05,7.35e-07,
39,2,0.05,8.09e-07,
40,2,0.05,9.58e-07,
41,3,0.05,1.588e-06,
42,3,0.05,1.489e-06,
43,3,0.05,1.171e-06,
44,3,0.05,1.353e-06,
45,3,0.05,1.404e-06,
46,3,0.05,1.295e-06,
47,3,0.05,1.382e-06,
48,3,0.05,1.382e-06,
49,3,0.05,1.502e-06,
50,3,0.05,1.514e-06,
51,3,0.05,1.68e-06,
52,3,0.05,1.407e-06,
53,3,0.05,1.711e-06,
54,3,0.05,1.456e-06,
55,3,0.05,1.609e-06,
56,3,0.05,1.659e-06,
57,3,0.05,1.635e-06,
58,3,0.05,1.405e-06,
59,3,0.05,1.468e-06,
60,3,0.05,1.721e-06,
61,4,0.05,2.902e-06,
62,4,0.05,2.497e-06,
63,4,0.05,2.299e-06,
64,4,0.05,2.648e-06,
65,4,0.05,2.701e-06,
66,4,0.05,2.91e-06,
