Dimension,NNZ_per_row,Sparsity,Raw_Time
3,2,0.45,4.27e-07,
4,2,0.45,3.76e-07,
5,3,0.45,4.34e-07,
6,3,0.45,4.64e-07,
7,4,0.45,6.41e-07,
8,4,0.45,6.18e-07,
9,5,0.45,9.55e-07,
10,5,0.45,1.252e-06,
11,5,0.45,1.359e-06,
12,6,0.45,1.294e-06,
13,6,0.45,1.301e-06,
14,7,0.45,1.829e-06,
15,7,0.45,1.685e-06,
16,8,0.45,2.321e-06,
17,8,0.45,2.371e-06,
18,9,0.45,3.127e-06,
19,9,0.45,2.987e-06,
20,10,0.45,3.55e-06,
21,10,0.45,3.412e-06,
22,10,0.45,3.695e-06,
23,11,0.45,5.153e-06,
24,11,0.45,4.67e-06,
25,12,0.45,5.718e-06,
26,12,0.45,5.921e-06,
27,13,0.45,7.288e-06,
28,13,0.45,7.458e-06,
29,14,0.45,8.348e-06,
30,14,0.45,8.341e-06,
31,14,0.45,8.651e-06,
32,15,0.45,1.0129e-05,
33,15,0.45,9.99e-06,
34,16,0.45,1.1855e-05,
35,16,0.45,1.1489e-05,
36,17,0.45,1.3784e-05,
37,17,0.45,1.3309e-05,
38,18,0.45,2.7088e-05,
39,18,0.45,1.6396e-05,
40,19,0.45,1.8951e-05,
41,19,0.45,2.003e-05,
42,19,0.45,2.0032e-05,
43,20,0.45,2.2176e-05,
44,20,0.45,2.3008e-05,
45,21,0.45,2.4908e-05,
46,21,0.45,2.5632e-05,
47,22,0.45,4.7391e-05,
48,22,0.45,2.7876e-05,
49,23,0.45,3.1671e-05,
50,23,0.45,3.2037e-05,
51,23,0.45,3.1663e-05,
52,24,0.45,8.5141e-05,
53,24,0.45,8.2425e-05,
54,25,0.45,9.0482e-05,
55,25,0.45,9.2882e-05,
56,26,0.45,0.000111009,
57,26,0.45,0.000172836,
58,27,0.45,0.000114042,
59,27,0.45,0.000194223,
60,28,0.45,0.000126459,
61,28,0.45,0.000135826,
62,28,0.45,0.000126045,
63,29,0.45,0.000135012,
64,29,0.45,0.000208362,
65,30,0.45,0.000148715,
66,30,0.45,6.669e-05,
67,31,0.45,0.000120707,
68,31,0.45,7.0275e-05,
69,32,0.45,7.764e-05,
70,32,0.45,7.5368e-05,
71,32,0.45,0.000135104,
72,33,0.45,0.000143382,
73,33,0.45,0.000144664,
74,34,0.45,0.00012252,
75,34,0.45,0.000148926,
76,35,0.45,9.5848e-05,
77,35,0.45,9.6637e-05,
78,36,0.45,0.000181197,
79,36,0.45,0.000189168,
80,37,0.45,0.000197807,
81,37,0.45,0.000110202,
82,37,0.45,0.000115384,
83,38,0.45,0.000218156,
84,38,0.45,0.000123688,
85,39,0.45,0.000231136,
86,39,0.45,0.00013065,
87,40,0.45,0.000137725,
88,40,0.45,0.000140634,
89,41,0.45,0.000146594,
90,41,0.45,0.000151988,
91,41,0.45,0.000149894,
92,42,0.45,0.000158241,
93,42,0.45,0.00023957,
94,43,0.45,0.000161684,
95,43,0.45,0.000163526,
96,44,0.45,0.000178438,
97,44,0.45,0.000175485,
98,45,0.45,0.00018864,
99,45,0.45,0.000290962,
100,46,0.45,0.000201556,
101,46,0.45,0.000358537,
102,46,0.45,0.000368519,
103,47,0.45,0.000379883,
104,47,0.45,0.000217109,
105,48,0.45,0.0002306,
106,48,0.45,0.000228811,
107,49,0.45,0.000431367,
108,49,0.45,0.000242838,
109,50,0.45,0.000253763,
110,50,0.45,0.000254619,
111,50,0.45,0.000260683,
112,51,0.45,0.000274599,
113,51,0.45,0.000273363,
114,52,0.45,0.000287092,
115,52,0.45,0.000286637,
116,53,0.45,0.00030024,
117,53,0.45,0.000303732,
118,54,0.45,0.000539867,
119,54,0.45,0.00031253,
120,55,0.45,0.000333833,
121,55,0.45,0.000335177,
122,55,0.45,0.000334114,
123,56,0.45,0.000351369,
124,56,0.45,0.000359493,
125,57,0.45,0.000367433,
126,57,0.45,0.000367002,
127,58,0.45,0.000566,
128,58,0.45,0.000389945,
129,59,0.45,0.000611886,
130,59,0.45,0.000545416,
131,59,0.45,0.000405225,
132,60,0.45,0.000410183,
133,60,0.45,0.000425753,
134,61,0.45,0.000692697,
135,61,0.45,0.000584337,
136,62,0.45,0.000464852,
137,62,0.45,0.000456079,
138,63,0.45,0.000472549,
139,63,0.45,0.000685227,
140,64,0.45,0.000497144,
141,64,0.45,0.00050727,
142,64,0.45,0.000513276,
143,65,0.45,0.000529274,
144,65,0.45,0.000791769,
145,66,0.45,0.000550664,
146,66,0.45,0.000559538,
147,67,0.45,0.00076998,
148,67,0.45,0.000822033,
149,68,0.45,0.000599807,
150,68,0.45,0.000608031,
151,68,0.45,0.00061087,
152,69,0.45,0.000627521,
153,69,0.45,0.000628031,
154,70,0.45,0.000943947,
155,70,0.45,0.000889087,
156,71,0.45,0.000687617,
157,71,0.45,0.000691002,
158,72,0.45,0.000710036,
159,72,0.45,0.000705381,
160,73,0.45,0.000735975,
161,73,0.45,0.000739523,
162,73,0.45,0.000746587,
163,74,0.45,0.000920921,
164,74,0.45,0.000766244,
165,75,0.45,0.0007957,
