Dimension,NNZ_per_row,Sparsity,Raw_Time
3,2,0.5,6.66e-07,
4,3,0.5,3.28e-07,
5,3,0.5,4.26e-07,
6,4,0.5,6.62e-07,
7,4,0.5,5.15e-07,
8,5,0.5,1.061e-06,
9,5,0.5,9.05e-07,
10,6,0.5,1.393e-06,
11,6,0.5,1.1e-06,
12,7,0.5,1.916e-06,
13,7,0.5,1.832e-06,
14,8,0.5,2.068e-06,
15,8,0.5,1.99e-06,
16,9,0.5,2.88e-06,
17,9,0.5,3.077e-06,
18,10,0.5,3.545e-06,
19,10,0.5,3.296e-06,
20,11,0.5,4.835e-06,
21,11,0.5,6.162e-06,
22,12,0.5,5.49e-06,
23,12,0.5,5.047e-06,
24,13,0.5,6.744e-06,
25,13,0.5,6.554e-06,
26,14,0.5,7.44e-06,
27,14,0.5,8.121e-06,
28,15,0.5,9.451e-06,
29,15,0.5,1.4355e-05,
30,16,0.5,1.1371e-05,
31,16,0.5,1.6598e-05,
32,17,0.5,1.3025e-05,
33,17,0.5,1.225e-05,
34,18,0.5,1.5549e-05,
35,18,0.5,2.3793e-05,
36,19,0.5,2.8803e-05,
37,19,0.5,1.7647e-05,
38,20,0.5,2.0909e-05,
39,20,0.5,2.0841e-05,
40,21,0.5,3.8376e-05,
41,21,0.5,3.6662e-05,
42,22,0.5,5.9732e-05,
43,22,0.5,6.2331e-05,
44,23,0.5,0.000112438,
45,23,0.5,7.1309e-05,
46,24,0.5,0.00012609,
47,24,0.5,7.6478e-05,
48,25,0.5,8.1547e-05,
49,25,0.5,0.00013592,
50,26,0.5,0.000146148,
51,26,0.5,9.5459e-05,
52,27,0.5,0.00017614,
53,27,0.5,0.000103757,
54,28,0.5,0.000110355,
55,28,0.5,0.000115106,
56,29,0.5,0.000125362,
57,29,0.5,0.000214682,
58,30,0.5,5.9153e-05,
59,30,0.5,5.9303e-05,
60,31,0.5,6.4184e-05,
61,31,0.5,6.4419e-05,
62,32,0.5,0.000118825,
63,32,0.5,6.9011e-05,
64,33,0.5,7.5421e-05,
65,33,0.5,7.5363e-05,
66,34,0.5,8.0582e-05,
67,34,0.5,8.3182e-05,
68,35,0.5,8.7855e-05,
69,35,0.5,0.000150163,
70,36,0.5,9.4928e-05,
71,36,0.5,9.814e-05,
72,37,0.5,0.000103527,
73,37,0.5,0.000102973,
74,38,0.5,0.000111759,
75,38,0.5,0.00011007,
76,39,0.5,0.000118487,
77,39,0.5,0.000207456,
78,40,0.5,0.000124447,
79,40,0.5,0.000128063,
80,41,0.5,0.000134535,
81,41,0.5,0.00023244,
82,42,0.5,0.000142258,
83,42,0.5,0.000144251,
84,43,0.5,0.000152607,
85,43,0.5,0.000154806,
86,44,0.5,0.000166486,
87,44,0.5,0.000163307,
88,45,0.5,0.000174321,
89,45,0.5,0.000176418,
90,46,0.5,0.000181567,
91,46,0.5,0.000185031,
92,47,0.5,0.000197108,
93,47,0.5,0.000199513,
94,48,0.5,0.000207101,
95,48,0.5,0.000210882,
96,49,0.5,0.000341756,
97,49,0.5,0.000222043,
98,50,0.5,0.000231812,
99,50,0.5,0.000236103,
100,51,0.5,0.000289564,
101,51,0.5,0.000244425,
102,52,0.5,0.000259083,
103,52,0.5,0.000260147,
104,53,0.5,0.00042418,
105,53,0.5,0.000418124,
106,54,0.5,0.000448502,
107,54,0.5,0.000432576,
108,55,0.5,0.000300659,
109,55,0.5,0.000438306,
