Dimension,NNZ_per_row,Sparsity,Raw_Time
3,1,0.2,1.84e-07,
4,1,0.2,3.12e-07,
5,1,0.2,3.6e-07,
6,2,0.2,4.46e-07,
7,2,0.2,3.24e-07,
8,2,0.2,2.91e-07,
9,2,0.2,3.97e-07,
10,2,0.2,4.38e-07,
11,3,0.2,6.68e-07,
12,3,0.2,1.067e-06,
13,3,0.2,5e-07,
14,3,0.2,9.93e-07,
15,3,0.2,6.8e-07,
16,4,0.2,1.067e-06,
17,4,0.2,1.47e-06,
18,4,0.2,9e-07,
19,4,0.2,1.099e-06,
20,4,0.2,1.258e-06,
21,5,0.2,1.865e-06,
22,5,0.2,1.371e-06,
23,5,0.2,1.467e-06,
24,5,0.2,1.952e-06,
25,5,0.2,1.529e-06,
26,6,0.2,2.283e-06,
27,6,0.2,2.096e-06,
28,6,0.2,2.21e-06,
29,6,0.2,1.885e-06,
30,6,0.2,2.272e-06,
31,7,0.2,3.182e-06,
32,7,0.2,3.011e-06,
33,7,0.2,3.153e-06,
34,7,0.2,4.275e-06,
35,7,0.2,4.212e-06,
36,8,0.2,4.098e-06,
37,8,0.2,3.974e-06,
38,8,0.2,4.003e-06,
39,8,0.2,5.693e-06,
40,8,0.2,5.406e-06,
41,9,0.2,5.114e-06,
42,9,0.2,7.364e-06,
43,9,0.2,5.545e-06,
44,9,0.2,5.149e-06,
45,9,0.2,5.067e-06,
46,10,0.2,7.028e-06,
47,10,0.2,6.23e-06,
48,10,0.2,6.945e-06,
49,10,0.2,1.0011e-05,
50,10,0.2,1.0014e-05,
51,11,0.2,7.737e-06,
52,11,0.2,1.2186e-05,
53,11,0.2,8.43e-06,
54,11,0.2,1.3234e-05,
55,11,0.2,8.456e-06,
56,12,0.2,1.6274e-05,
57,12,0.2,1.0047e-05,
58,12,0.2,1.7529e-05,
59,12,0.2,1.6618e-05,
60,12,0.2,1.0824e-05,
61,13,0.2,2.0237e-05,
62,13,0.2,1.2461e-05,
63,13,0.2,1.9541e-05,
64,13,0.2,1.2718e-05,
65,13,0.2,1.3515e-05,
66,14,0.2,1.5965e-05,
67,14,0.2,1.4783e-05,
68,14,0.2,2.3708e-05,
69,14,0.2,2.458e-05,
70,14,0.2,1.5862e-05,
71,15,0.2,1.8207e-05,
72,15,0.2,1.9578e-05,
73,15,0.2,1.9898e-05,
