Dimension,NNZ_per_row,Sparsity,Raw_Time
3,1,0.25,1.64e-07,
4,1,0.25,2.21e-07,
5,2,0.25,8.07e-07,
6,2,0.25,3.59e-07,
7,2,0.25,3.95e-07,
8,2,0.25,3.1e-07,
9,3,0.25,6.94e-07,
10,3,0.25,8.79e-07,
11,3,0.25,8.07e-07,
12,3,0.25,7.72e-07,
13,4,0.25,9.42e-07,
14,4,0.25,9.62e-07,
15,4,0.25,9.79e-07,
16,4,0.25,9.35e-07,
17,5,0.25,1.539e-06,
18,5,0.25,1.798e-06,
19,5,0.25,1.262e-06,
20,5,0.25,1.675e-06,
21,6,0.25,2.247e-06,
22,6,0.25,1.829e-06,
23,6,0.25,2.186e-06,
24,6,0.25,2.172e-06,
25,7,0.25,2.617e-06,
26,7,0.25,2.558e-06,
27,7,0.25,3.723e-06,
28,7,0.25,3.533e-06,
29,8,0.25,4.341e-06,
30,8,0.25,3.746e-06,
31,8,0.25,3.344e-06,
32,8,0.25,3.704e-06,
33,9,0.25,4.432e-06,
34,9,0.25,4.664e-06,
35,9,0.25,4.313e-06,
36,9,0.25,6.184e-06,
37,10,0.25,5.622e-06,
38,10,0.25,8.652e-06,
39,10,0.25,7.824e-06,
40,10,0.25,6.108e-06,
41,11,0.25,7.413e-06,
42,11,0.25,1.0761e-05,
43,11,0.25,1.1562e-05,
44,11,0.25,1.1245e-05,
45,12,0.25,9.217e-06,
46,12,0.25,8.572e-06,
47,12,0.25,8.996e-06,
48,12,0.25,1.3456e-05,
49,13,0.25,1.776e-05,
50,13,0.25,1.7277e-05,
51,13,0.25,1.0879e-05,
52,13,0.25,1.1172e-05,
53,14,0.25,1.9556e-05,
54,14,0.25,1.2683e-05,
55,14,0.25,1.2829e-05,
56,14,0.25,1.998e-05,
57,15,0.25,2.3779e-05,
58,15,0.25,1.5124e-05,
59,15,0.25,1.4776e-05,
60,15,0.25,1.5706e-05,
61,16,0.25,1.7997e-05,
62,16,0.25,2.9828e-05,
63,16,0.25,1.8745e-05,
64,16,0.25,3.1028e-05,
65,17,0.25,2.0837e-05,
66,17,0.25,3.348e-05,
