Dimension,NNZ_per_row,Sparsity,Unzipper_Time,TACO_Time
3,2,0.35,7.17e-07,0.064047,
4,2,0.35,3.15e-07,0.0662785,
5,2,0.35,3.03e-07,0.0667762,
6,3,0.35,5.01e-07,0.0642081,
7,3,0.35,1.212e-06,0.066299,
8,3,0.35,1.038e-06,0.0650857,
9,4,0.35,8.09e-07,0.0662892,
10,4,0.35,2.485e-06,0.0644384,
11,4,0.35,2.74e-06,0.0656918,
12,5,0.35,2.357e-06,0.0680347,
13,5,0.35,1.323e-06,0.0634923,
14,5,0.35,1.343e-06,0.0658104,
15,6,0.35,1.593e-06,0.0642797,
16,6,0.35,1.779e-06,0.064725,
17,6,0.35,4.327e-06,0.0659981,
18,7,0.35,2.279e-06,0.0674174,
19,7,0.35,2.384e-06,0.0661673,
20,7,0.35,2.469e-06,0.0642966,
21,8,0.35,2.694e-06,0.0660238,
22,8,0.35,3.315e-06,0.0686531,
23,9,0.35,3.531e-06,0.0682628,
24,9,0.35,1.0576e-05,0.0645643,
25,9,0.35,4.893e-06,0.0659589,
26,10,0.35,4.901e-06,0.0689738,
27,10,0.35,6.263e-06,0.0672466,
28,10,0.35,1.1543e-05,0.0625802,
29,11,0.35,8.427e-06,0.0660167,
30,11,0.35,7.922e-06,0.0640056,
31,11,0.35,2.5386e-05,0.0670125,
32,12,0.35,1.6372e-05,0.0652372,
33,12,0.35,1.6688e-05,0.0694763,
34,12,0.35,1.6056e-05,0.0677929,
35,13,0.35,2.7048e-05,0.0675471,
36,13,0.35,2.8376e-05,0.0668163,
37,13,0.35,9.093e-06,0.0667801,
38,14,0.35,1.2164e-05,0.064779,
39,14,0.35,2.2999e-05,0.0677881,
40,14,0.35,2.4439e-05,0.0693992,
41,15,0.35,1.7919e-05,0.0680862,
42,15,0.35,2.866e-05,0.0661526,
43,16,0.35,2.1942e-05,0.0670147,
44,16,0.35,1.4704e-05,0.0642484,
45,16,0.35,3.2998e-05,0.0680826,
46,17,0.35,1.7106e-05,0.063959,
47,17,0.35,1.7679e-05,0.0665078,
48,17,0.35,2.6498e-05,0.0660144,
49,18,0.35,1.9909e-05,0.0665032,
50,18,0.35,2.0063e-05,0.066548,
51,18,0.35,1.996e-05,0.0653255,
52,19,0.35,2.3526e-05,0.0646269,
53,19,0.35,5.4358e-05,0.0678781,
54,19,0.35,5.6952e-05,0.0641018,
55,20,0.35,2.6844e-05,0.0645679,
56,20,0.35,2.7712e-05,0.0640853,
57,20,0.35,6.0024e-05,0.0637459,
58,21,0.35,7.646e-05,0.0663702,
59,21,0.35,3.0031e-05,0.0652299,
60,21,0.35,3.1635e-05,0.0673278,
61,22,0.35,5.8015e-05,0.0668892,
62,22,0.35,3.5225e-05,0.0646865,
63,23,0.35,6.3913e-05,0.0640653,
64,23,0.35,3.9561e-05,0.0684725,
65,23,0.35,6.4886e-05,0.0662932,
66,24,0.35,0.000159968,0.0659768,
67,24,0.35,4.3724e-05,0.0654168,
68,24,0.35,0.000158485,0.0630971,
69,25,0.35,4.8098e-05,0.0672077,
70,25,0.35,0.00010185,0.0660873,
71,25,0.35,4.8629e-05,0.0633485,
72,26,0.35,5.2332e-05,0.0663362,
73,26,0.35,5.3657e-05,0.0646569,
74,26,0.35,0.000203837,0.0666853,
75,27,0.35,5.7157e-05,0.0688001,
76,27,0.35,0.000100502,0.0660769,
77,27,0.35,0.000134399,0.067689,
78,28,0.35,6.5896e-05,0.0622959,
79,28,0.35,0.000127973,0.0661695,
80,28,0.35,0.000115026,0.0628807,
81,29,0.35,7.3288e-05,0.0675924,
82,29,0.35,7.5519e-05,0.0658495,
83,30,0.35,0.000175775,0.0647692,
84,30,0.35,0.000176018,0.0672813,
85,30,0.35,7.9474e-05,0.0686882,
86,31,0.35,8.5083e-05,0.0642655,
87,31,0.35,0.000151919,0.0651713,
88,31,0.35,8.645e-05,0.0666966,
89,32,0.35,0.000368158,0.0655227,
90,32,0.35,0.000208475,0.0649805,
91,32,0.35,9.5008e-05,0.0666414,
92,33,0.35,0.000399869,0.0661755,
93,33,0.35,0.000119234,0.0656847,
94,33,0.35,0.000179639,0.0674224,
95,34,0.35,0.000114834,0.0670634,
96,34,0.35,0.000204335,0.0662741,
97,34,0.35,0.000250496,0.0649175,
98,35,0.35,0.000488026,0.0671387,
99,35,0.35,0.00028444,0.0677263,
100,35,0.35,0.000238367,0.0645198,
101,36,0.35,0.000200174,0.0682787,
102,36,0.35,0.000246508,0.063625,
103,37,0.35,0.00026251,0.0695329,
104,37,0.35,0.000320104,0.0650813,
105,37,0.35,0.000323919,0.0649799,
106,38,0.35,0.000153643,0.0687518,
107,38,0.35,0.00015806,0.0649146,
108,38,0.35,0.000157471,0.0669707,
109,39,0.35,0.000587399,0.0675845,
110,39,0.35,0.000306648,0.0702585,
111,39,0.35,0.000315633,0.067279,
112,40,0.35,0.000181186,0.0671585,
113,40,0.35,0.000183264,0.0690187,
114,40,0.35,0.000190194,0.0647317,
115,41,0.35,0.000193991,0.0683593,
116,41,0.35,0.000196459,0.0672279,
117,41,0.35,0.000194584,0.0682851,
118,42,0.35,0.000382626,0.0636768,
119,42,0.35,0.000391993,0.067087,
120,42,0.35,0.000209984,0.067553,
121,43,0.35,0.000221429,0.0665636,
122,43,0.35,0.000217291,0.0675638,
