Dimension,NNZ_per_row,Sparsity,Unzipper_Time,TACO_Time
3,1,0.2,3.26e-07,0.000927238,
4,1,0.2,2.13e-07,0.000834094,
5,1,0.2,2.02e-07,0.000837114,
6,2,0.2,3.16e-07,0.000800722,
7,2,0.2,3.47e-07,0.000807244,
8,2,0.2,3.11e-07,0.000780823,
9,2,0.2,3.3e-07,0.000744838,
10,2,0.2,3.54e-07,0.000736142,
11,3,0.2,6.54e-07,0.000727496,
12,3,0.2,7.31e-07,0.000745366,
13,3,0.2,6.13e-07,0.000744737,
14,3,0.2,7.28e-07,0.000801538,
15,3,0.2,5.96e-07,0.00077865,
16,4,0.2,1.177e-06,0.000740758,
17,4,0.2,1.162e-06,0.000739097,
18,4,0.2,9.95e-07,0.000723673,
19,4,0.2,9.49e-07,0.000743629,
20,4,0.2,1.131e-06,0.000752891,
21,5,0.2,1.279e-06,0.000764609,
22,5,0.2,1.532e-06,0.000772717,
23,5,0.2,1.53e-06,0.000754406,
24,5,0.2,1.421e-06,0.000754185,
25,5,0.2,1.531e-06,0.000755962,
26,6,0.2,2.228e-06,0.000747095,
27,6,0.2,2.311e-06,0.000746704,
28,6,0.2,2.03e-06,0.000820262,
29,6,0.2,2.204e-06,0.000809268,
30,6,0.2,2.159e-06,0.00078091,
31,7,0.2,2.999e-06,0.000788986,
32,7,0.2,2.774e-06,0.000792809,
33,7,0.2,3.157e-06,0.000808959,
34,7,0.2,3.127e-06,0.000768992,
35,7,0.2,3.251e-06,0.000813421,
36,8,0.2,5.438e-06,0.000780218,
37,8,0.2,4.141e-06,0.000782093,
38,8,0.2,4.064e-06,0.00078801,
39,8,0.2,4.188e-06,0.000820125,
40,8,0.2,4.591e-06,0.000833372,
41,9,0.2,6.182e-06,0.000797205,
42,9,0.2,5.696e-06,0.000817404,
43,9,0.2,5.11e-06,0.000813944,
44,9,0.2,5.533e-06,0.000803442,
45,9,0.2,5.504e-06,0.000816002,
46,10,0.2,1.0149e-05,0.000818305,
47,10,0.2,6.503e-06,0.000834303,
48,10,0.2,7.09e-06,0.000824703,
49,10,0.2,7.421e-06,0.000849462,
50,10,0.2,7.017e-06,0.000827715,
51,11,0.2,8.527e-06,0.000853762,
52,11,0.2,8.86e-06,0.000844384,
53,11,0.2,8.31e-06,0.000834797,
54,11,0.2,9.358e-06,0.000854128,
55,11,0.2,9.026e-06,0.000861442,
56,12,0.2,1.0543e-05,0.000910048,
57,12,0.2,1.0984e-05,0.000948103,
58,12,0.2,1.0715e-05,0.000892214,
59,12,0.2,1.065e-05,0.000906386,
60,12,0.2,1.0986e-05,0.000907165,
61,13,0.2,1.3887e-05,0.000932344,
62,13,0.2,1.2916e-05,0.000933063,
63,13,0.2,2.0499e-05,0.000931219,
64,13,0.2,1.4411e-05,0.000922513,
65,13,0.2,1.3988e-05,0.000921243,
66,14,0.2,1.581e-05,0.000925974,
67,14,0.2,1.6271e-05,0.000953929,
68,14,0.2,1.6049e-05,0.000946104,
69,14,0.2,1.5585e-05,0.00095809,
70,14,0.2,1.6235e-05,0.000990611,
71,15,0.2,1.9903e-05,0.000968491,
72,15,0.2,1.9489e-05,0.000960035,
73,15,0.2,1.8601e-05,0.000982188,
74,15,0.2,1.9717e-05,0.000979816,
75,15,0.2,2.0147e-05,0.000958188,
76,16,0.2,2.2997e-05,0.00099005,
77,16,0.2,2.1764e-05,0.00100198,
78,16,0.2,2.2353e-05,0.00102548,
79,16,0.2,2.3239e-05,0.0010507,
80,16,0.2,2.32e-05,0.00105294,
81,17,0.2,2.715e-05,0.00102692,
82,17,0.2,2.6817e-05,0.0010319,
83,17,0.2,2.7996e-05,0.00107916,
84,17,0.2,2.6884e-05,0.00104048,
85,17,0.2,2.6958e-05,0.00109446,
86,18,0.2,3.1831e-05,0.00111346,
87,18,0.2,3.0736e-05,0.00113589,
88,18,0.2,3.3382e-05,0.00111842,
89,18,0.2,3.084e-05,0.00111127,
90,18,0.2,3.2329e-05,0.00111762,
91,19,0.2,3.4789e-05,0.00114718,
92,19,0.2,3.6429e-05,0.001156,
93,19,0.2,3.5043e-05,0.00118607,
94,19,0.2,3.5273e-05,0.00118302,
95,19,0.2,3.7718e-05,0.0011533,
96,20,0.2,4.0559e-05,0.00123561,
97,20,0.2,6.8149e-05,0.00122225,
98,20,0.2,4.1327e-05,0.00120039,
99,20,0.2,4.2448e-05,0.00120266,
100,20,0.2,4.1372e-05,0.00121982,
101,21,0.2,4.7468e-05,0.00125324,
102,21,0.2,4.8008e-05,0.00124123,
103,21,0.2,4.8337e-05,0.0012364,
104,21,0.2,4.6121e-05,0.00133342,
105,21,0.2,5.0435e-05,0.00125327,
106,22,0.2,5.5397e-05,0.00130451,
107,22,0.2,5.6366e-05,0.00130736,
108,22,0.2,5.6693e-05,0.00132599,
109,22,0.2,5.6971e-05,0.00135659,
110,22,0.2,6.0455e-05,0.00133009,
111,23,0.2,6.3097e-05,0.00135944,
112,23,0.2,6.2994e-05,0.00134628,
113,23,0.2,0.000112563,0.0013601,
114,23,0.2,6.6376e-05,0.00134453,
115,23,0.2,6.6536e-05,0.0013627,
116,24,0.2,6.9915e-05,0.00145844,
117,24,0.2,6.9607e-05,0.00142181,
118,24,0.2,7.0616e-05,0.00141685,
119,24,0.2,7.1053e-05,0.00144869,
120,24,0.2,7.2863e-05,0.00149655,
121,25,0.2,7.8258e-05,0.00151933,
122,25,0.2,8.2912e-05,0.00148797,
123,25,0.2,8.248e-05,0.00148289,
124,25,0.2,7.9107e-05,0.00152762,
125,25,0.2,8.2925e-05,0.00153858,
