Dimension,NNZ_per_row,Sparsity,Unzipper_Time,TACO_Time
3,3,0.95,8.67e-07,0.0618228,
4,4,0.95,5.76e-07,0.0670714,
5,5,0.95,1.858e-06,0.0634657,
6,6,0.95,2.247e-06,0.0645309,
7,7,0.95,3.255e-06,0.0653446,
8,8,0.95,1.548e-06,0.0625888,
9,9,0.95,1.728e-06,0.065846,
10,10,0.95,2.304e-06,0.0647078,
11,11,0.95,2.558e-06,0.0645337,
12,12,0.95,3.12e-06,0.0665785,
13,13,0.95,3.581e-06,0.0620053,
14,14,0.95,4.188e-06,0.0681372,
15,15,0.95,4.866e-06,0.0638695,
16,16,0.95,1.2269e-05,0.0637953,
17,17,0.95,6.4e-06,0.0657671,
18,18,0.95,7.358e-06,0.0659089,
19,19,0.95,1.3199e-05,0.0687053,
20,19,0.95,2.3158e-05,0.0660102,
21,20,0.95,2.7421e-05,0.0639845,
22,21,0.95,1.3816e-05,0.0661809,
23,22,0.95,1.6007e-05,0.0662835,
24,23,0.95,1.7699e-05,0.0653161,
25,24,0.95,2.0428e-05,0.062468,
26,25,0.95,3.7566e-05,0.0664157,
27,26,0.95,5.0938e-05,0.0671437,
28,27,0.95,9.8408e-05,0.0665156,
29,28,0.95,2.9978e-05,0.063186,
30,29,0.95,7.0398e-05,0.0682169,
31,30,0.95,3.4809e-05,0.0653298,
32,31,0.95,0.000139411,0.0667495,
33,32,0.95,8.958e-05,0.0645216,
34,33,0.95,0.000165415,0.0649816,
35,34,0.95,8.1794e-05,0.0642943,
36,35,0.95,5.0254e-05,0.0659561,
37,36,0.95,5.5705e-05,0.066646,
38,37,0.95,0.000131629,0.0666697,
39,38,0.95,6.6142e-05,0.0643567,
40,38,0.95,7.0215e-05,0.0677682,
41,39,0.95,7.2961e-05,0.0666736,
42,40,0.95,7.8171e-05,0.0621387,
43,41,0.95,8.2709e-05,0.0641169,
44,42,0.95,8.9181e-05,0.0629466,
45,43,0.95,9.2984e-05,0.0681095,
46,44,0.95,9.6857e-05,0.0679798,
47,45,0.95,0.000108501,0.0691858,
48,46,0.95,0.000241979,0.0670008,
49,47,0.95,0.000250132,0.0637435,
50,48,0.95,0.000121448,0.0668593,
51,49,0.95,0.000287397,0.0697246,
52,50,0.95,0.000435387,0.0633549,
53,51,0.95,0.000296995,0.0695077,
54,52,0.95,0.000156886,0.0644046,
55,53,0.95,0.000159193,0.0669828,
56,54,0.95,0.000167755,0.0647498,
57,55,0.95,0.000177585,0.0696663,
58,56,0.95,0.000183587,0.0646081,
59,57,0.95,0.000200486,0.0667097,
60,57,0.95,0.000376529,0.065861,
61,58,0.95,0.000391537,0.0645188,
62,59,0.95,0.00048738,0.0654578,
63,60,0.95,0.000229311,0.0627389,
