Dimension,NNZ_per_row,Sparsity,Unzipper_Time,TACO_Time
3,1,0.1,2.23e-07,0.000909761,
4,1,0.1,1.41e-07,0.000812589,
5,1,0.1,1.74e-07,0.000749288,
6,1,0.1,2.35e-07,0.000748144,
7,1,0.1,2.41e-07,0.000751066,
8,1,0.1,2.67e-07,0.000778105,
9,1,0.1,2.44e-07,0.000763186,
10,1,0.1,2.26e-07,0.000739571,
11,2,0.1,4.66e-07,0.000819225,
12,2,0.1,5.19e-07,0.000748885,
13,2,0.1,5.33e-07,0.000767167,
14,2,0.1,4.77e-07,0.000757788,
15,2,0.1,4.53e-07,0.000763219,
16,2,0.1,4.41e-07,0.000746294,
17,2,0.1,5.62e-07,0.000853,
18,2,0.1,5.6e-07,0.000749297,
19,2,0.1,5.83e-07,0.000744286,
20,2,0.1,7.23e-07,0.000753585,
21,3,0.1,9.96e-07,0.000772816,
22,3,0.1,9.12e-07,0.000753212,
23,3,0.1,6.87e-07,0.00075316,
24,3,0.1,8.79e-07,0.000747831,
25,3,0.1,8.39e-07,0.000754181,
26,3,0.1,1.03e-06,0.000801187,
27,3,0.1,1.069e-06,0.000765793,
28,3,0.1,9.43e-07,0.000758941,
29,3,0.1,1.213e-06,0.000772463,
30,3,0.1,9.26e-07,0.000755496,
31,4,0.1,1.664e-06,0.000746649,
32,4,0.1,1.69e-06,0.000760015,
33,4,0.1,1.722e-06,0.000813247,
34,4,0.1,1.747e-06,0.000780773,
35,4,0.1,2.064e-06,0.000746792,
36,4,0.1,1.683e-06,0.000757116,
37,4,0.1,1.612e-06,0.000761038,
38,4,0.1,2.409e-06,0.000870913,
39,4,0.1,1.866e-06,0.000781931,
40,4,0.1,1.995e-06,0.000757622,
41,5,0.1,2.292e-06,0.000863517,
42,5,0.1,2.277e-06,0.000778341,
43,5,0.1,2.41e-06,0.000792425,
44,5,0.1,2.443e-06,0.000791533,
45,5,0.1,3.194e-06,0.000759803,
46,5,0.1,3.287e-06,0.00083882,
47,5,0.1,2.606e-06,0.000763478,
48,5,0.1,3.238e-06,0.000799368,
49,5,0.1,2.589e-06,0.000806504,
50,5,0.1,2.743e-06,0.000801409,
51,6,0.1,3.775e-06,0.000786492,
52,6,0.1,3.872e-06,0.000798625,
53,6,0.1,3.567e-06,0.000814984,
54,6,0.1,3.594e-06,0.000789709,
55,6,0.1,3.949e-06,0.000798705,
56,6,0.1,3.86e-06,0.000787777,
57,6,0.1,3.881e-06,0.000819428,
58,6,0.1,3.749e-06,0.000817199,
59,6,0.1,3.957e-06,0.000871508,
60,6,0.1,3.623e-06,0.000859418,
61,7,0.1,5.258e-06,0.00087067,
62,7,0.1,5.074e-06,0.000821127,
63,7,0.1,5.206e-06,0.000843465,
64,7,0.1,4.969e-06,0.000831074,
65,7,0.1,7.207e-06,0.000874589,
66,7,0.1,7.64e-06,0.000820335,
67,7,0.1,6.832e-06,0.000835693,
68,7,0.1,5.312e-06,0.000836087,
69,7,0.1,5.397e-06,0.000824645,
70,7,0.1,5.254e-06,0.000857434,
71,8,0.1,7.21e-06,0.000892629,
72,8,0.1,7.02e-06,0.00087247,
73,8,0.1,8.036e-06,0.000910249,
74,8,0.1,7.348e-06,0.000922943,
75,8,0.1,7.375e-06,0.000877295,
76,8,0.1,7.631e-06,0.000845996,
77,8,0.1,7.627e-06,0.000856955,
78,8,0.1,7.937e-06,0.000871646,
79,8,0.1,7.359e-06,0.000869987,
80,8,0.1,8.01e-06,0.000876413,
81,9,0.1,1.0595e-05,0.000896932,
82,9,0.1,9.095e-06,0.000936413,
83,9,0.1,9.545e-06,0.000914794,
84,9,0.1,9.99e-06,0.000899947,
85,9,0.1,9.152e-06,0.000884568,
86,9,0.1,1.025e-05,0.000917307,
87,9,0.1,1.0053e-05,0.000948962,
88,9,0.1,9.75e-06,0.000919684,
89,9,0.1,1.0336e-05,0.00089427,
90,9,0.1,1.0686e-05,0.000921408,
91,10,0.1,1.2249e-05,0.000974565,
92,10,0.1,1.2038e-05,0.000925553,
93,10,0.1,1.1472e-05,0.000942538,
94,10,0.1,1.2341e-05,0.000947429,
95,10,0.1,1.9853e-05,0.000954641,
96,10,0.1,1.2778e-05,0.00101026,
97,10,0.1,1.4046e-05,0.000987661,
98,10,0.1,1.3103e-05,0.000950792,
99,10,0.1,2.1166e-05,0.000965692,
100,10,0.1,1.2898e-05,0.000963754,
101,11,0.1,1.6326e-05,0.00101264,
102,11,0.1,1.5751e-05,0.000958078,
103,11,0.1,1.5169e-05,0.00108167,
104,11,0.1,1.5107e-05,0.00103582,
105,11,0.1,1.5851e-05,0.000988436,
106,11,0.1,1.6144e-05,0.00105344,
107,11,0.1,1.6619e-05,0.00102698,
108,11,0.1,1.6263e-05,0.00101122,
109,11,0.1,1.6421e-05,0.00100558,
110,11,0.1,1.8002e-05,0.00105508,
111,12,0.1,1.9375e-05,0.00108692,
112,12,0.1,2.0549e-05,0.0010351,
113,12,0.1,2.1368e-05,0.0010733,
114,12,0.1,2.0004e-05,0.00106879,
115,12,0.1,2.1177e-05,0.00106196,
116,12,0.1,2.2823e-05,0.00107288,
117,12,0.1,2.0536e-05,0.00105766,
118,12,0.1,2.1069e-05,0.00106274,
119,12,0.1,2.074e-05,0.0011136,
120,12,0.1,3.2051e-05,0.00106883,
121,13,0.1,2.3996e-05,0.00110729,
122,13,0.1,2.3878e-05,0.00113593,
123,13,0.1,2.3501e-05,0.00112006,
124,13,0.1,2.5161e-05,0.00113516,
125,13,0.1,2.5889e-05,0.00117709,
126,13,0.1,4.0289e-05,0.00117242,
127,13,0.1,2.6196e-05,0.0011218,
128,13,0.1,2.5074e-05,0.00113972,
129,13,0.1,2.8441e-05,0.00114643,
130,13,0.1,2.6387e-05,0.00112448,
131,14,0.1,4.633e-05,0.00119556,
132,14,0.1,2.8533e-05,0.00119084,
133,14,0.1,2.8856e-05,0.00124074,
134,14,0.1,2.8967e-05,0.00120394,
135,14,0.1,2.807e-05,0.00119626,
136,14,0.1,3.0902e-05,0.00125148,
137,14,0.1,4.5237e-05,0.00121011,
138,14,0.1,4.8159e-05,0.00129572,
139,14,0.1,3.0197e-05,0.00120294,
140,14,0.1,3.024e-05,0.00128004,
141,15,0.1,3.4057e-05,0.00126629,
142,15,0.1,3.549e-05,0.00125298,
143,15,0.1,3.3745e-05,0.00128586,
144,15,0.1,3.5205e-05,0.00130709,
145,15,0.1,3.407e-05,0.00128614,
146,15,0.1,3.628e-05,0.00136291,
147,15,0.1,5.736e-05,0.00134934,
148,15,0.1,3.6095e-05,0.00126494,
149,15,0.1,3.907e-05,0.00128591,
150,15,0.1,3.529e-05,0.00127277,
151,16,0.1,4.3362e-05,0.00132158,
152,16,0.1,4.0677e-05,0.00132158,
