Dimension,NNZ_per_row,Sparsity,Unzipper_Time,TACO_Time
3,2,0.55,3.03e-07,0.000906317,
4,3,0.55,3.73e-07,0.000823354,
5,3,0.55,3.67e-07,0.000782609,
6,4,0.55,6.25e-07,0.000829907,
7,4,0.55,5.44e-07,0.00083417,
8,5,0.55,9.85e-07,0.000748302,
9,5,0.55,8.09e-07,0.000738432,
10,6,0.55,1.292e-06,0.000736051,
11,7,0.55,1.751e-06,0.000754338,
12,7,0.55,1.533e-06,0.00249674,
13,8,0.55,2.278e-06,0.000778851,
14,8,0.55,2.342e-06,0.000797958,
15,9,0.55,2.897e-06,0.000755598,
16,9,0.55,2.456e-06,0.000767112,
17,10,0.55,3.786e-06,0.000793397,
18,10,0.55,3.479e-06,0.000801612,
19,11,0.55,4.712e-06,0.000818552,
20,11,0.55,4.495e-06,0.000838902,
21,12,0.55,5.402e-06,0.00087158,
22,13,0.55,6.439e-06,0.000825959,
23,13,0.55,9.17e-06,0.000836709,
24,14,0.55,1.075e-05,0.000818836,
25,14,0.55,7.767e-06,0.00177445,
26,15,0.55,2.6596e-05,0.00151564,
27,15,0.55,9.695e-06,0.00087978,
28,16,0.55,1.0744e-05,0.000884894,
29,16,0.55,1.0013e-05,0.000844202,
30,17,0.55,1.237e-05,0.000868199,
31,18,0.55,1.4488e-05,0.000885164,
32,18,0.55,1.3337e-05,0.000881917,
33,19,0.55,1.5839e-05,0.000908252,
34,19,0.55,1.5953e-05,0.00091455,
35,20,0.55,1.9065e-05,0.000923282,
36,20,0.55,1.9152e-05,0.000972463,
37,21,0.55,2.1825e-05,0.000926548,
38,21,0.55,2.2655e-05,0.00100749,
39,22,0.55,2.4579e-05,0.000940599,
40,22,0.55,2.5768e-05,0.000964453,
41,23,0.55,2.784e-05,0.000989799,
42,24,0.55,3.0329e-05,0.000982994,
43,24,0.55,3.115e-05,0.00101454,
44,25,0.55,5.7368e-05,0.00105114,
45,25,0.55,3.4537e-05,0.00105326,
46,26,0.55,3.7262e-05,0.00103414,
47,26,0.55,3.8699e-05,0.00104703,
48,27,0.55,4.2139e-05,0.00107903,
49,27,0.55,4.2679e-05,0.00112264,
50,28,0.55,4.6392e-05,0.00109369,
51,29,0.55,5.0242e-05,0.0011255,
52,29,0.55,8.5165e-05,0.0011216,
53,30,0.55,5.3929e-05,0.00112101,
54,30,0.55,5.5234e-05,0.00117248,
55,31,0.55,6.0006e-05,0.00115701,
56,31,0.55,6.1346e-05,0.00120833,
57,32,0.55,6.3882e-05,0.00116471,
58,32,0.55,6.891e-05,0.00124924,
59,33,0.55,7.0125e-05,0.00121424,
60,33,0.55,0.000121532,0.00122953,
61,34,0.55,7.6829e-05,0.0013001,
62,35,0.55,8.0026e-05,0.00130909,
63,35,0.55,8.2201e-05,0.00132491,
64,36,0.55,0.000149012,0.00131176,
65,36,0.55,8.7452e-05,0.00134693,
66,37,0.55,9.3733e-05,0.00140544,
67,37,0.55,9.7857e-05,0.0013963,
68,38,0.55,0.000100045,0.00141129,
69,38,0.55,0.000101765,0.00140041,
70,39,0.55,0.000108014,0.00143191,
71,40,0.55,0.000113493,0.00142651,
72,40,0.55,0.000116946,0.00147735,
73,41,0.55,0.000122475,0.00150326,
74,41,0.55,0.00012592,0.00148413,
75,42,0.55,0.000131157,0.00155232,
76,42,0.55,0.000135147,0.00154243,
77,43,0.55,0.000141873,0.00156794,
78,43,0.55,0.000142006,0.00157507,
79,44,0.55,0.000153915,0.0017541,
80,44,0.55,0.000150294,0.00160893,
81,45,0.55,0.000159852,0.00166945,
82,46,0.55,0.000170141,0.00170096,
83,46,0.55,0.000166368,0.00168822,
84,47,0.55,0.000178918,0.00169872,
85,47,0.55,0.000181478,0.00176526,
86,48,0.55,0.000192641,0.00179703,
87,48,0.55,0.000192494,0.00182228,
88,49,0.55,0.000201537,0.00181609,
89,49,0.55,0.000201532,0.00187794,
90,50,0.55,0.000236612,0.00190541,
91,51,0.55,0.000402738,0.00191276,
92,51,0.55,0.000229729,0.00197912,
93,52,0.55,0.000234236,0.00199975,
94,52,0.55,0.000235743,0.00196885,
95,53,0.55,0.000245884,0.00200864,
96,53,0.55,0.000251946,0.00203039,
97,54,0.55,0.000423041,0.00206407,
98,54,0.55,0.000262669,0.0020755,
99,55,0.55,0.000448741,0.00212756,
100,55,0.55,0.000277036,0.00212927,
101,56,0.55,0.000288913,0.00219278,
102,57,0.55,0.000305276,0.00229166,
103,57,0.55,0.000390822,0.00221358,
104,58,0.55,0.000314087,0.00228721,
105,58,0.55,0.000322625,0.00228567,
106,59,0.55,0.000338383,0.00234856,
107,59,0.55,0.000540942,0.00232874,
108,60,0.55,0.00035294,0.00238758,
109,60,0.55,0.00035489,0.0024015,
110,61,0.55,0.000365827,0.00243627,
111,62,0.55,0.000386235,0.00252043,
112,62,0.55,0.000620888,0.00254963,
113,63,0.55,0.000409239,0.00260914,
114,63,0.55,0.000399919,0.00257823,
115,64,0.55,0.0004949,0.00262957,
116,64,0.55,0.000424631,0.00262297,
117,65,0.55,0.000438933,0.00268538,
118,65,0.55,0.000440369,0.00273034,
119,66,0.55,0.000662862,0.00279409,
120,66,0.55,0.000460712,0.00279984,
121,67,0.55,0.000472642,0.00284882,
122,68,0.55,0.000497579,0.00290097,
123,68,0.55,0.000494508,0.00286527,
124,69,0.55,0.000515556,0.00292874,
125,69,0.55,0.000530934,0.00297635,
126,70,0.55,0.000541061,0.00303856,
127,70,0.55,0.000538209,0.00300301,
128,71,0.55,0.000705593,0.00308475,
129,71,0.55,0.000571553,0.00311263,
130,72,0.55,0.000577313,0.00320524,
131,73,0.55,0.000598826,0.00319828,
132,73,0.55,0.000609885,0.00324245,
133,74,0.55,0.000628576,0.00333332,
134,74,0.55,0.000630648,0.0033169,
135,75,0.55,0.000648008,0.00332897,
136,75,0.55,0.000656884,0.00339217,
137,76,0.55,0.000675181,0.00342014,
138,76,0.55,0.000683561,0.00346782,
139,77,0.55,0.000717266,0.00354207,
140,77,0.55,0.000710369,0.00355015,
141,78,0.55,0.000738404,0.00364662,
142,79,0.55,0.000754779,0.00363547,
143,79,0.55,0.000771284,0.00365815,
144,80,0.55,0.000863497,0.00375381,
145,80,0.55,0.00079217,0.00379493,
146,81,0.55,0.00081446,0.00378257,
147,81,0.55,0.000825645,0.00385731,
148,82,0.55,0.000849402,0.0039128,
149,82,0.55,0.000854457,0.00391249,
150,83,0.55,0.000878051,0.00401426,
151,84,0.55,0.00089855,0.00403467,
152,84,0.55,0.000903694,0.00405329,
153,85,0.55,0.000930138,0.00422618,
154,85,0.55,0.000935317,0.00415629,
155,86,0.55,0.000961597,0.00420332,
156,86,0.55,0.000976978,0.00426566,
157,87,0.55,0.000988042,0.00425044,
158,87,0.55,0.00117531,0.00434009,
159,88,0.55,0.00103438,0.00449427,
160,88,0.55,0.00103974,0.00439238,
161,89,0.55,0.00106537,0.00448362,
162,90,0.55,0.00109338,0.00449396,
163,90,0.55,0.00111244,0.0045483,
164,91,0.55,0.00113931,0.00463518,
165,91,0.55,0.00114733,0.00470457,
166,92,0.55,0.00117624,0.00467935,
167,92,0.55,0.00134044,0.00475446,
168,93,0.55,0.00136627,0.00484791,
169,93,0.55,0.00121533,0.00486748,
170,94,0.55,0.00125217,0.00491886,
171,95,0.55,0.00128425,0.00502514,
172,95,0.55,0.00129015,0.00501823,
173,96,0.55,0.00142808,0.00505751,
