Dimension,NNZ_per_row,Sparsity,Unzipper_Time,TACO_Time
3,3,0.7,8.28e-07,0.064064,
4,3,0.7,8.64e-07,0.0677912,
5,4,0.7,7.99e-07,0.0651122,
6,5,0.7,9.13e-07,0.0648949,
7,5,0.7,8.73e-07,0.0676095,
8,6,0.7,1.262e-06,0.0659506,
9,7,0.7,2.223e-06,0.0613861,
10,7,0.7,3.362e-06,0.0632992,
11,8,0.7,2.652e-06,0.0648411,
12,9,0.7,2.325e-06,0.0666381,
13,10,0.7,7.351e-06,0.0641446,
14,10,0.7,3.633e-06,0.0651,
15,11,0.7,9.047e-06,0.0622706,
16,12,0.7,1.0412e-05,0.0644099,
17,12,0.7,1.0195e-05,0.0641531,
18,13,0.7,5.905e-06,0.0634773,
19,14,0.7,1.519e-05,0.0632271,
20,14,0.7,1.4847e-05,0.0624985,
21,15,0.7,1.8006e-05,0.0659652,
22,16,0.7,9.367e-06,0.0658368,
23,17,0.7,1.0721e-05,0.0631275,
24,17,0.7,2.3729e-05,0.0661207,
25,18,0.7,2.6928e-05,0.0690301,
26,19,0.7,2.1801e-05,0.0631811,
27,19,0.7,1.5097e-05,0.0662246,
28,20,0.7,1.8315e-05,0.0693452,
29,21,0.7,1.8652e-05,0.0634261,
30,21,0.7,4.1356e-05,0.0658397,
31,22,0.7,2.0713e-05,0.0659044,
32,23,0.7,2.3847e-05,0.0675794,
33,24,0.7,2.6066e-05,0.0637523,
34,24,0.7,2.6276e-05,0.0663221,
35,25,0.7,2.8657e-05,0.0655748,
36,26,0.7,0.000112165,0.0627405,
37,26,0.7,6.9152e-05,0.0615271,
38,27,0.7,3.4609e-05,0.065992,
39,28,0.7,0.000114804,0.0656153,
40,28,0.7,9.5236e-05,0.0668274,
41,29,0.7,0.000104304,0.0674871,
42,30,0.7,0.000111703,0.066049,
43,31,0.7,0.000120203,0.065304,
44,31,0.7,0.000126127,0.0668358,
45,32,0.7,0.000134061,0.0662583,
46,33,0.7,0.000140224,0.0697881,
47,33,0.7,0.000142628,0.071162,
48,34,0.7,0.000145236,0.0698734,
49,35,0.7,0.000156518,0.0686853,
50,35,0.7,0.000160512,0.0678946,
51,36,0.7,0.000183941,0.0698646,
52,37,0.7,0.000189709,0.067733,
53,38,0.7,0.0001937,0.0669862,
54,38,0.7,0.00020989,0.0651622,
55,39,0.7,0.000249462,0.0693125,
56,40,0.7,0.000233798,0.0682396,
57,40,0.7,0.000225968,0.065324,
58,41,0.7,0.000246075,0.0632949,
59,42,0.7,0.000272189,0.0666944,
60,42,0.7,0.000269925,0.0634291,
61,43,0.7,0.000286948,0.0675459,
62,44,0.7,0.000310521,0.0662368,
