sparsity,elapsed_time
0.10,0.039319000
0.15,0.041540000
0.20,0.052316000
0.25,0.064961000
0.30,0.081435000
0.35,0.090938000
0.40,0.103231000
0.45,0.119128000
0.50,0.130306000
0.55,0.141048000
0.60,0.158098000
0.65,0.168287000
0.70,0.180799000
0.75,0.193767000
0.80,0.205333000
0.85,0.223029000
0.90,0.232428000
