sparsity,elapsed_time
0.10,0.127887000
0.15,0.180810000
0.20,0.233442000
0.25,0.284937000
0.30,0.342568000
0.35,0.390205000
0.40,0.450271000
0.45,0.507642000
0.50,0.564181000
0.55,0.624338000
0.60,0.662282000
0.65,0.726288000
0.70,0.780391000
0.75,0.835726000
0.80,0.892369000
0.85,0.945701000
0.90,0.999752000
