sparsity,elapsed_time
0.10,0.114996000
0.15,0.159626000
0.20,0.205980000
0.25,0.254020000
0.30,0.303253000
0.35,0.348383000
0.40,0.395530000
0.45,0.441401000
0.50,0.496418000
0.55,0.536979000
0.60,0.604704000
0.65,0.635955000
0.70,0.694904000
0.75,0.737926000
0.80,0.788834000
0.85,0.843425000
0.90,0.889003000
