dimension,elapsed_time
4,0.000004000
5,0.000002000
6,0.000002000
7,0.000003000
8,0.000003000
9,0.000004000
10,0.000005000
11,0.000008000
12,0.000009000
13,0.000008000
14,0.000011000
15,0.000013000
16,0.000016000
17,0.000018000
18,0.000017000
19,0.000026000
20,0.000027000
21,0.000031000
22,0.000035000
23,0.000034000
24,0.000043000
25,0.000045000
26,0.000053000
27,0.000055000
28,0.000056000
29,0.000065000
30,0.000078000
31,0.000080000
32,0.000098000
33,0.000100000
34,0.000110000
35,0.000119000
36,0.000127000
37,0.000139000
38,0.000142000
39,0.000156000
40,0.000169000
41,0.000184000
42,0.000172000
43,0.000172000
44,0.000182000
45,0.000198000
46,0.000209000
47,0.000224000
48,0.000229000
49,0.000458000
50,0.000310000
51,0.000290000
52,0.000406000
53,0.000325000
54,0.000317000
55,0.000341000
56,0.000361000
57,0.000430000
58,0.000382000
59,0.000391000
60,0.000372000
61,0.000395000
62,0.000411000
63,0.000417000
64,0.000438000
65,0.000460000
66,0.000486000
67,0.000508000
68,0.000516000
69,0.000540000
70,0.000569000
71,0.000567000
72,0.000553000
73,0.000560000
74,0.000585000
75,0.000696000
76,0.000639000
77,0.000667000
78,0.000654000
79,0.000647000
80,0.000683000
81,0.000718000
82,0.000761000
83,0.000759000
84,0.000788000
85,0.000816000
86,0.000825000
87,0.000819000
88,0.000827000
89,0.000859000
90,0.000889000
91,0.000932000
92,0.000903000
93,0.000912000
94,0.000942000
95,0.000976000
96,0.000996000
97,0.001005000
98,0.001000000
99,0.001052000
100,0.001071000
101,0.001062000
102,0.001098000
103,0.001107000
104,0.001157000
105,0.001153000
106,0.001176000
107,0.001212000
108,0.001222000
109,0.001223000
110,0.001270000
111,0.001294000
112,0.001333000
113,0.001345000
114,0.001351000
115,0.001377000
116,0.001416000
117,0.001436000
118,0.001434000
119,0.001529000
120,0.001517000
121,0.001570000
122,0.001573000
123,0.001601000
124,0.001615000
125,0.001786000
126,0.001770000
127,0.001889000
128,0.001950000
129,0.001932000
130,0.002086000
131,0.002139000
132,0.002261000
133,0.002157000
134,0.002210000
135,0.002273000
136,0.002325000
137,0.002383000
138,0.002400000
139,0.002466000
140,0.002521000
141,0.002577000
142,0.002729000
143,0.002752000
144,0.002885000
145,0.002825000
146,0.002634000
147,0.002752000
148,0.002722000
149,0.002803000
150,0.002914000
151,0.002881000
152,0.003028000
153,0.002966000
154,0.003066000
155,0.003092000
156,0.003158000
157,0.003283000
158,0.003246000
159,0.003320000
160,0.003391000
161,0.003576000
162,0.003580000
163,0.003751000
164,0.003652000
165,0.003751000
166,0.003851000
167,0.003984000
168,0.003948000
169,0.004015000
170,0.004264000
171,0.004306000
172,0.004428000
173,0.004496000
174,0.004528000
175,0.004628000
176,0.004736000
177,0.004835000
178,0.004846000
179,0.005003000
180,0.005000000
181,0.005128000
182,0.005390000
183,0.005241000
184,0.005293000
185,0.005527000
186,0.005536000
187,0.005701000
188,0.005653000
189,0.005750000
190,0.005927000
191,0.005955000
192,0.006142000
193,0.006068000
194,0.006168000
195,0.006416000
196,0.006436000
197,0.006666000
198,0.006555000
199,0.006744000
200,0.006764000
201,0.006966000
202,0.006992000
203,0.007128000
204,0.007146000
205,0.007387000
206,0.007400000
207,0.007586000
208,0.007529000
209,0.007743000
210,0.007793000
211,0.007974000
212,0.008053000
213,0.008200000
214,0.008187000
215,0.008439000
216,0.008496000
217,0.008583000
218,0.009319000
219,0.009311000
220,0.009032000
221,0.009188000
222,0.009217000
223,0.009286000
224,0.009410000
225,0.009646000
226,0.009755000
227,0.009870000
228,0.009943000
229,0.010185000
230,0.010349000
231,0.010363000
232,0.010555000
233,0.010608000
234,0.010754000
235,0.010854000
236,0.011093000
237,0.011188000
238,0.011157000
239,0.011367000
240,0.011620000
241,0.011920000
242,0.012002000
243,0.014388000
244,0.012345000
245,0.012608000
246,0.012580000
247,0.012601000
248,0.012705000
249,0.012857000
250,0.013828000
251,0.013621000
252,0.013491000
253,0.013527000
254,0.013681000
255,0.013917000
256,0.014015000
257,0.015159000
258,0.015772000
259,0.014486000
260,0.014620000
261,0.014875000
262,0.014994000
263,0.015103000
264,0.015182000
265,0.015453000
266,0.021044000
267,0.015729000
268,0.015696000
269,0.015865000
270,0.016088000
271,0.016265000
272,0.016599000
273,0.016518000
274,0.016763000
275,0.017142000
276,0.017338000
277,0.017379000
278,0.022798000
279,0.019504000
280,0.018491000
281,0.018304000
282,0.018570000
283,0.018899000
284,0.018701000
285,0.018968000
286,0.019123000
287,0.019439000
288,0.019526000
289,0.019716000
290,0.019925000
291,0.020148000
292,0.020383000
293,0.020565000
294,0.020594000
295,0.020839000
296,0.021187000
297,0.021267000
298,0.021518000
299,0.021826000
300,0.022106000
301,0.022363000
302,0.022407000
303,0.022652000
304,0.022735000
305,0.023079000
306,0.023485000
307,0.023746000
308,0.023616000
309,0.025152000
310,0.024398000
311,0.024448000
312,0.024751000
313,0.024978000
314,0.025038000
315,0.025498000
316,0.025588000
317,0.025898000
318,0.025902000
319,0.028972000
320,0.029234000
321,0.028035000
322,0.027275000
323,0.027243000
324,0.027273000
325,0.027582000
326,0.027838000
327,0.028109000
328,0.030633000
329,0.031115000
330,0.030800000
331,0.029053000
332,0.030181000
333,0.029774000
334,0.029911000
335,0.030262000
336,0.030677000
337,0.030937000
338,0.030907000
339,0.031358000
340,0.031763000
341,0.032263000
342,0.032206000
343,0.032386000
344,0.032818000
345,0.033034000
346,0.033198000
347,0.033759000
348,0.034020000
349,0.034062000
350,0.034420000
351,0.034874000
352,0.035140000
353,0.035063000
354,0.035692000
355,0.035863000
356,0.036213000
357,0.036416000
358,0.036653000
359,0.037153000
360,0.037120000
361,0.037426000
362,0.038051000
363,0.038483000
364,0.038742000
365,0.038898000
366,0.039318000
367,0.039719000
368,0.039997000
369,0.040025000
370,0.040685000
371,0.040741000
372,0.041100000
373,0.041242000
374,0.041817000
375,0.042355000
376,0.042591000
377,0.042892000
378,0.043221000
379,0.043501000
380,0.043669000
381,0.044383000
382,0.044602000
383,0.044795000
384,0.045012000
385,0.045435000
386,0.045908000
387,0.047729000
388,0.046519000
389,0.046749000
390,0.047166000
391,0.047770000
392,0.048245000
393,0.048091000
394,0.048660000
395,0.049069000
396,0.049615000
397,0.049786000
398,0.050211000
399,0.050772000
400,0.050879000
401,0.051336000
402,0.051990000
403,0.052222000
404,0.052227000
405,0.052678000
406,0.053392000
407,0.053700000
408,0.053882000
409,0.054511000
410,0.055163000
411,0.054976000
412,0.055770000
413,0.056011000
414,0.056061000
415,0.056890000
416,0.056863000
417,0.057731000
418,0.057769000
419,0.058358000
420,0.058893000
421,0.059070000
422,0.059878000
423,0.059890000
424,0.060507000
425,0.060760000
426,0.061217000
427,0.061834000
428,0.061896000
429,0.062788000
430,0.065473000
431,0.072706000
432,0.072325000
433,0.074306000
434,0.066436000
435,0.065422000
436,0.066034000
437,0.066934000
438,0.071453000
439,0.072649000
440,0.072927000
441,0.073669000
442,0.074408000
443,0.074432000
444,0.075090000
445,0.074809000
446,0.076700000
447,0.076573000
448,0.077534000
449,0.077195000
450,0.079141000
451,0.076442000
452,0.073550000
453,0.073406000
454,0.073898000
455,0.074429000
456,0.075016000
457,0.080204000
458,0.082082000
459,0.083650000
460,0.081386000
461,0.077570000
462,0.078333000
463,0.078491000
464,0.079269000
465,0.079728000
466,0.080271000
467,0.080448000
468,0.080935000
469,0.082258000
470,0.081755000
471,0.082862000
472,0.083282000
473,0.083623000
474,0.083979000
475,0.084530000
476,0.085630000
477,0.086513000
478,0.086131000
479,0.086703000
480,0.087206000
481,0.088268000
482,0.088298000
483,0.089092000
484,0.089276000
485,0.089855000
486,0.090635000
487,0.091220000
488,0.091567000
489,0.092140000
490,0.093283000
491,0.094069000
492,0.094754000
493,0.094904000
494,0.095186000
495,0.096259000
496,0.096709000
497,0.097103000
498,0.096294000
499,0.097851000
500,0.098414000
501,0.099687000
502,0.099895000
503,0.099883000
504,0.100677000
505,0.101284000
506,0.101595000
507,0.102180000
508,0.102707000
509,0.103628000
510,0.104444000
511,0.105068000
512,0.106008000
513,0.106477000
514,0.107250000
515,0.107144000
516,0.108700000
517,0.109110000
518,0.109219000
519,0.110025000
520,0.109839000
521,0.111491000
522,0.112064000
523,0.112149000
524,0.112369000
525,0.113527000
526,0.114334000
527,0.115224000
528,0.115414000
529,0.115987000
530,0.117157000
531,0.117118000
532,0.118056000
533,0.118944000
534,0.119617000
535,0.120133000
536,0.121161000
537,0.121957000
538,0.121976000
539,0.123010000
540,0.123581000
541,0.124330000
542,0.125319000
543,0.125275000
544,0.125895000
545,0.126740000
546,0.127827000
547,0.128841000
548,0.128720000
549,0.129259000
550,0.130508000
551,0.130931000
552,0.131923000
553,0.132395000
554,0.133097000
555,0.133927000
556,0.134741000
557,0.135629000
558,0.136317000
559,0.137013000
560,0.137666000
561,0.139115000
562,0.139362000
563,0.139467000
564,0.140957000
565,0.141708000
566,0.142937000
567,0.143388000
568,0.143465000
569,0.144287000
570,0.145269000
571,0.146111000
572,0.146750000
573,0.147306000
574,0.148130000
575,0.148613000
576,0.150197000
577,0.150914000
578,0.158249000
579,0.168811000
580,0.158617000
581,0.153176000
582,0.168620000
583,0.169947000
584,0.166026000
585,0.169214000
586,0.172261000
587,0.158882000
588,0.158881000
589,0.160288000
590,0.177635000
591,0.176484000
592,0.175912000
593,0.163001000
594,0.163797000
595,0.175399000
596,0.173382000
597,0.167030000
598,0.183621000
599,0.169221000
600,0.169612000
601,0.185615000
602,0.188305000
603,0.186068000
604,0.175850000
605,0.179443000
606,0.190318000
607,0.193171000
608,0.191791000
609,0.179883000
610,0.179691000
611,0.181700000
612,0.183447000
613,0.183944000
614,0.182937000
615,0.200876000
616,0.201526000
617,0.203504000
618,0.203613000
619,0.204175000
620,0.186092000
621,0.187098000
622,0.188436000
623,0.188276000
624,0.190153000
625,0.190936000
626,0.192333000
627,0.192945000
628,0.192889000
629,0.194203000
630,0.195163000
631,0.195537000
632,0.197497000
633,0.197229000
634,0.198313000
635,0.200405000
636,0.201094000
637,0.202718000
638,0.202871000
639,0.203432000
640,0.203976000
641,0.206193000
642,0.206201000
643,0.207124000
644,0.207100000
645,0.209346000
646,0.209824000
647,0.210992000
648,0.211443000
649,0.212715000
650,0.218917000
651,0.220700000
652,0.221013000
653,0.223169000
654,0.223188000
655,0.225304000
656,0.225644000
657,0.227207000
658,0.227665000
659,0.228055000
660,0.229565000
661,0.231804000
662,0.231916000
663,0.233023000
664,0.234742000
665,0.237861000
666,0.236356000
667,0.237988000
668,0.238208000
669,0.239379000
670,0.241271000
671,0.242069000
672,0.243522000
673,0.244215000
674,0.245010000
675,0.245690000
676,0.247644000
677,0.248869000
678,0.248681000
679,0.250248000
680,0.251560000
681,0.254323000
682,0.254616000
683,0.254716000
684,0.256365000
685,0.257713000
686,0.258481000
687,0.259705000
688,0.260184000
689,0.261392000
690,0.262676000
691,0.264812000
692,0.265428000
693,0.265746000
694,0.267436000
695,0.268527000
696,0.272871000
697,0.272481000
698,0.276320000
699,0.275488000
700,0.274347000
701,0.272311000
702,0.272874000
703,0.275689000
704,0.279274000
705,0.276898000
706,0.279298000
707,0.283650000
708,0.283436000
709,0.285417000
710,0.285397000
711,0.287383000
712,0.299768000
713,0.322334000
714,0.312767000
715,0.300380000
716,0.322960000
717,0.310540000
718,0.295483000
719,0.297572000
720,0.308711000
721,0.301066000
722,0.302950000
723,0.320597000
724,0.335793000
725,0.336213000
726,0.334907000
727,0.323795000
728,0.306779000
729,0.310490000
730,0.311355000
731,0.316914000
732,0.328334000
733,0.316030000
734,0.318226000
735,0.315701000
736,0.322090000
737,0.336354000
738,0.331626000
739,0.329678000
740,0.337765000
741,0.341644000
742,0.329019000
743,0.335405000
744,0.336073000
745,0.335031000
746,0.346543000
747,0.344798000
748,0.335172000
749,0.340540000
750,0.339236000
751,0.342051000
752,0.343044000
753,0.340899000
754,0.345038000
755,0.346044000
756,0.349385000
757,0.347038000
758,0.349495000
759,0.352761000
760,0.354531000
761,0.353644000
762,0.356634000
763,0.356075000
764,0.359491000
765,0.358354000
766,0.366348000
767,0.363814000
768,0.363096000
769,0.365514000
770,0.366248000
771,0.370242000
772,0.369817000
773,0.371401000
774,0.375561000
775,0.376641000
776,0.374406000
777,0.381142000
778,0.380718000
779,0.380950000
780,0.388520000
781,0.381596000
782,0.381115000
783,0.383611000
784,0.385770000
785,0.386663000
786,0.388207000
787,0.393108000
788,0.390362000
789,0.391840000
790,0.394168000
791,0.447891000
792,0.451086000
793,0.477756000
794,0.408775000
795,0.419045000
796,0.413042000
797,0.423335000
798,0.458039000
799,0.429779000
800,0.429061000
801,0.428788000
802,0.436733000
803,0.442395000
804,0.442384000
805,0.433163000
806,0.452707000
807,0.474627000
808,0.433877000
809,0.440277000
810,0.426822000
811,0.427996000
812,0.430351000
813,0.432623000
814,0.432893000
815,0.434042000
816,0.433624000
817,0.435581000
818,0.457747000
819,0.441036000
820,0.440447000
821,0.444438000
