Dimension,NNZ_per_row,Sparsity,Time
3,1,0.05,0.00010541,
4,1,0.05,8.7569e-05,
5,1,0.05,9.125e-05,
6,1,0.05,9.4032e-05,
7,1,0.05,0.000144645,
8,1,0.05,0.000142414,
9,1,0.05,7.7942e-05,
10,1,0.05,8.5646e-05,
11,1,0.05,0.000102794,
12,1,0.05,8.438e-05,
13,1,0.05,8.6483e-05,
14,1,0.05,8.734e-05,
15,1,0.05,7.5562e-05,
16,1,0.05,0.000138915,
17,1,0.05,0.000127389,
18,1,0.05,0.000102438,
19,1,0.05,0.000117179,
20,1,0.05,0.000114487,
21,2,0.05,9.0174e-05,
22,2,0.05,0.000125851,
23,2,0.05,8.8614e-05,
24,2,0.05,0.000108331,
25,2,0.05,0.000122232,
26,2,0.05,0.000116499,
27,2,0.05,0.000146593,
28,2,0.05,9.7149e-05,
29,2,0.05,9.2498e-05,
30,2,0.05,9.2694e-05,
31,2,0.05,9.8955e-05,
32,2,0.05,8.3751e-05,
33,2,0.05,8.2407e-05,
34,2,0.05,9.2038e-05,
35,2,0.05,7.2698e-05,
36,2,0.05,0.00014642,
37,2,0.05,8.4274e-05,
38,2,0.05,9.7864e-05,
39,2,0.05,7.9657e-05,
40,2,0.05,7.3564e-05,
41,3,0.05,8.7341e-05,
42,3,0.05,9.0919e-05,
43,3,0.05,0.000105063,
44,3,0.05,8.651e-05,
45,3,0.05,0.000137463,
46,3,0.05,8.857e-05,
47,3,0.05,8.0852e-05,
48,3,0.05,0.000158247,
49,3,0.05,9.5696e-05,
50,3,0.05,9.794e-05,
51,3,0.05,8.9641e-05,
52,3,0.05,0.000161692,
53,3,0.05,0.000161155,
54,3,0.05,8.2337e-05,
55,3,0.05,0.000163189,
56,3,0.05,0.000144115,
57,3,0.05,0.000133074,
58,3,0.05,0.000100291,
59,3,0.05,9.5295e-05,
60,3,0.05,9.8658e-05,
61,4,0.05,9.8884e-05,
62,4,0.05,0.000119681,
63,4,0.05,0.000114748,
64,4,0.05,9.8496e-05,
65,4,0.05,0.000109044,
66,4,0.05,0.000169806,
67,4,0.05,0.000110632,
68,4,0.05,0.000186823,
69,4,0.05,0.000164107,
70,4,0.05,0.000112727,
71,4,0.05,0.000194876,
72,4,0.05,0.000190133,
73,4,0.05,0.000106796,
74,4,0.05,0.000125844,
75,4,0.05,0.000204349,
76,4,0.05,0.000200257,
77,4,0.05,0.000167872,
78,4,0.05,0.000213122,
79,4,0.05,0.000123123,
80,4,0.05,0.000104957,
81,5,0.05,0.000124158,
82,5,0.05,0.000137324,
83,5,0.05,0.000150281,
84,5,0.05,0.000148363,
85,5,0.05,0.00014164,
86,5,0.05,0.000138518,
87,5,0.05,0.00014257,
88,5,0.05,0.000139518,
89,5,0.05,0.000143081,
90,5,0.05,0.000236622,
91,5,0.05,0.000245119,
92,5,0.05,0.000126842,
93,5,0.05,0.00023769,
94,5,0.05,0.000259405,
95,5,0.05,0.000256608,
96,5,0.05,0.00026061,
97,5,0.05,0.000156214,
98,5,0.05,0.000282717,
99,5,0.05,0.000151292,
100,5,0.05,0.000156518,
101,6,0.05,0.000184791,
102,6,0.05,0.000198277,
103,6,0.05,0.000196561,
104,6,0.05,0.000359592,
105,6,0.05,0.000373857,
106,6,0.05,0.000194389,
107,6,0.05,0.000195343,
108,6,0.05,0.000369846,
