Dimension,NNZ_per_row,Sparsity,Time
3,3,0.7,9.7346e-05,
4,3,0.7,0.000102507,
5,4,0.7,7.5979e-05,
6,5,0.7,7.7152e-05,
7,5,0.7,7.7427e-05,
8,6,0.7,8.5098e-05,
9,7,0.7,0.000106606,
10,7,0.7,0.000103691,
11,8,0.7,6.7723e-05,
12,9,0.7,8.2526e-05,
13,10,0.7,0.000114284,
14,10,0.7,0.00012979,
15,11,0.7,0.000130564,
16,12,0.7,7.6076e-05,
17,12,0.7,0.000118451,
18,13,0.7,0.000115375,
19,14,0.7,9.4873e-05,
20,14,0.7,0.000122111,
21,15,0.7,9.6426e-05,
22,16,0.7,8.3363e-05,
23,17,0.7,8.6034e-05,
24,17,0.7,0.000103036,
25,18,0.7,8.7847e-05,
26,19,0.7,0.000165571,
27,19,0.7,0.000176789,
28,20,0.7,9.6432e-05,
29,21,0.7,9.663e-05,
30,21,0.7,0.000103071,
31,22,0.7,0.000114425,
32,23,0.7,0.000189511,
33,24,0.7,0.000205413,
34,24,0.7,0.000112711,
35,25,0.7,0.000204945,
36,26,0.7,0.000133956,
37,26,0.7,0.00013902,
38,27,0.7,0.000140274,
39,28,0.7,0.00013642,
40,28,0.7,0.000226496,
41,29,0.7,0.000155517,
42,30,0.7,0.000155769,
43,31,0.7,0.000153636,
44,31,0.7,0.000178247,
45,32,0.7,0.000159548,
46,33,0.7,0.00017184,
47,33,0.7,0.000181847,
48,34,0.7,0.000181545,
49,35,0.7,0.000270568,
50,35,0.7,0.000194684,
51,36,0.7,0.00036771,
52,37,0.7,0.000194961,
53,38,0.7,0.000229079,
54,38,0.7,0.000225865,
55,39,0.7,0.000235065,
56,40,0.7,0.000250485,
57,40,0.7,0.000248226,
58,41,0.7,0.000250107,
59,42,0.7,0.000490909,
60,42,0.7,0.000276277,
61,43,0.7,0.000278116,
62,44,0.7,0.000278637,
63,45,0.7,0.000286363,
64,45,0.7,0.000298136,
65,46,0.7,0.00059509,
66,47,0.7,0.000638628,
67,47,0.7,0.000331472,
68,48,0.7,0.000322323,
69,49,0.7,0.000340834,
70,49,0.7,0.000349598,
71,50,0.7,0.000727915,
72,51,0.7,0.000375365,
73,52,0.7,0.000755256,
74,52,0.7,0.000389127,
75,53,0.7,0.000841599,
76,54,0.7,0.000417693,
77,54,0.7,0.000425701,
78,55,0.7,0.000924345,
79,56,0.7,0.00043868,
80,56,0.7,0.000478447,
81,57,0.7,0.00049102,
82,58,0.7,0.00100627,
83,59,0.7,0.000492197,
84,59,0.7,0.000514656,
85,60,0.7,0.00109711,
86,61,0.7,0.000538888,
87,61,0.7,0.000548052,
88,62,0.7,0.000578456,
89,63,0.7,0.000620386,
90,63,0.7,0.00124048,
91,64,0.7,0.00127544,
92,65,0.7,0.00131554,
93,66,0.7,0.000655024,
94,66,0.7,0.000662981,
95,67,0.7,0.00066478,
96,68,0.7,0.00149178,
97,68,0.7,0.000706981,
98,69,0.7,0.000721889,
99,70,0.7,0.000752754,
100,70,0.7,0.000743944,
101,71,0.7,0.000775841,
102,72,0.7,0.000792447,
103,73,0.7,0.00161936,
104,73,0.7,0.000830216,
105,74,0.7,0.000840681,
106,75,0.7,0.00177484,
107,75,0.7,0.00178556,
108,76,0.7,0.000900776,
