Dimension,NNZ_per_row,Sparsity,Time
3,2,0.35,3.0797e-05,
4,2,0.35,2.8669e-05,
5,2,0.35,3.0999e-05,
6,3,0.35,3.0815e-05,
7,3,0.35,7.8078e-05,
8,3,0.35,6.2554e-05,
9,4,0.35,6.2183e-05,
10,4,0.35,3.2732e-05,
11,4,0.35,3.4592e-05,
12,5,0.35,3.5868e-05,
13,5,0.35,3.5813e-05,
14,5,0.35,3.741e-05,
15,6,0.35,3.8433e-05,
16,6,0.35,4.1781e-05,
17,6,0.35,4.2284e-05,
18,7,0.35,4.5703e-05,
19,7,0.35,4.3877e-05,
20,8,0.35,4.8387e-05,
21,8,0.35,4.8674e-05,
22,8,0.35,5.3158e-05,
23,9,0.35,5.7099e-05,
24,9,0.35,5.9274e-05,
25,9,0.35,5.8902e-05,
26,10,0.35,6.3459e-05,
27,10,0.35,6.5989e-05,
28,10,0.35,7.1488e-05,
29,11,0.35,7.3878e-05,
30,11,0.35,7.599e-05,
31,11,0.35,7.7568e-05,
32,12,0.35,8.4671e-05,
33,12,0.35,8.3529e-05,
34,12,0.35,8.6288e-05,
35,13,0.35,8.8864e-05,
36,13,0.35,9.6656e-05,
37,13,0.35,9.3189e-05,
38,14,0.35,0.000107995,
39,14,0.35,9.7853e-05,
40,15,0.35,0.000107597,
41,15,0.35,0.000110248,
42,15,0.35,0.000120284,
43,16,0.35,0.000118706,
44,16,0.35,0.000127805,
45,16,0.35,0.000137306,
46,17,0.35,0.000136711,
47,17,0.35,0.000139267,
48,17,0.35,0.000152759,
49,18,0.35,0.000148877,
50,18,0.35,0.000150676,
51,18,0.35,0.000158319,
52,19,0.35,0.000163401,
53,19,0.35,0.000181943,
54,19,0.35,0.000173195,
55,20,0.35,0.000181169,
56,20,0.35,0.000185468,
57,20,0.35,0.000196567,
58,21,0.35,0.00020048,
59,21,0.35,0.000201625,
60,22,0.35,0.000208281,
61,22,0.35,0.000219999,
62,22,0.35,0.000220254,
63,23,0.35,0.000218812,
64,23,0.35,0.000227811,
65,23,0.35,0.000247162,
66,24,0.35,0.0002529,
67,24,0.35,0.000252817,
68,24,0.35,0.000266062,
69,25,0.35,0.000273028,
70,25,0.35,0.00027882,
71,25,0.35,0.000278358,
72,26,0.35,0.000282446,
73,26,0.35,0.000299193,
74,26,0.35,0.000308496,
75,27,0.35,0.000316735,
76,27,0.35,0.00032358,
77,27,0.35,0.00032095,
78,28,0.35,0.000338383,
79,28,0.35,0.000346801,
80,29,0.35,0.00034985,
81,29,0.35,0.000364051,
82,29,0.35,0.000375989,
83,30,0.35,0.000393638,
84,30,0.35,0.000399802,
85,30,0.35,0.000409426,
86,31,0.35,0.000409991,
87,31,0.35,0.000420338,
88,31,0.35,0.000402149,
89,32,0.35,0.000438759,
90,32,0.35,0.000433364,
91,32,0.35,0.000452285,
92,33,0.35,0.000457868,
93,33,0.35,0.000461686,
94,33,0.35,0.000511401,
95,34,0.35,0.000562965,
96,34,0.35,0.000536178,
97,34,0.35,0.000546249,
98,35,0.35,0.000561188,
99,35,0.35,0.000569331,
100,36,0.35,0.000576783,
101,36,0.35,0.000611037,
102,36,0.35,0.000622764,
103,37,0.35,0.00062832,
104,37,0.35,0.000643098,
105,37,0.35,0.000650092,
106,38,0.35,0.000674332,
107,38,0.35,0.000692585,
108,38,0.35,0.000712691,
109,39,0.35,0.000704903,
110,39,0.35,0.000741152,
111,39,0.35,0.000763062,
112,40,0.35,0.000743621,
113,40,0.35,0.000736672,
114,40,0.35,0.000776633,
115,41,0.35,0.000778461,
116,41,0.35,0.000815743,
117,41,0.35,0.000800984,
118,42,0.35,0.000847045,
119,42,0.35,0.000818495,
120,43,0.35,0.000841765,
121,43,0.35,0.000885773,
122,43,0.35,0.000947406,
123,44,0.35,0.000919719,
124,44,0.35,0.000911314,
125,44,0.35,0.000986007,
126,45,0.35,0.00093827,
127,45,0.35,0.000967232,
128,45,0.35,0.000947566,
129,46,0.35,0.000980127,
130,46,0.35,0.00096954,
131,46,0.35,0.00100149,
132,47,0.35,0.00105622,
133,47,0.35,0.00102469,
134,47,0.35,0.00106223,
135,48,0.35,0.00107722,
136,48,0.35,0.00114669,
137,48,0.35,0.00110673,
138,49,0.35,0.0011708,
139,49,0.35,0.00117116,
140,50,0.35,0.00119976,
141,50,0.35,0.00116625,
142,50,0.35,0.00121291,
143,51,0.35,0.00129071,
144,51,0.35,0.00132971,
145,51,0.35,0.00132171,
146,52,0.35,0.00130731,
147,52,0.35,0.00136766,
148,52,0.35,0.00137141,
149,53,0.35,0.00133973,
150,53,0.35,0.00140488,
151,53,0.35,0.00141844,
152,54,0.35,0.00144969,
153,54,0.35,0.00146687,
154,54,0.35,0.00152649,
155,55,0.35,0.00150088,
156,55,0.35,0.00150698,
157,55,0.35,0.00153379,
158,56,0.35,0.00152199,
159,56,0.35,0.00152673,
160,57,0.35,0.00159275,
161,57,0.35,0.0016366,
162,57,0.35,0.00167862,
163,58,0.35,0.00173062,
164,58,0.35,0.00176467,
165,58,0.35,0.00178071,
166,59,0.35,0.00176941,
167,59,0.35,0.00178863,
168,59,0.35,0.00177311,
169,60,0.35,0.00178229,
170,60,0.35,0.00180098,
171,60,0.35,0.00187112,
172,61,0.35,0.00184581,
173,61,0.35,0.00188829,
174,61,0.35,0.00191468,
175,62,0.35,0.001909,
176,62,0.35,0.00193027,
177,62,0.35,0.00201743,
178,63,0.35,0.00208588,
179,63,0.35,0.00210083,
180,64,0.35,0.00206833,
181,64,0.35,0.00209994,
182,64,0.35,0.00210229,
183,65,0.35,0.00216205,
184,65,0.35,0.00218259,
185,65,0.35,0.00222022,
186,66,0.35,0.00223994,
187,66,0.35,0.00230905,
188,66,0.35,0.00236386,
189,67,0.35,0.00230428,
190,67,0.35,0.0023576,
191,67,0.35,0.0023024,
192,68,0.35,0.00239053,
193,68,0.35,0.00244532,
194,68,0.35,0.00243991,
195,69,0.35,0.00245946,
196,69,0.35,0.00260408,
197,69,0.35,0.00251981,
198,70,0.35,0.0026075,
199,70,0.35,0.00265933,
200,71,0.35,0.00259799,
201,71,0.35,0.00265491,
202,71,0.35,0.0027278,
203,72,0.35,0.00274855,
204,72,0.35,0.00285405,
205,72,0.35,0.00284786,
206,73,0.35,0.00284921,
207,73,0.35,0.00279017,
208,73,0.35,0.0028848,
209,74,0.35,0.00288736,
210,74,0.35,0.00289,
211,74,0.35,0.0029778,
212,75,0.35,0.00295982,
213,75,0.35,0.00293982,
214,75,0.35,0.00304104,
215,76,0.35,0.0031052,
216,76,0.35,0.00304482,
217,76,0.35,0.00307448,
218,77,0.35,0.00310969,
