Dimension,NNZ_per_row,Sparsity,Time
3,3,0.8,8.728e-05,
4,4,0.8,8.1301e-05,
5,4,0.8,8.0041e-05,
6,5,0.8,7.7706e-05,
7,6,0.8,8.8354e-05,
8,7,0.8,0.00011528,
9,8,0.8,9.1946e-05,
10,8,0.8,7.4973e-05,
11,9,0.8,7.4146e-05,
12,10,0.8,8.4785e-05,
13,11,0.8,9.5482e-05,
14,12,0.8,8.0246e-05,
15,12,0.8,0.000127708,
16,13,0.8,8.7449e-05,
17,14,0.8,0.000128626,
18,15,0.8,0.000141542,
19,16,0.8,0.000103015,
20,16,0.8,0.000136031,
21,17,0.8,8.6745e-05,
22,18,0.8,0.00016258,
23,19,0.8,9.5368e-05,
24,20,0.8,9.429e-05,
25,20,0.8,0.000169545,
26,21,0.8,0.000161184,
27,22,0.8,0.000165827,
28,23,0.8,0.000108816,
29,24,0.8,0.000108572,
30,24,0.8,0.00010153,
31,25,0.8,0.0001085,
32,26,0.8,0.00011124,
33,27,0.8,0.000130474,
34,28,0.8,0.000119272,
35,28,0.8,0.000119414,
36,29,0.8,0.000136391,
37,30,0.8,0.000192563,
38,31,0.8,0.000151713,
39,32,0.8,0.000140434,
40,32,0.8,0.000143766,
41,33,0.8,0.000267269,
42,34,0.8,0.000288371,
43,35,0.8,0.000299525,
44,36,0.8,0.000171759,
45,36,0.8,0.000174466,
46,37,0.8,0.000185062,
47,38,0.8,0.000255617,
48,39,0.8,0.000353219,
49,40,0.8,0.000195604,
50,40,0.8,0.00039612,
51,41,0.8,0.000422978,
52,42,0.8,0.000212422,
53,43,0.8,0.000230985,
54,44,0.8,0.000237134,
55,44,0.8,0.000232403,
56,45,0.8,0.00024639,
57,46,0.8,0.000251472,
58,47,0.8,0.000281895,
59,48,0.8,0.00053716,
60,48,0.8,0.000541454,
61,49,0.8,0.000302207,
62,50,0.8,0.00030326,
63,51,0.8,0.000310259,
64,52,0.8,0.000330615,
65,52,0.8,0.000648112,
