Dimension,NNZ_per_row,Sparsity,Time
3,1,0.1,3.3085e-05,
4,1,0.1,3.0713e-05,
5,1,0.1,3.0608e-05,
6,1,0.1,3.1586e-05,
7,1,0.1,3.2069e-05,
8,1,0.1,3.2507e-05,
9,1,0.1,3.3631e-05,
10,1,0.1,3.107e-05,
11,2,0.1,3.3196e-05,
12,2,0.1,3.5883e-05,
13,2,0.1,3.1586e-05,
14,2,0.1,3.1954e-05,
15,2,0.1,3.3298e-05,
16,2,0.1,3.5474e-05,
17,2,0.1,3.2248e-05,
18,2,0.1,3.2239e-05,
19,2,0.1,3.3592e-05,
20,2,0.1,3.3567e-05,
21,3,0.1,3.5845e-05,
22,3,0.1,3.642e-05,
23,3,0.1,3.6902e-05,
24,3,0.1,3.6231e-05,
25,3,0.1,3.9413e-05,
26,3,0.1,3.5133e-05,
27,3,0.1,3.7481e-05,
28,3,0.1,3.8454e-05,
29,3,0.1,3.742e-05,
30,3,0.1,3.8929e-05,
31,4,0.1,4.2994e-05,
32,4,0.1,4.289e-05,
33,4,0.1,4.4237e-05,
34,4,0.1,4.5784e-05,
35,4,0.1,4.4971e-05,
36,4,0.1,4.4994e-05,
37,4,0.1,5.0002e-05,
38,4,0.1,4.9628e-05,
39,4,0.1,4.7191e-05,
40,4,0.1,4.7938e-05,
41,5,0.1,5.7147e-05,
42,5,0.1,5.6141e-05,
43,5,0.1,5.6697e-05,
44,5,0.1,5.6962e-05,
45,5,0.1,5.8825e-05,
46,5,0.1,5.7151e-05,
47,5,0.1,6.2332e-05,
48,5,0.1,6.0605e-05,
49,5,0.1,6.0672e-05,
50,5,0.1,6.1353e-05,
51,6,0.1,7.8683e-05,
52,6,0.1,8.1548e-05,
53,6,0.1,8.1272e-05,
54,6,0.1,7.552e-05,
55,6,0.1,8.1593e-05,
56,6,0.1,7.9767e-05,
57,6,0.1,8.2594e-05,
58,6,0.1,8.4519e-05,
59,6,0.1,8.7663e-05,
60,6,0.1,8.2941e-05,
61,7,0.1,0.000103501,
62,7,0.1,0.000113453,
63,7,0.1,0.000110011,
64,7,0.1,0.000107742,
65,7,0.1,0.000104131,
66,7,0.1,0.00011441,
67,7,0.1,0.000117542,
68,7,0.1,0.000120993,
69,7,0.1,0.000121119,
70,7,0.1,0.000120815,
71,8,0.1,0.000152788,
72,8,0.1,0.000148679,
73,8,0.1,0.000157455,
74,8,0.1,0.000161459,
75,8,0.1,0.000158523,
76,8,0.1,0.000155451,
77,8,0.1,0.000155303,
78,8,0.1,0.000165472,
79,8,0.1,0.000171817,
80,8,0.1,0.000168136,
81,9,0.1,0.000213121,
82,9,0.1,0.000199083,
83,9,0.1,0.000213263,
84,9,0.1,0.000216334,
85,9,0.1,0.000218244,
86,9,0.1,0.000216911,
87,9,0.1,0.000226626,
88,9,0.1,0.000233247,
89,9,0.1,0.000228322,
90,9,0.1,0.000227399,
91,10,0.1,0.00028263,
92,10,0.1,0.000281363,
93,10,0.1,0.000283797,
94,10,0.1,0.000292983,
95,10,0.1,0.000295431,
96,10,0.1,0.000289228,
