Dimension,NNZ_per_row,Sparsity,Time
3,1,0.15,3.1494e-05,
4,1,0.15,3.2084e-05,
5,1,0.15,3.3374e-05,
6,1,0.15,3.4923e-05,
7,2,0.15,3.0489e-05,
8,2,0.15,3.2884e-05,
9,2,0.15,3.2284e-05,
10,2,0.15,3.1537e-05,
11,2,0.15,3.2433e-05,
12,2,0.15,3.356e-05,
13,2,0.15,3.1689e-05,
14,3,0.15,3.4157e-05,
15,3,0.15,3.5402e-05,
16,3,0.15,3.2881e-05,
17,3,0.15,3.3374e-05,
18,3,0.15,3.5025e-05,
19,3,0.15,3.5318e-05,
20,3,0.15,3.4884e-05,
21,4,0.15,3.8875e-05,
22,4,0.15,3.877e-05,
23,4,0.15,3.8097e-05,
24,4,0.15,4.019e-05,
25,4,0.15,4.1275e-05,
26,4,0.15,4.3507e-05,
27,5,0.15,4.6753e-05,
28,5,0.15,5.0745e-05,
29,5,0.15,4.8041e-05,
30,5,0.15,4.9858e-05,
31,5,0.15,4.995e-05,
32,5,0.15,5.2096e-05,
33,5,0.15,5.4003e-05,
34,6,0.15,6.1362e-05,
35,6,0.15,6.2534e-05,
36,6,0.15,6.2967e-05,
37,6,0.15,6.2979e-05,
38,6,0.15,6.3195e-05,
39,6,0.15,7.114e-05,
40,6,0.15,6.8375e-05,
41,7,0.15,7.9245e-05,
42,7,0.15,8.4125e-05,
43,7,0.15,8.3964e-05,
44,7,0.15,8.3023e-05,
45,7,0.15,8.2855e-05,
46,7,0.15,9.0173e-05,
47,8,0.15,0.000103374,
48,8,0.15,0.000100703,
49,8,0.15,0.000103192,
50,8,0.15,0.000107975,
51,8,0.15,0.000115862,
52,8,0.15,0.00011191,
53,8,0.15,0.000114224,
54,9,0.15,0.000139826,
55,9,0.15,0.00012956,
56,9,0.15,0.000132579,
57,9,0.15,0.000140006,
58,9,0.15,0.000151267,
59,9,0.15,0.000148086,
60,9,0.15,0.000147269,
61,10,0.15,0.000172803,
62,10,0.15,0.00017682,
63,10,0.15,0.000183849,
64,10,0.15,0.000183851,
65,10,0.15,0.000198988,
66,10,0.15,0.000187645,
67,11,0.15,0.000214446,
68,11,0.15,0.000216951,
