Dimension,NNZ_per_row,Sparsity,Time
3,2,0.5,0.000144178,
4,2,0.5,8.8301e-05,
5,3,0.5,8.2906e-05,
6,3,0.5,8.0786e-05,
7,4,0.5,8.0917e-05,
8,4,0.5,0.000133507,
9,5,0.5,0.000116951,
10,5,0.5,8.398e-05,
11,6,0.5,0.000112889,
12,6,0.5,0.000118054,
13,7,0.5,9.0647e-05,
14,7,0.5,0.000135063,
15,8,0.5,9.1948e-05,
16,8,0.5,7.3444e-05,
17,9,0.5,9.6078e-05,
18,9,0.5,0.000167767,
19,10,0.5,8.5906e-05,
20,10,0.5,0.000163805,
21,11,0.5,0.000134933,
22,11,0.5,0.00010213,
23,12,0.5,9.3863e-05,
24,12,0.5,0.000166228,
25,13,0.5,0.000136178,
26,13,0.5,0.000165094,
27,14,0.5,0.000182756,
28,14,0.5,0.000107463,
29,15,0.5,0.000190046,
30,15,0.5,0.000132444,
31,16,0.5,0.000105587,
32,16,0.5,0.000115289,
33,17,0.5,0.0001137,
34,17,0.5,0.000125194,
35,18,0.5,0.000254493,
36,18,0.5,0.000229374,
37,19,0.5,0.00013099,
38,19,0.5,0.000140177,
39,20,0.5,0.000135546,
40,20,0.5,0.000148434,
41,21,0.5,0.000163374,
42,21,0.5,0.000164027,
43,22,0.5,0.000166443,
44,22,0.5,0.000283233,
45,23,0.5,0.00028684,
46,23,0.5,0.000294564,
47,24,0.5,0.000168028,
48,24,0.5,0.000265615,
49,25,0.5,0.000320352,
50,25,0.5,0.000189717,
51,26,0.5,0.000373575,
52,26,0.5,0.000195626,
53,27,0.5,0.000198593,
54,27,0.5,0.000200223,
55,28,0.5,0.000306486,
56,28,0.5,0.00033261,
57,29,0.5,0.000227863,
58,29,0.5,0.00022355,
59,30,0.5,0.00037903,
60,30,0.5,0.000250552,
61,31,0.5,0.000495691,
62,31,0.5,0.000502626,
63,32,0.5,0.000534004,
64,32,0.5,0.000269124,
65,33,0.5,0.000284277,
66,33,0.5,0.00060224,
67,34,0.5,0.000609902,
68,34,0.5,0.000316342,
69,35,0.5,0.000643224,
70,35,0.5,0.000635697,
