Dimension,NNZ_per_row,Sparsity,Time
3,3,0.75,0.000143656,
4,3,0.75,7.8074e-05,
5,4,0.75,7.669e-05,
6,5,0.75,0.000117073,
7,6,0.75,9.4759e-05,
8,6,0.75,0.000122038,
9,7,0.75,9.8899e-05,
10,8,0.75,8.1123e-05,
11,9,0.75,7.6254e-05,
12,9,0.75,0.000113277,
13,10,0.75,9.1332e-05,
14,11,0.75,7.4022e-05,
15,12,0.75,9.9919e-05,
16,12,0.75,8.5133e-05,
17,13,0.75,8.6415e-05,
18,14,0.75,8.9599e-05,
19,15,0.75,8.8533e-05,
20,15,0.75,0.000114214,
21,16,0.75,8.8762e-05,
22,17,0.75,9.3366e-05,
23,18,0.75,0.000165678,
24,18,0.75,0.00010171,
25,19,0.75,0.000129141,
26,20,0.75,0.000108644,
27,21,0.75,0.000179373,
28,21,0.75,0.00018003,
29,22,0.75,0.000111059,
30,23,0.75,0.000197699,
31,24,0.75,0.000134908,
32,24,0.75,0.000138717,
33,25,0.75,0.000159856,
34,26,0.75,0.000225819,
35,27,0.75,0.000180306,
36,27,0.75,0.000137505,
37,28,0.75,0.000127737,
38,29,0.75,0.000143039,
39,30,0.75,0.000224508,
40,30,0.75,0.000243171,
41,31,0.75,0.000291992,
42,32,0.75,0.000278006,
43,33,0.75,0.000166838,
44,33,0.75,0.000160441,
45,34,0.75,0.000163241,
46,35,0.75,0.000274131,
47,36,0.75,0.000272643,
48,36,0.75,0.000362537,
49,37,0.75,0.000374047,
50,38,0.75,0.000197609,
51,39,0.75,0.000204578,
52,39,0.75,0.00036853,
53,40,0.75,0.000236756,
54,41,0.75,0.000241664,
55,42,0.75,0.000234684,
56,42,0.75,0.000266345,
57,43,0.75,0.000251873,
58,44,0.75,0.000492466,
59,45,0.75,0.000378686,
60,45,0.75,0.000264422,
61,46,0.75,0.000282097,
62,47,0.75,0.000297037,
63,48,0.75,0.000339886,
64,48,0.75,0.000314506,
65,49,0.75,0.000334109,
66,50,0.75,0.000339985,
67,51,0.75,0.000370493,
68,51,0.75,0.000671631,
69,52,0.75,0.000702855,
70,53,0.75,0.000377263,
71,54,0.75,0.000393742,
72,54,0.75,0.000391976,
73,55,0.75,0.000808134,
74,56,0.75,0.000828841,
75,57,0.75,0.000455063,
76,57,0.75,0.000626672,
77,58,0.75,0.000570502,
78,59,0.75,0.000574658,
79,60,0.75,0.000937539,
80,60,0.75,0.00094407,
81,61,0.75,0.000498056,
82,62,0.75,0.00110893,
83,63,0.75,0.000616369,
84,63,0.75,0.00055648,
85,64,0.75,0.000559792,
86,65,0.75,0.00113737,
87,66,0.75,0.00106815,
88,66,0.75,0.000591043,
89,67,0.75,0.00123808,
90,68,0.75,0.00065017,
91,69,0.75,0.000876821,
92,69,0.75,0.00134702,
93,70,0.75,0.00125232,
94,71,0.75,0.00071442,
95,72,0.75,0.000722329,
96,72,0.75,0.00148384,
97,73,0.75,0.00151949,
98,74,0.75,0.00126849,
99,75,0.75,0.00135937,
100,75,0.75,0.00163836,
101,76,0.75,0.00168925,
102,77,0.75,0.000863759,
103,78,0.75,0.00178427,
104,78,0.75,0.00181982,
105,79,0.75,0.00122566,
106,80,0.75,0.00188991,
107,81,0.75,0.0019584,
108,81,0.75,0.00199207,
109,82,0.75,0.00100008,
110,83,0.75,0.00210408,
111,84,0.75,0.0010645,
112,84,0.75,0.00153525,
113,85,0.75,0.00222116,
114,86,0.75,0.00119779,
115,87,0.75,0.00227588,
116,87,0.75,0.00122367,
117,88,0.75,0.00125323,
118,89,0.75,0.00235498,
119,90,0.75,0.00136574,
120,90,0.75,0.00271093,
121,91,0.75,0.00136326,
122,92,0.75,0.00279738,
123,93,0.75,0.00243082,
124,93,0.75,0.00295149,
125,94,0.75,0.00148055,
126,95,0.75,0.00153686,
127,96,0.75,0.0017716,
128,96,0.75,0.00323079,
129,97,0.75,0.00161615,
130,98,0.75,0.00164962,
131,99,0.75,0.00172191,
132,99,0.75,0.00355846,
133,100,0.75,0.00176084,
134,101,0.75,0.00179142,
135,102,0.75,0.00299674,
136,102,0.75,0.00382845,
137,103,0.75,0.00372197,
138,104,0.75,0.00367247,
139,105,0.75,0.0027368,
140,105,0.75,0.00201035,
141,106,0.75,0.00274902,
142,107,0.75,0.00404882,
143,108,0.75,0.00408108,
144,108,0.75,0.00220914,
145,109,0.75,0.00406444,
146,110,0.75,0.00229441,
147,111,0.75,0.00231827,
148,111,0.75,0.0022748,
149,112,0.75,0.00449562,
150,113,0.75,0.00259622,
151,114,0.75,0.00246218,
152,114,0.75,0.00244516,
153,115,0.75,0.00256552,
154,116,0.75,0.00257714,
155,117,0.75,0.0046422,
156,117,0.75,0.00466578,
157,118,0.75,0.002719,
158,119,0.75,0.00478926,
159,120,0.75,0.0049805,
160,120,0.75,0.002892,
161,121,0.75,0.00542449,
162,122,0.75,0.00294233,
163,123,0.75,0.00501197,
164,123,0.75,0.00313524,
165,124,0.75,0.00314536,
166,125,0.75,0.00323956,
167,126,0.75,0.00546984,
168,126,0.75,0.00323203,
169,127,0.75,0.0060319,
170,128,0.75,0.00337543,
171,129,0.75,0.00345952,
172,129,0.75,0.00425906,
173,130,0.75,0.00356313,
174,131,0.75,0.00357234,
175,132,0.75,0.0058113,
176,132,0.75,0.00366931,
177,133,0.75,0.00382396,
178,134,0.75,0.00585783,
179,135,0.75,0.00389764,
180,135,0.75,0.00398588,
181,136,0.75,0.00396517,
182,137,0.75,0.00621654,
183,138,0.75,0.00419521,
184,138,0.75,0.00416038,
185,139,0.75,0.00620194,
186,140,0.75,0.00431407,
187,141,0.75,0.00437033,
188,141,0.75,0.00442266,
189,142,0.75,0.00450467,
190,143,0.75,0.00457688,
191,144,0.75,0.00462036,
192,144,0.75,0.00469826,
193,145,0.75,0.0047469,
194,146,0.75,0.00486921,
195,147,0.75,0.00514506,
196,147,0.75,0.00498453,
197,148,0.75,0.00504968,
198,149,0.75,0.00513937,
199,150,0.75,0.00523618,
200,150,0.75,0.00522838,
201,151,0.75,0.00531948,
202,152,0.75,0.00537155,
203,153,0.75,0.00550963,
204,153,0.75,0.00555296,
205,154,0.75,0.00566444,
206,155,0.75,0.00785102,
207,156,0.75,0.00580962,
208,156,0.75,0.00582758,
209,157,0.75,0.00598607,
210,158,0.75,0.00601742,
211,159,0.75,0.0060873,
212,159,0.75,0.00610954,
213,160,0.75,0.00843387,
214,161,0.75,0.00634814,
215,162,0.75,0.00646585,
216,162,0.75,0.00644036,
217,163,0.75,0.00694716,
218,164,0.75,0.00708676,
219,165,0.75,0.00672893,
220,165,0.75,0.00680621,
221,166,0.75,0.00746351,
222,167,0.75,0.00721643,
223,168,0.75,0.00711955,
224,168,0.75,0.0070987,
225,169,0.75,0.00727018,
226,170,0.75,0.00739173,
227,171,0.75,0.00743894,
228,171,0.75,0.00770793,
