Dimension,NNZ_per_row,Sparsity,Time
3,2,0.6,0.000101664,
4,3,0.6,0.000121966,
5,3,0.6,0.000120212,
6,4,0.6,7.4874e-05,
7,5,0.6,0.000135243,
8,5,0.6,0.000127153,
9,6,0.6,8.3894e-05,
10,6,0.6,0.000132624,
11,7,0.6,0.000132524,
12,8,0.6,0.000111119,
13,8,0.6,0.000138346,
14,9,0.6,8.8791e-05,
15,9,0.6,0.000122138,
16,10,0.6,9.8025e-05,
17,11,0.6,9.5892e-05,
18,11,0.6,0.000137896,
19,12,0.6,8.0845e-05,
20,12,0.6,8.334e-05,
21,13,0.6,9.3317e-05,
22,14,0.6,0.000162938,
23,14,0.6,9.2437e-05,
24,15,0.6,9.185e-05,
25,16,0.6,0.000152761,
26,16,0.6,0.000151187,
27,17,0.6,9.5942e-05,
28,17,0.6,0.000100363,
29,18,0.6,0.000167208,
30,18,0.6,0.000113041,
31,19,0.6,0.000203122,
32,20,0.6,0.000205102,
33,20,0.6,0.000131366,
34,21,0.6,0.000234011,
35,21,0.6,0.000220046,
36,22,0.6,0.000132047,
37,23,0.6,0.000257506,
38,23,0.6,0.000135411,
39,24,0.6,0.000211942,
40,24,0.6,0.000158668,
41,25,0.6,0.000151674,
42,26,0.6,0.000301186,
43,26,0.6,0.000152972,
44,27,0.6,0.000163657,
45,28,0.6,0.000168893,
46,28,0.6,0.000173669,
47,29,0.6,0.00017946,
48,29,0.6,0.00017936,
49,30,0.6,0.000181076,
50,31,0.6,0.000273821,
51,31,0.6,0.000382789,
52,32,0.6,0.000200464,
53,32,0.6,0.000208658,
54,33,0.6,0.000212939,
55,33,0.6,0.000429219,
56,34,0.6,0.0002153,
57,35,0.6,0.000228481,
58,35,0.6,0.000250129,
59,36,0.6,0.000246917,
60,36,0.6,0.000271513,
61,37,0.6,0.00027113,
62,38,0.6,0.000259811,
63,38,0.6,0.000283886,
64,39,0.6,0.000594894,
65,39,0.6,0.000586989,
66,40,0.6,0.000623207,
67,41,0.6,0.000612101,
68,41,0.6,0.000328849,
69,42,0.6,0.00030932,
70,42,0.6,0.000664834,
71,43,0.6,0.000347855,
72,44,0.6,0.000348004,
73,44,0.6,0.000358152,
74,45,0.6,0.000579992,
75,45,0.6,0.000771205,
76,46,0.6,0.000389137,
77,47,0.6,0.000827327,
78,47,0.6,0.000829001,
79,48,0.6,0.00042224,
80,48,0.6,0.00042831,
81,49,0.6,0.000935775,
82,50,0.6,0.000440204,
83,50,0.6,0.000465076,
84,51,0.6,0.000458183,
85,52,0.6,0.000488647,
86,52,0.6,0.00104771,
87,53,0.6,0.00105962,
88,53,0.6,0.000531116,
89,54,0.6,0.000516954,
90,55,0.6,0.000532121,
91,55,0.6,0.00115521,
92,56,0.6,0.000586236,
93,56,0.6,0.00123185,
94,57,0.6,0.000588937,
95,58,0.6,0.000622087,
96,58,0.6,0.00128252,
97,59,0.6,0.000641595,
98,59,0.6,0.00136309,
99,60,0.6,0.00066979,
100,61,0.6,0.000674834,
101,61,0.6,0.000703084,
102,62,0.6,0.000707073,
103,62,0.6,0.000736899,
104,63,0.6,0.000756025,
105,64,0.6,0.000762663,
106,64,0.6,0.00078078,
107,65,0.6,0.000796289,
108,65,0.6,0.000839111,
109,66,0.6,0.00174195,
110,66,0.6,0.000844217,
111,67,0.6,0.000864072,
112,68,0.6,0.000933215,
113,68,0.6,0.00190475,
114,69,0.6,0.00133983,
115,69,0.6,0.000920372,
116,70,0.6,0.00204615,
117,71,0.6,0.00101903,
118,71,0.6,0.00208303,
119,72,0.6,0.00101142,
120,72,0.6,0.00102269,
121,73,0.6,0.00105293,
122,74,0.6,0.00104058,
123,74,0.6,0.00106801,
124,75,0.6,0.00234571,
125,75,0.6,0.00112459,
126,76,0.6,0.00114573,
127,77,0.6,0.00117194,
128,77,0.6,0.00119313,
129,78,0.6,0.00122371,
130,78,0.6,0.00123253,
131,79,0.6,0.00126851,
132,80,0.6,0.00274452,
133,80,0.6,0.00131681,
134,81,0.6,0.00286611,
135,81,0.6,0.00134859,
136,82,0.6,0.00138414,
137,83,0.6,0.00141398,
138,83,0.6,0.00295853,
139,84,0.6,0.00313181,
140,84,0.6,0.00298251,
141,85,0.6,0.00323821,
142,86,0.6,0.00161415,
143,86,0.6,0.00215824,
144,87,0.6,0.00166368,
145,87,0.6,0.00167579,
146,88,0.6,0.00175191,
147,89,0.6,0.0017785,
148,89,0.6,0.00175535,
149,90,0.6,0.00357115,
150,90,0.6,0.00371831,
151,91,0.6,0.00363952,
152,92,0.6,0.00193562,
153,92,0.6,0.00194648,
154,93,0.6,0.0038037,
155,93,0.6,0.00197658,
156,94,0.6,0.00390472,
157,95,0.6,0.00224814,
158,95,0.6,0.00406921,
159,96,0.6,0.0021464,
160,96,0.6,0.00215762,
161,97,0.6,0.00222523,
162,98,0.6,0.00232862,
163,98,0.6,0.00230352,
164,99,0.6,0.0023276,
165,100,0.6,0.00238797,
166,100,0.6,0.00237173,
167,101,0.6,0.00242523,
168,101,0.6,0.00249381,
169,102,0.6,0.00255433,
170,103,0.6,0.00257318,
171,103,0.6,0.00463645,
172,104,0.6,0.00266381,
173,104,0.6,0.00263885,
174,105,0.6,0.00470091,
175,106,0.6,0.00281654,
176,106,0.6,0.00275057,
177,107,0.6,0.00280579,
178,107,0.6,0.0036018,
179,108,0.6,0.0028915,
180,109,0.6,0.00314138,
181,109,0.6,0.00295311,
182,110,0.6,0.00526356,
183,110,0.6,0.00309515,
184,111,0.6,0.0031727,
185,112,0.6,0.00317439,
186,112,0.6,0.00325916,
187,113,0.6,0.00327455,
188,113,0.6,0.00325848,
189,114,0.6,0.00338046,
190,115,0.6,0.00355239,
191,115,0.6,0.00435062,
192,116,0.6,0.00351261,
193,116,0.6,0.00353197,
194,117,0.6,0.00357612,
195,118,0.6,0.0036517,
196,118,0.6,0.00600137,
197,119,0.6,0.00372715,
198,119,0.6,0.00382068,
199,120,0.6,0.00383176,
200,121,0.6,0.00400031,
201,121,0.6,0.00393792,
202,122,0.6,0.00401651,
203,122,0.6,0.0041084,
204,123,0.6,0.0040841,
205,124,0.6,0.00600742,
206,124,0.6,0.00617687,
207,125,0.6,0.00628652,
208,125,0.6,0.00612758,
209,126,0.6,0.00449754,
210,127,0.6,0.00439164,
211,127,0.6,0.00638088,
212,128,0.6,0.00454491,
213,128,0.6,0.00455598,
214,129,0.6,0.00463017,
215,129,0.6,0.00657219,
216,130,0.6,0.00679689,
217,131,0.6,0.00488844,
218,131,0.6,0.00698697,
219,132,0.6,0.00506149,
220,132,0.6,0.00491238,
221,133,0.6,0.00500211,
222,134,0.6,0.00525667,
223,134,0.6,0.00516332,
224,135,0.6,0.0053049,
225,135,0.6,0.00532177,
226,136,0.6,0.00549847,
227,137,0.6,0.00551066,
228,137,0.6,0.0061126,
229,138,0.6,0.0055692,
230,138,0.6,0.00558274,
231,139,0.6,0.00744291,
232,140,0.6,0.00580598,
233,140,0.6,0.005761,
234,141,0.6,0.00672337,
235,141,0.6,0.00675299,
236,142,0.6,0.00599846,
237,143,0.6,0.00613129,
238,143,0.6,0.00651246,
239,144,0.6,0.00634551,
240,144,0.6,0.00637432,
241,145,0.6,0.00647693,
242,146,0.6,0.00653224,
243,146,0.6,0.00647422,
