Dimension,NNZ_per_row,Sparsity,Unzipper_Time,TACO_Time
3,1,0.15,5.7e-07,4.9287e-05,
4,1,0.15,5.06e-07,4.8724e-05,
5,1,0.15,4.89e-07,4.7568e-05,
6,1,0.15,5.49e-07,4.9276e-05,
7,2,0.15,9.37e-07,5.0859e-05,
8,2,0.15,9.22e-07,4.9857e-05,
9,2,0.15,1.282e-06,4.8005e-05,
10,2,0.15,1.127e-06,4.8683e-05,
11,2,0.15,1.167e-06,4.8402e-05,
12,2,0.15,9.88e-07,4.889e-05,
13,2,0.15,1.029e-06,4.9582e-05,
14,3,0.15,1.863e-06,5.083e-05,
15,3,0.15,1.978e-06,4.911e-05,
16,3,0.15,2.413e-06,5.299e-05,
17,3,0.15,2.132e-06,5.1376e-05,
18,3,0.15,2.698e-06,5.1952e-05,
19,3,0.15,1.705e-06,5.011e-05,
20,3,0.15,2.031e-06,5.0788e-05,
21,4,0.15,4.17e-06,5.2888e-05,
22,4,0.15,4.043e-06,5.6454e-05,
23,4,0.15,4.727e-06,5.3035e-05,
24,4,0.15,3.858e-06,5.3397e-05,
25,4,0.15,4.368e-06,5.179e-05,
26,4,0.15,4.501e-06,5.3457e-05,
27,5,0.15,7.11e-06,5.454e-05,
28,5,0.15,7.883e-06,5.3439e-05,
29,5,0.15,8.234e-06,5.4926e-05,
30,5,0.15,8.674e-06,5.7029e-05,
31,5,0.15,7.325e-06,5.923e-05,
32,5,0.15,7.351e-06,5.6549e-05,
33,5,0.15,7.266e-06,5.9056e-05,
34,6,0.15,1.1509e-05,5.9469e-05,
35,6,0.15,1.1523e-05,5.9426e-05,
36,6,0.15,1.3583e-05,6.1718e-05,
37,6,0.15,1.2282e-05,6.14e-05,
38,6,0.15,1.1279e-05,5.8309e-05,
39,6,0.15,1.1925e-05,6.0585e-05,
40,6,0.15,1.1515e-05,6.0475e-05,
41,7,0.15,1.7316e-05,6.2762e-05,
42,7,0.15,2.0458e-05,6.9751e-05,
43,7,0.15,2.0345e-05,6.7622e-05,
44,7,0.15,1.8973e-05,6.6685e-05,
45,7,0.15,2.0245e-05,6.7897e-05,
46,7,0.15,2.0822e-05,6.6734e-05,
47,8,0.15,2.4913e-05,6.8173e-05,
48,8,0.15,2.7969e-05,7.2237e-05,
49,8,0.15,2.7669e-05,6.7911e-05,
50,8,0.15,2.8487e-05,6.9352e-05,
51,8,0.15,3.1406e-05,7.1552e-05,
52,8,0.15,2.8209e-05,7.0966e-05,
53,8,0.15,3.3168e-05,7.6657e-05,
54,9,0.15,3.8989e-05,7.8053e-05,
55,9,0.15,3.6259e-05,7.7473e-05,
56,9,0.15,4.089e-05,7.639e-05,
57,9,0.15,3.9769e-05,7.9336e-05,
58,9,0.15,3.84e-05,7.726e-05,
59,9,0.15,4.3204e-05,8.307e-05,
60,9,0.15,4.2077e-05,7.4358e-05,
61,10,0.15,5.1965e-05,8.4644e-05,
62,10,0.15,5.1192e-05,7.979e-05,
63,10,0.15,5.5521e-05,8.343e-05,
64,10,0.15,5.9474e-05,8.8827e-05,
65,10,0.15,5.863e-05,9.0215e-05,
66,10,0.15,5.0605e-05,8.2834e-05,
67,11,0.15,6.9974e-05,0.000101746,
68,11,0.15,7.0341e-05,9.8269e-05,
69,11,0.15,7.5158e-05,0.000107446,
70,11,0.15,7.4335e-05,9.9782e-05,
71,11,0.15,7.8125e-05,0.000102805,
72,11,0.15,7.6473e-05,0.000101116,
73,11,0.15,8.0363e-05,0.000104581,
74,12,0.15,9.0861e-05,0.000112273,
75,12,0.15,9.223e-05,0.000108381,
76,12,0.15,0.00010535,0.000118388,
77,12,0.15,0.000115208,0.000119858,
78,12,0.15,9.8782e-05,0.00011314,
79,12,0.15,9.6149e-05,0.00011631,
80,12,0.15,0.000102841,0.000110499,
81,13,0.15,0.000123378,0.000127692,
82,13,0.15,0.000115867,0.000130566,
83,13,0.15,0.000127684,0.000134028,
84,13,0.15,0.000137494,0.000128622,
85,13,0.15,0.000123246,0.000123113,
86,13,0.15,0.000125883,0.000130493,
87,14,0.15,0.000166481,0.000158866,
88,14,0.15,0.000163768,0.000158655,
89,14,0.15,0.000159028,0.000153375,
90,14,0.15,0.000144948,0.000139749,
91,14,0.15,0.000162671,0.000155647,
92,14,0.15,0.000155043,0.000160578,
93,14,0.15,0.0001545,0.000153159,
94,15,0.15,0.000194551,0.000188832,
95,15,0.15,0.00018329,0.000171028,
96,15,0.15,0.000186356,0.000176334,
97,15,0.15,0.000194427,0.0001891,
98,15,0.15,0.000187059,0.00019255,
99,15,0.15,0.000204826,0.00017454,
100,16,0.15,0.000220001,0.000205864,
101,16,0.15,0.000230113,0.000189929,
102,16,0.15,0.000222902,0.000203469,
103,16,0.15,0.000261765,0.000221696,
104,16,0.15,0.000227688,0.000207707,
105,16,0.15,0.000236697,0.000196782,
106,16,0.15,0.000229201,0.000220141,
107,17,0.15,0.000277842,0.000231096,
108,17,0.15,0.000273842,0.000220841,
109,17,0.15,0.000282646,0.000244033,
110,17,0.15,0.000287859,0.000238659,
111,17,0.15,0.000294546,0.000253141,
112,17,0.15,0.000298074,0.000229646,
113,17,0.15,0.000295645,0.000247802,
114,18,0.15,0.000340075,0.000283539,
115,18,0.15,0.000357394,0.000276593,
116,18,0.15,0.000363581,0.000278144,
117,18,0.15,0.000361338,0.000280282,
118,18,0.15,0.000344216,0.000278352,
119,18,0.15,0.000376531,0.000296974,
120,18,0.15,0.000378433,0.00027693,
121,19,0.15,0.000423631,0.000334677,
122,19,0.15,0.00039248,0.000307758,
123,19,0.15,0.000412969,0.00031672,
124,19,0.15,0.000396466,0.000305231,
125,19,0.15,0.000450496,0.000337752,
126,19,0.15,0.000444075,0.000345673,
127,20,0.15,0.000485622,0.000359129,
128,20,0.15,0.000489763,0.000365018,
129,20,0.15,0.000485259,0.000363922,
130,20,0.15,0.000503434,0.000378786,
131,20,0.15,0.000503103,0.000366487,
132,20,0.15,0.000503656,0.000361124,
133,20,0.15,0.000533615,0.000361413,
134,21,0.15,0.000562958,0.000409384,
135,21,0.15,0.000603392,0.000448962,
136,21,0.15,0.000595165,0.00041701,
137,21,0.15,0.000592037,0.000428001,
138,21,0.15,0.000612231,0.000418959,
139,21,0.15,0.000614575,0.000446871,
