Dimension,NNZ_per_row,Sparsity,Unzipper_Time,TACO_Time
3,2,0.5,1.005e-06,0.000126767,
4,2,0.5,1.317e-06,0.000143358,
5,3,0.5,2.031e-06,0.00011316,
6,3,0.5,1.748e-06,0.000104897,
7,4,0.5,2.814e-06,0.00011974,
8,4,0.5,3.133e-06,0.000190031,
9,5,0.5,8.865e-06,0.000215152,
10,5,0.5,1.0429e-05,0.000125879,
11,6,0.5,6.564e-06,0.000190618,
12,6,0.5,1.3887e-05,0.000112556,
13,7,0.5,1.0004e-05,0.000121243,
14,7,0.5,1.0754e-05,0.000126893,
15,8,0.5,1.2902e-05,0.000177531,
16,8,0.5,2.3411e-05,0.000119561,
17,9,0.5,1.8683e-05,0.000137071,
18,9,0.5,1.9066e-05,0.000221671,
19,10,0.5,5.1387e-05,0.000132333,
20,10,0.5,2.3868e-05,0.000135322,
21,11,0.5,2.9601e-05,0.000235285,
22,11,0.5,6.5101e-05,0.000239889,
23,12,0.5,9.0675e-05,0.000143507,
24,12,0.5,3.8334e-05,0.000152726,
25,13,0.5,4.4638e-05,0.000267598,
26,13,0.5,0.000106244,0.000250298,
27,14,0.5,0.000120521,0.000285539,
28,14,0.5,0.000125871,0.000160891,
29,15,0.5,6.9439e-05,0.000236078,
30,15,0.5,0.00012408,0.000170049,
31,16,0.5,8.0815e-05,0.000330033,
32,16,0.5,0.000179903,0.000178183,
33,17,0.5,9.2084e-05,0.000172828,
34,17,0.5,0.000100316,0.000189842,
35,18,0.5,0.000111442,0.000192767,
36,18,0.5,0.00011582,0.000196997,
37,19,0.5,0.000127711,0.000359992,
38,19,0.5,0.000304282,0.000209735,
39,20,0.5,0.000140545,0.000204878,
40,20,0.5,0.000148994,0.000222786,
41,21,0.5,0.000155976,0.000222735,
42,21,0.5,0.000167717,0.000231976,
43,22,0.5,0.000179987,0.000443071,
44,22,0.5,0.000402506,0.000238692,
45,23,0.5,0.000189863,0.000432207,
46,23,0.5,0.000456722,0.000251053,
47,24,0.5,0.000213622,0.000249339,
48,24,0.5,0.000235506,0.000255212,
49,25,0.5,0.00025033,0.000258244,
50,25,0.5,0.000254834,0.000271472,
51,26,0.5,0.00029419,0.000286574,
52,26,0.5,0.000295996,0.000296773,
53,27,0.5,0.000315524,0.000282099,
54,27,0.5,0.000321811,0.000315465,
55,28,0.5,0.000352962,0.0006238,
56,28,0.5,0.000780656,0.000310469,
57,29,0.5,0.000383451,0.000326045,
58,29,0.5,0.000411356,0.000347657,
59,30,0.5,0.000436404,0.00067999,
60,30,0.5,0.00096758,0.0007017,
61,31,0.5,0.000823929,0.000348957,
62,31,0.5,0.000583175,0.000377632,
63,32,0.5,0.000515176,0.000754498,
64,32,0.5,0.00116188,0.000380367,
65,33,0.5,0.000579635,0.000403783,
66,33,0.5,0.000593395,0.000387844,
67,34,0.5,0.000644299,0.000804103,
68,34,0.5,0.00120782,0.000857658,
69,35,0.5,0.00124925,0.000852958,
70,35,0.5,0.00107983,0.000903681,
71,36,0.5,0.00112428,0.000439865,
72,36,0.5,0.000860618,0.000916545,
73,37,0.5,0.0010651,0.000410245,
74,37,0.5,0.000746537,0.000986885,
75,38,0.5,0.00111871,0.00105415,
76,38,0.5,0.0012404,0.00102728,
77,39,0.5,0.00122893,0.00100447,
78,39,0.5,0.0016263,0.00110868,
79,40,0.5,0.00141059,0.00109828,
80,40,0.5,0.00146467,0.000819248,
81,41,0.5,0.000974627,0.000550859,
82,41,0.5,0.00101199,0.00123582,
83,42,0.5,0.00136399,0.00120599,
84,42,0.5,0.00125967,0.00119689,
85,43,0.5,0.00130456,0.00126297,
86,43,0.5,0.00166011,0.000570505,
87,44,0.5,0.00121124,0.0013527,
88,44,0.5,0.00144815,0.00135341,
89,45,0.5,0.0016689,0.00135236,
90,45,0.5,0.00160519,0.000611184,
91,46,0.5,0.00144317,0.00143305,
92,46,0.5,0.00171482,0.00145141,
93,47,0.5,0.00162008,0.00150281,
94,47,0.5,0.00169723,0.00151639,
95,48,0.5,0.00176306,0.00146206,
96,48,0.5,0.00175005,0.00158698,
97,49,0.5,0.00202243,0.00150707,
98,49,0.5,0.00185106,0.00161772,
99,50,0.5,0.00206184,0.00163348,
100,50,0.5,0.00204757,0.00169283,
101,51,0.5,0.00214309,0.00180287,
102,51,0.5,0.00214292,0.00183412,
103,52,0.5,0.00225159,0.00185229,
104,52,0.5,0.002285,0.00195379,
105,53,0.5,0.00238398,0.00188412,
106,53,0.5,0.00248179,0.00199792,
107,54,0.5,0.00256809,0.00207358,
108,54,0.5,0.0027394,0.002146,
109,55,0.5,0.00271626,0.00204587,
110,55,0.5,0.00277365,0.00216213,
111,56,0.5,0.00310329,0.00226941,
112,56,0.5,0.00298279,0.00215665,
113,57,0.5,0.00310264,0.00217824,
114,57,0.5,0.00317685,0.00239638,
115,58,0.5,0.00324622,0.00231993,
116,58,0.5,0.00340677,0.00239354,
117,59,0.5,0.00356879,0.00238457,
118,59,0.5,0.00360013,0.00243187,
119,60,0.5,0.00380496,0.00249526,
120,60,0.5,0.00376746,0.0025536,
121,61,0.5,0.00398052,0.0025593,
122,61,0.5,0.00405244,0.00256773,
123,62,0.5,0.00435822,0.00273702,
124,62,0.5,0.00432645,0.00278618,
125,63,0.5,0.00441669,0.00285074,
126,63,0.5,0.00460848,0.00275157,
127,64,0.5,0.00486541,0.00280083,
128,64,0.5,0.00486892,0.00295718,
129,65,0.5,0.00509274,0.00287608,
130,65,0.5,0.00501257,0.00293564,
131,66,0.5,0.00541404,0.00288325,
132,66,0.5,0.00547837,0.00301629,
133,67,0.5,0.00568676,0.00323942,
134,67,0.5,0.00573343,0.00316363,
135,68,0.5,0.00608952,0.0030901,
136,68,0.5,0.00607877,0.00318358,
137,69,0.5,0.00632374,0.00322879,
138,69,0.5,0.00640223,0.00336095,
139,70,0.5,0.00664306,0.00331478,
140,70,0.5,0.00657043,0.00319277,
141,71,0.5,0.00694761,0.00324384,
142,71,0.5,0.00707382,0.00358678,
143,72,0.5,0.00715383,0.00354413,
144,72,0.5,0.00740367,0.0033281,
145,73,0.5,0.00769008,0.003527,
146,73,0.5,0.00771163,0.00344477,
147,74,0.5,0.00808839,0.00353528,
148,74,0.5,0.00796959,0.00383117,
149,75,0.5,0.00829919,0.00356074,
150,75,0.5,0.00845191,0.00374043,
151,76,0.5,0.00870905,0.00280414,
152,76,0.5,0.00870262,0.00408959,
153,77,0.5,0.00909382,0.00346075,
154,77,0.5,0.00910277,0.00378911,
155,78,0.5,0.00937474,0.00400969,
156,78,0.5,0.00959344,0.00394758,
157,79,0.5,0.00981598,0.00402584,
158,79,0.5,0.0100421,0.00390393,
159,80,0.5,0.0102214,0.00407042,
160,80,0.5,0.0103963,0.00410787,
161,81,0.5,0.0106303,0.00392777,
162,81,0.5,0.0106545,0.00193129,
163,82,0.5,0.0111544,0.00415021,
