Dimension,NNZ_per_row,Sparsity,Unzipper_Time,TACO_Time
3,2,0.6,1.815e-06,0.000116457,
4,3,0.6,1.58e-06,0.000104176,
5,3,0.6,1.578e-06,0.000114192,
6,4,0.6,2.512e-06,0.000104775,
7,5,0.6,7.407e-06,0.000159588,
8,5,0.6,6.341e-06,0.000112976,
9,6,0.6,5.504e-06,0.000101516,
10,6,0.6,6.665e-06,0.000105129,
11,7,0.6,7.554e-06,0.000178754,
12,8,0.6,2.125e-05,0.000104707,
13,8,0.6,1.0876e-05,0.000167902,
14,9,0.6,2.276e-05,0.000177353,
15,9,0.6,2.5921e-05,0.000111896,
16,10,0.6,1.7806e-05,0.000114435,
17,11,0.6,1.9131e-05,0.000193082,
18,11,0.6,5.2358e-05,0.000192311,
19,12,0.6,4.8368e-05,0.000122942,
20,12,0.6,2.7742e-05,0.000134605,
21,13,0.6,3.4359e-05,0.000230803,
22,14,0.6,8.2064e-05,0.000123416,
23,14,0.6,4.6968e-05,0.00013483,
24,15,0.6,4.6385e-05,0.000229425,
25,16,0.6,0.000117144,0.000138528,
26,16,0.6,5.7829e-05,0.000142901,
27,17,0.6,6.2889e-05,0.000144672,
28,17,0.6,6.5901e-05,0.000262717,
29,18,0.6,0.00015658,0.000148613,
30,18,0.6,8.6931e-05,0.000157005,
31,19,0.6,8.4159e-05,0.000166549,
32,20,0.6,9.5554e-05,0.000169243,
33,20,0.6,0.000104521,0.000248408,
34,21,0.6,0.000212933,0.000176731,
35,21,0.6,0.000115797,0.000328982,
36,22,0.6,0.000285764,0.000184148,
37,23,0.6,0.000139915,0.000317075,
38,23,0.6,0.000337335,0.000337054,
39,24,0.6,0.00035206,0.000351599,
40,24,0.6,0.000370601,0.000415218,
41,25,0.6,0.000380121,0.00041352,
42,26,0.6,0.000436764,0.000370559,
43,26,0.6,0.000464398,0.000415148,
44,27,0.6,0.000492879,0.000392242,
45,28,0.6,0.000542508,0.000412115,
46,28,0.6,0.000552029,0.000455378,
47,29,0.6,0.000575418,0.000500755,
48,29,0.6,0.000617314,0.000477345,
49,30,0.6,0.000680808,0.000473077,
50,31,0.6,0.000704441,0.000525794,
51,31,0.6,0.0007547,0.00049785,
52,32,0.6,0.000765127,0.000561171,
53,32,0.6,0.000782689,0.000523765,
54,33,0.6,0.000866929,0.00056092,
55,33,0.6,0.000906556,0.000547553,
56,34,0.6,0.000960059,0.000567393,
57,35,0.6,0.00102562,0.00065588,
58,35,0.6,0.00105244,0.000589102,
59,36,0.6,0.00101596,0.000622148,
60,36,0.6,0.00110469,0.000650417,
61,37,0.6,0.00116883,0.000660467,
62,38,0.6,0.00130329,0.000720948,
63,38,0.6,0.00134285,0.000661762,
64,39,0.6,0.00115023,0.000722412,
65,39,0.6,0.00146159,0.000706426,
66,40,0.6,0.000647752,0.000743268,
67,41,0.6,0.0015432,0.000742976,
68,41,0.6,0.0013799,0.000816851,
69,42,0.6,0.00173987,0.000762906,
70,42,0.6,0.00137055,0.000779838,
71,43,0.6,0.00137462,0.000847607,
