Dimension,NNZ_per_row,Sparsity,Unzipper_Time,TACO_Time
3,2,0.6,1.425e-06,0.000101668,
4,3,0.6,1.351e-06,0.000150416,
5,3,0.6,2.658e-06,0.00014394,
6,4,0.6,4.228e-06,0.000100118,
7,5,0.6,3.289e-06,0.000126127,
8,5,0.6,7.431e-06,9.4966e-05,
9,6,0.6,4.291e-06,0.00012449,
10,6,0.6,1.0156e-05,8.7206e-05,
11,7,0.6,5.235e-06,0.000158378,
12,8,0.6,1.3291e-05,0.000142619,
13,8,0.6,1.4437e-05,0.000134126,
14,9,0.6,1.5681e-05,0.000126398,
15,9,0.6,1.8774e-05,8.505e-05,
16,10,0.6,9.651e-06,0.000158474,
17,11,0.6,2.3853e-05,8.5941e-05,
18,11,0.6,1.2322e-05,0.00016381,
19,12,0.6,1.5145e-05,0.000105122,
20,12,0.6,1.6316e-05,9.4044e-05,
21,13,0.6,1.7206e-05,0.000114544,
22,14,0.6,2.2867e-05,0.000155368,
23,14,0.6,4.7591e-05,0.000185312,
24,15,0.6,5.9428e-05,0.000151493,
25,16,0.6,2.6804e-05,0.000185328,
26,16,0.6,3.2995e-05,0.0001048,
27,17,0.6,3.4117e-05,0.000186869,
28,17,0.6,7.7396e-05,0.000115715,
29,18,0.6,3.8055e-05,0.000207134,
30,18,0.6,8.619e-05,0.000120816,
31,19,0.6,4.6496e-05,0.000114781,
32,20,0.6,4.9949e-05,0.000234985,
33,20,0.6,0.000117736,0.000136309,
34,21,0.6,5.5197e-05,0.000122892,
35,21,0.6,6.2764e-05,0.000120866,
36,22,0.6,7.619e-05,0.000269619,
37,23,0.6,0.00014915,0.000132244,
38,23,0.6,8.0782e-05,0.000251979,
39,24,0.6,0.000161513,0.000134053,
40,24,0.6,8.7187e-05,0.000147931,
41,25,0.6,8.9527e-05,0.0003,
42,26,0.6,0.000180634,0.000302775,
43,26,0.6,0.000213287,0.00029952,
44,27,0.6,0.000247962,0.00015731,
45,28,0.6,0.000110252,0.000175475,
46,28,0.6,0.000118586,0.00032564,
47,29,0.6,0.000270003,0.000166023,
48,29,0.6,0.000125339,0.000345445,
