Dimension,NNZ_per_row,Sparsity,TACO_Time
3,2,0.35,0.000935711,
4,2,0.35,0.000766077,
5,2,0.35,0.000765804,
6,3,0.35,0.000801484,
7,3,0.35,0.000760834,
8,3,0.35,0.000747582,
9,4,0.35,0.000779211,
10,4,0.35,0.000767989,
11,4,0.35,0.000746781,
12,5,0.35,0.000770021,
13,5,0.35,0.000776698,
14,5,0.35,0.00077179,
15,6,0.35,0.000759768,
16,6,0.35,0.000782925,
17,6,0.35,0.00079515,
18,7,0.35,0.000780942,
19,7,0.35,0.000779875,
20,8,0.35,0.000796591,
21,8,0.35,0.000783888,
22,8,0.35,0.000864674,
23,9,0.35,0.000802384,
24,9,0.35,0.000802206,
25,9,0.35,0.000802556,
26,10,0.35,0.000854033,
27,10,0.35,0.000783568,
28,10,0.35,0.000789425,
29,11,0.35,0.000810875,
30,11,0.35,0.000826695,
31,11,0.35,0.000822586,
32,12,0.35,0.000872923,
33,12,0.35,0.000917596,
34,12,0.35,0.000845817,
35,13,0.35,0.000911136,
36,13,0.35,0.000856777,
37,13,0.35,0.000902247,
38,14,0.35,0.000888418,
39,14,0.35,0.000876459,
40,15,0.35,0.00088575,
41,15,0.35,0.000952975,
42,15,0.35,0.000924785,
43,16,0.35,0.000957093,
44,16,0.35,0.000920764,
45,16,0.35,0.000902728,
46,17,0.35,0.000982521,
47,17,0.35,0.000963355,
48,17,0.35,0.00094537,
49,18,0.35,0.000961192,
50,18,0.35,0.000986645,
51,18,0.35,0.0010124,
52,19,0.35,0.000998218,
53,19,0.35,0.00101632,
54,19,0.35,0.00104883,
55,20,0.35,0.00104739,
56,20,0.35,0.00106733,
57,20,0.35,0.00103161,
58,21,0.35,0.00107986,
59,21,0.35,0.0010821,
60,22,0.35,0.00114794,
61,22,0.35,0.00107888,
62,22,0.35,0.00109892,
63,23,0.35,0.00113748,
64,23,0.35,0.00112363,
65,23,0.35,0.00113571,
66,24,0.35,0.00117519,
67,24,0.35,0.00116941,
68,24,0.35,0.00122972,
69,25,0.35,0.00122052,
70,25,0.35,0.00122881,
71,25,0.35,0.00122222,
72,26,0.35,0.0012297,
73,26,0.35,0.00125695,
74,26,0.35,0.00126522,
75,27,0.35,0.0013097,
76,27,0.35,0.00132516,
77,27,0.35,0.00131012,
78,28,0.35,0.0014043,
79,28,0.35,0.00139426,
80,29,0.35,0.00136851,
81,29,0.35,0.00139609,
82,29,0.35,0.00146368,
83,30,0.35,0.00143837,
84,30,0.35,0.00143597,
85,30,0.35,0.00142003,
86,31,0.35,0.0014797,
87,31,0.35,0.0014859,
88,31,0.35,0.0014829,
89,32,0.35,0.00152825,
90,32,0.35,0.00157895,
91,32,0.35,0.00154772,
92,33,0.35,0.00160787,
93,33,0.35,0.00153578,
94,33,0.35,0.00162812,
95,34,0.35,0.0016248,
96,34,0.35,0.00166577,
97,34,0.35,0.00164316,
98,35,0.35,0.00170744,
99,35,0.35,0.00170559,
100,36,0.35,0.00173502,
101,36,0.35,0.00174198,
102,36,0.35,0.00177832,
103,37,0.35,0.00182301,
104,37,0.35,0.00179596,
105,37,0.35,0.00180621,
106,38,0.35,0.00184608,
107,38,0.35,0.00186091,
108,38,0.35,0.00187728,
109,39,0.35,0.00190627,
110,39,0.35,0.00201043,
111,39,0.35,0.00196556,
112,40,0.35,0.00200231,
113,40,0.35,0.00198502,
114,40,0.35,0.00207483,
115,41,0.35,0.0020087,
116,41,0.35,0.00204679,
117,41,0.35,0.00208525,
118,42,0.35,0.00215078,
119,42,0.35,0.00214227,
120,43,0.35,0.00217234,
121,43,0.35,0.00229066,
122,43,0.35,0.00226877,
123,44,0.35,0.00225648,
124,44,0.35,0.00232837,
125,44,0.35,0.00234646,
126,45,0.35,0.00234788,
127,45,0.35,0.00239232,
128,45,0.35,0.00238666,
129,46,0.35,0.00245042,
130,46,0.35,0.00251535,
131,46,0.35,0.00252677,
132,47,0.35,0.002509,
133,47,0.35,0.00255126,
134,47,0.35,0.00258769,
135,48,0.35,0.0026841,
136,48,0.35,0.00267524,
137,48,0.35,0.00268379,
138,49,0.35,0.00285663,
139,49,0.35,0.00270761,
140,50,0.35,0.00276639,
141,50,0.35,0.00282777,
142,50,0.35,0.00271268,
143,51,0.35,0.00272922,
144,51,0.35,0.00285493,
145,51,0.35,0.00292967,
146,52,0.35,0.00288991,
147,52,0.35,0.00290187,
148,52,0.35,0.00302953,
149,53,0.35,0.00296147,
150,53,0.35,0.00302534,
151,53,0.35,0.00301289,
152,54,0.35,0.00314327,
153,54,0.35,0.00314139,
154,54,0.35,0.0031481,
155,55,0.35,0.00320644,
156,55,0.35,0.00326722,
157,55,0.35,0.0032213,
158,56,0.35,0.00338534,
159,56,0.35,0.00327895,
160,57,0.35,0.00341325,
161,57,0.35,0.00336002,
162,57,0.35,0.00337429,
163,58,0.35,0.00349961,
164,58,0.35,0.00348028,
165,58,0.35,0.00344875,
166,59,0.35,0.00367289,
167,59,0.35,0.00357935,
168,59,0.35,0.00357525,
169,60,0.35,0.00359323,
170,60,0.35,0.00365574,
171,60,0.35,0.00371626,
172,61,0.35,0.0039103,
173,61,0.35,0.00373336,
174,61,0.35,0.00379575,
175,62,0.35,0.00389347,
176,62,0.35,0.00386297,
177,62,0.35,0.00386441,
178,63,0.35,0.00408979,
179,63,0.35,0.00410486,
180,64,0.35,0.00396449,
181,64,0.35,0.00410674,
182,64,0.35,0.00413231,
183,65,0.35,0.00421635,
184,65,0.35,0.00429451,
185,65,0.35,0.00429296,
186,66,0.35,0.00421405,
187,66,0.35,0.00441752,
188,66,0.35,0.00424546,
189,67,0.35,0.00440686,
190,67,0.35,0.00443387,
191,67,0.35,0.00450383,
192,68,0.35,0.00448065,
193,68,0.35,0.00452325,
194,68,0.35,0.00460239,
195,69,0.35,0.00459126,
196,69,0.35,0.00471502,
197,69,0.35,0.00474386,
198,70,0.35,0.00472235,
199,70,0.35,0.00481271,
200,71,0.35,0.0048386,
201,71,0.35,0.00483844,
202,71,0.35,0.00502592,
203,72,0.35,0.00490897,
204,72,0.35,0.00500776,
205,72,0.35,0.0051102,
206,73,0.35,0.00506195,
207,73,0.35,0.00515182,
208,73,0.35,0.00514513,
209,74,0.35,0.00524674,
210,74,0.35,0.0052483,
211,74,0.35,0.00532552,
212,75,0.35,0.00528995,
213,75,0.35,0.00536121,
214,75,0.35,0.00540282,
215,76,0.35,0.00546664,
216,76,0.35,0.00571545,
217,76,0.35,0.00556416,
218,77,0.35,0.00584972,
219,77,0.35,0.00568427,
220,78,0.35,0.00583663,
221,78,0.35,0.00589975,
222,78,0.35,0.00587575,
223,79,0.35,0.00611068,
224,79,0.35,0.00592293,
225,79,0.35,0.00573125,
226,80,0.35,0.00591506,
227,80,0.35,0.00611659,
228,80,0.35,0.00598066,
229,81,0.35,0.00630443,
230,81,0.35,0.00624708,
231,81,0.35,0.00637921,
232,82,0.35,0.00642126,
233,82,0.35,0.00636826,
234,82,0.35,0.00643373,
235,83,0.35,0.0065751,
236,83,0.35,0.00655076,
237,83,0.35,0.00674729,
238,84,0.35,0.00656868,
239,84,0.35,0.0066734,
240,85,0.35,0.00668666,
241,85,0.35,0.00681592,
242,85,0.35,0.00698811,
243,86,0.35,0.00687609,
244,86,0.35,0.00685858,
245,86,0.35,0.00688347,
246,87,0.35,0.00712412,
247,87,0.35,0.00706521,
248,87,0.35,0.00715871,
249,88,0.35,0.007158,
250,88,0.35,0.00707465,
251,88,0.35,0.00737373,
252,89,0.35,0.00738654,
253,89,0.35,0.00730586,
254,89,0.35,0.00745687,
255,90,0.35,0.0072721,
256,90,0.35,0.00740646,
257,90,0.35,0.00764337,
258,91,0.35,0.00761487,
259,91,0.35,0.007575,
260,92,0.35,0.00774022,
261,92,0.35,0.00789253,
262,92,0.35,0.0077612,
263,93,0.35,0.00807056,
264,93,0.35,0.00802942,
265,93,0.35,0.00808189,
266,94,0.35,0.00820145,
267,94,0.35,0.00834604,
268,94,0.35,0.00813169,
269,95,0.35,0.00830831,
270,95,0.35,0.00830841,
271,95,0.35,0.00849394,
272,96,0.35,0.00869632,
273,96,0.35,0.00854388,
274,96,0.35,0.00862734,
275,97,0.35,0.00865589,
276,97,0.35,0.00870921,
277,97,0.35,0.00857384,
278,98,0.35,0.00900728,
279,98,0.35,0.00891998,
280,99,0.35,0.00883867,
281,99,0.35,0.00905531,
282,99,0.35,0.00917594,
283,100,0.35,0.00925094,
284,100,0.35,0.00925328,
285,100,0.35,0.00938988,
286,101,0.35,0.00939637,
287,101,0.35,0.0094933,
288,101,0.35,0.00944585,
289,102,0.35,0.0096154,
290,102,0.35,0.00951375,
291,102,0.35,0.00954373,
292,103,0.35,0.00971395,
293,103,0.35,0.00976946,
294,103,0.35,0.00970549,
295,104,0.35,0.00981797,
296,104,0.35,0.010134,
297,104,0.35,0.0099462,
298,105,0.35,0.0100936,
299,105,0.35,0.0101593,
300,106,0.35,0.0100527,
301,106,0.35,0.0102874,
302,106,0.35,0.010322,
303,107,0.35,0.0104172,
304,107,0.35,0.010401,
305,107,0.35,0.0104675,
306,108,0.35,0.0106513,
307,108,0.35,0.0106343,
308,108,0.35,0.0106435,
309,109,0.35,0.0109356,
310,109,0.35,0.0111241,
311,109,0.35,0.0109003,
312,110,0.35,0.0108511,
313,110,0.35,0.0110819,
314,110,0.35,0.0111834,
315,111,0.35,0.0114064,
316,111,0.35,0.0114265,
317,111,0.35,0.0113925,
318,112,0.35,0.0115493,
319,112,0.35,0.011352,
320,113,0.35,0.0116442,
321,113,0.35,0.0117353,
322,113,0.35,0.0117221,
323,114,0.35,0.0119241,
324,114,0.35,0.0118677,
325,114,0.35,0.0118906,
326,115,0.35,0.0121884,
327,115,0.35,0.0121645,
328,115,0.35,0.0121522,
329,116,0.35,0.0122964,
330,116,0.35,0.0123395,
331,116,0.35,0.0122767,
332,117,0.35,0.012471,
333,117,0.35,0.0124583,
334,117,0.35,0.0124296,
335,118,0.35,0.0130122,
336,118,0.35,0.0128443,
337,118,0.35,0.0126533,
338,119,0.35,0.012732,
339,119,0.35,0.0127989,
340,120,0.35,0.0129907,
341,120,0.35,0.0130823,
342,120,0.35,0.0130124,
343,121,0.35,0.0133776,
344,121,0.35,0.0131927,
345,121,0.35,0.0132767,
346,122,0.35,0.0137422,
347,122,0.35,0.0135966,
348,122,0.35,0.0134183,
349,123,0.35,0.0137153,
350,123,0.35,0.0137269,
351,123,0.35,0.0137667,
352,124,0.35,0.0139002,
353,124,0.35,0.0138759,
354,124,0.35,0.014006,
355,125,0.35,0.014115,
356,125,0.35,0.014207,
357,125,0.35,0.0141379,
358,126,0.35,0.0143068,
359,126,0.35,0.0144273,
360,127,0.35,0.0146056,
361,127,0.35,0.0147114,
362,127,0.35,0.0146718,
363,128,0.35,0.0147996,
364,128,0.35,0.0147846,
365,128,0.35,0.0149037,
366,129,0.35,0.0149357,
367,129,0.35,0.0149172,
368,129,0.35,0.0151783,
369,130,0.35,0.0152252,
370,130,0.35,0.0153767,
371,130,0.35,0.0152843,
372,131,0.35,0.015512,
373,131,0.35,0.0154745,
374,131,0.35,0.0156057,
375,132,0.35,0.0157261,
376,132,0.35,0.015635,
377,132,0.35,0.0159778,
378,133,0.35,0.0160946,
379,133,0.35,0.016105,
380,134,0.35,0.0163306,
381,134,0.35,0.016346,
382,134,0.35,0.0162694,
383,135,0.35,0.0164225,
384,135,0.35,0.016715,
385,135,0.35,0.0164896,
386,136,0.35,0.0167347,
387,136,0.35,0.0166887,
388,136,0.35,0.0168315,
389,137,0.35,0.0168742,
390,137,0.35,0.0170563,
391,137,0.35,0.0169425,
392,138,0.35,0.0172724,
393,138,0.35,0.0174311,
394,138,0.35,0.0171451,
395,139,0.35,0.0174567,
396,139,0.35,0.0174308,
397,139,0.35,0.0173397,
398,140,0.35,0.0177591,
399,140,0.35,0.0178051,
400,141,0.35,0.0179331,
401,141,0.35,0.0178538,
402,141,0.35,0.0180705,
