Dimension,NNZ_per_row,Sparsity,TACO_Time
3,2,0.45,0.0657206,
4,2,0.45,0.0645162,
5,3,0.45,0.0646866,
6,3,0.45,0.0646595,
7,4,0.45,0.0641886,
8,4,0.45,0.0621924,
9,5,0.45,0.0665037,
10,5,0.45,0.0620625,
11,5,0.45,0.064856,
12,6,0.45,0.0644579,
13,6,0.45,0.0664142,
14,7,0.45,0.0619803,
15,7,0.45,0.0669372,
16,8,0.45,0.0658674,
17,8,0.45,0.064744,
18,9,0.45,0.0635651,
19,9,0.45,0.0638514,
20,9,0.45,0.0681756,
21,10,0.45,0.0635324,
22,10,0.45,0.0660255,
23,11,0.45,0.0659376,
24,11,0.45,0.0647628,
25,12,0.45,0.0646877,
26,12,0.45,0.0626168,
27,13,0.45,0.0648607,
28,13,0.45,0.066274,
29,14,0.45,0.0647512,
30,14,0.45,0.0647047,
31,14,0.45,0.0678482,
32,15,0.45,0.0642166,
33,15,0.45,0.0621236,
34,16,0.45,0.0654465,
35,16,0.45,0.0672093,
36,17,0.45,0.0656077,
37,17,0.45,0.0658593,
38,18,0.45,0.0674217,
39,18,0.45,0.0620086,
40,18,0.45,0.0640333,
41,19,0.45,0.0634609,
42,19,0.45,0.0655086,
43,20,0.45,0.0667072,
44,20,0.45,0.0644797,
45,21,0.45,0.0647858,
46,21,0.45,0.0638606,
47,22,0.45,0.0657458,
48,22,0.45,0.0657847,
49,23,0.45,0.0648915,
50,23,0.45,0.066179,
51,23,0.45,0.0661127,
52,24,0.45,0.0651046,
53,24,0.45,0.0678974,
54,25,0.45,0.0654389,
55,25,0.45,0.0663277,
56,26,0.45,0.065768,
57,26,0.45,0.0669363,
58,27,0.45,0.0645434,
59,27,0.45,0.066061,
60,27,0.45,0.0653644,
61,28,0.45,0.0631485,
62,28,0.45,0.0650601,
63,29,0.45,0.0643976,
64,29,0.45,0.0652369,
65,30,0.45,0.0672861,
66,30,0.45,0.06659,
67,31,0.45,0.0661924,
68,31,0.45,0.0629842,
69,32,0.45,0.0640699,
70,32,0.45,0.0657968,
71,32,0.45,0.0647708,
72,33,0.45,0.0643418,
73,33,0.45,0.0647889,
74,34,0.45,0.0656681,
75,34,0.45,0.064427,
76,35,0.45,0.0659424,
77,35,0.45,0.0664948,
78,36,0.45,0.0674016,
79,36,0.45,0.0649065,
80,36,0.45,0.0680349,
81,37,0.45,0.065077,
82,37,0.45,0.0672682,
83,38,0.45,0.0655279,
84,38,0.45,0.0676478,
85,39,0.45,0.0645904,
86,39,0.45,0.0661821,
87,40,0.45,0.0672988,
88,40,0.45,0.0650499,
89,41,0.45,0.0649733,
90,41,0.45,0.0658873,
91,41,0.45,0.0652168,
92,42,0.45,0.0650862,
93,42,0.45,0.067826,
94,43,0.45,0.0648515,
95,43,0.45,0.0653545,
96,44,0.45,0.0666033,
97,44,0.45,0.0645222,
98,45,0.45,0.0658849,
99,45,0.45,0.065833,
100,45,0.45,0.0652926,
101,46,0.45,0.0670378,
102,46,0.45,0.0658729,
103,47,0.45,0.0658981,
104,47,0.45,0.0689781,
105,48,0.45,0.0679627,
106,48,0.45,0.0647619,
107,49,0.45,0.0661976,
108,49,0.45,0.0675676,
109,50,0.45,0.0706497,
110,50,0.45,0.0664543,
111,50,0.45,0.0666296,
112,51,0.45,0.0651982,
113,51,0.45,0.0669139,
114,52,0.45,0.0666568,
115,52,0.45,0.0678065,
116,53,0.45,0.0659589,
117,53,0.45,0.0653126,
118,54,0.45,0.064944,
119,54,0.45,0.0684417,
120,54,0.45,0.0670074,
121,55,0.45,0.0654804,
122,55,0.45,0.0660903,
123,56,0.45,0.0654093,
124,56,0.45,0.0654379,
125,57,0.45,0.0645731,
126,57,0.45,0.0669585,
127,58,0.45,0.0656922,
128,58,0.45,0.0668983,
129,59,0.45,0.0656712,
130,59,0.45,0.0666565,
131,59,0.45,0.0682887,
132,60,0.45,0.0670448,
133,60,0.45,0.0678415,
134,61,0.45,0.0666743,
135,61,0.45,0.0667038,
136,62,0.45,0.0650463,
137,62,0.45,0.0655823,
138,63,0.45,0.0697765,
139,63,0.45,0.0687281,
140,63,0.45,0.0664831,
141,64,0.45,0.0670942,
142,64,0.45,0.0680939,
143,65,0.45,0.0686927,
144,65,0.45,0.0668694,
145,66,0.45,0.066915,
146,66,0.45,0.0657424,
147,67,0.45,0.0678113,
148,67,0.45,0.0686185,
149,68,0.45,0.0667611,
150,68,0.45,0.0683417,
151,68,0.45,0.0703772,
152,69,0.45,0.0678989,
153,69,0.45,0.0675322,
154,70,0.45,0.0670536,
155,70,0.45,0.0656915,
156,71,0.45,0.0690732,
157,71,0.45,0.0676745,
158,72,0.45,0.0687529,
159,72,0.45,0.0673439,
160,72,0.45,0.0702797,
161,73,0.45,0.0701055,
162,73,0.45,0.0685541,
163,74,0.45,0.0651134,
164,74,0.45,0.0689546,
165,75,0.45,0.0674449,
166,75,0.45,0.0702685,
167,76,0.45,0.0666881,
168,76,0.45,0.0690466,
169,77,0.45,0.0692749,
170,77,0.45,0.0675373,
171,77,0.45,0.0712157,
172,78,0.45,0.0687137,
173,78,0.45,0.068707,
174,79,0.45,0.0679096,
175,79,0.45,0.069857,
176,80,0.45,0.0673539,
177,80,0.45,0.0673827,
178,81,0.45,0.0683521,
179,81,0.45,0.0675779,
180,81,0.45,0.068191,
181,82,0.45,0.0692478,
182,82,0.45,0.0671534,
183,83,0.45,0.0703132,
184,83,0.45,0.0681465,
185,84,0.45,0.0705395,
186,84,0.45,0.0671041,
187,85,0.45,0.0691774,
188,85,0.45,0.0691609,
189,86,0.45,0.070062,
190,86,0.45,0.0691223,
191,86,0.45,0.0703069,
192,87,0.45,0.0696945,
193,87,0.45,0.0669775,
194,88,0.45,0.0697881,
195,88,0.45,0.0680581,
196,89,0.45,0.0703267,
197,89,0.45,0.0704854,
198,90,0.45,0.067891,
199,90,0.45,0.0682933,
200,90,0.45,0.0703226,
201,91,0.45,0.0683849,
202,91,0.45,0.070504,
203,92,0.45,0.070201,
204,92,0.45,0.0706717,
205,93,0.45,0.0722378,
206,93,0.45,0.0686044,
207,94,0.45,0.0713511,
208,94,0.45,0.0697939,
209,95,0.45,0.0691884,
210,95,0.45,0.0723763,
211,95,0.45,0.0695181,
212,96,0.45,0.070104,
213,96,0.45,0.0710382,
214,97,0.45,0.0710617,
215,97,0.45,0.0712883,
216,98,0.45,0.0743029,
217,98,0.45,0.0691213,
218,99,0.45,0.0725195,
219,99,0.45,0.0713601,
220,99,0.45,0.073531,
221,100,0.45,0.0722265,
222,100,0.45,0.072445,
