Dimension,NNZ_per_row,Sparsity,TACO_Time
3,1,0.15,0.000935068,
4,1,0.15,0.000784461,
5,1,0.15,0.000747575,
6,1,0.15,0.000833426,
7,2,0.15,0.000753143,
8,2,0.15,0.000761715,
9,2,0.15,0.000789854,
10,2,0.15,0.000837913,
11,2,0.15,0.00078598,
12,2,0.15,0.000771317,
13,2,0.15,0.000763293,
14,3,0.15,0.000760257,
15,3,0.15,0.000779343,
16,3,0.15,0.000806208,
17,3,0.15,0.000749729,
18,3,0.15,0.000747662,
19,3,0.15,0.000756347,
20,3,0.15,0.00083953,
21,4,0.15,0.000807443,
22,4,0.15,0.000809723,
23,4,0.15,0.000775563,
24,4,0.15,0.000828046,
25,4,0.15,0.000767661,
26,4,0.15,0.000758134,
27,5,0.15,0.000799833,
28,5,0.15,0.000775376,
29,5,0.15,0.000804373,
30,5,0.15,0.000788909,
31,5,0.15,0.000783362,
32,5,0.15,0.000790229,
33,5,0.15,0.000781319,
34,6,0.15,0.000812512,
35,6,0.15,0.000822966,
36,6,0.15,0.000859681,
37,6,0.15,0.000817102,
38,6,0.15,0.000808177,
39,6,0.15,0.000852708,
40,6,0.15,0.000830065,
41,7,0.15,0.000802354,
42,7,0.15,0.000804303,
43,7,0.15,0.000810368,
44,7,0.15,0.000815808,
45,7,0.15,0.000836632,
46,7,0.15,0.000813042,
47,8,0.15,0.000855023,
48,8,0.15,0.00087476,
49,8,0.15,0.000842549,
50,8,0.15,0.000886023,
51,8,0.15,0.00084422,
52,8,0.15,0.000841024,
53,8,0.15,0.000877275,
54,9,0.15,0.000877972,
55,9,0.15,0.000852609,
56,9,0.15,0.000847421,
57,9,0.15,0.000850634,
58,9,0.15,0.000910301,
59,9,0.15,0.000923383,
60,9,0.15,0.000874908,
61,10,0.15,0.000881089,
62,10,0.15,0.00094499,
63,10,0.15,0.000893659,
64,10,0.15,0.000974672,
65,10,0.15,0.000913825,
66,10,0.15,0.000891771,
67,11,0.15,0.000925921,
68,11,0.15,0.000927159,
69,11,0.15,0.000959348,
70,11,0.15,0.000974724,
71,11,0.15,0.000982193,
72,11,0.15,0.000969377,
73,11,0.15,0.000996186,
74,12,0.15,0.0010421,
75,12,0.15,0.000978944,
76,12,0.15,0.00105369,
77,12,0.15,0.000990876,
78,12,0.15,0.000999611,
79,12,0.15,0.0010326,
80,12,0.15,0.000982884,
81,13,0.15,0.00102732,
82,13,0.15,0.00102764,
83,13,0.15,0.00100006,
84,13,0.15,0.00101175,
85,13,0.15,0.00102978,
86,13,0.15,0.00101873,
87,14,0.15,0.00106923,
88,14,0.15,0.00106012,
89,14,0.15,0.00107254,
90,14,0.15,0.0010861,
91,14,0.15,0.00107006,
92,14,0.15,0.00113578,
93,14,0.15,0.00109407,
94,15,0.15,0.00114131,
95,15,0.15,0.00113892,
96,15,0.15,0.0011256,
97,15,0.15,0.00112916,
98,15,0.15,0.00113259,
99,15,0.15,0.00112661,
100,16,0.15,0.00117227,
101,16,0.15,0.00119505,
102,16,0.15,0.00118783,
103,16,0.15,0.00119676,
104,16,0.15,0.00119654,
105,16,0.15,0.00123391,
106,16,0.15,0.00117371,
107,17,0.15,0.00124607,
108,17,0.15,0.00124936,
109,17,0.15,0.00123492,
110,17,0.15,0.00131509,
111,17,0.15,0.00131069,
112,17,0.15,0.00129125,
113,17,0.15,0.00127374,
114,18,0.15,0.00133339,
115,18,0.15,0.00131103,
116,18,0.15,0.0013128,
117,18,0.15,0.00138324,
118,18,0.15,0.00132303,
119,18,0.15,0.00132491,
120,18,0.15,0.00132862,
121,19,0.15,0.00136242,
122,19,0.15,0.00138357,
123,19,0.15,0.0013663,
124,19,0.15,0.0014048,
125,19,0.15,0.00140667,
126,19,0.15,0.00142455,
127,20,0.15,0.00155763,
128,20,0.15,0.00147311,
129,20,0.15,0.00146855,
130,20,0.15,0.00147887,
131,20,0.15,0.0014643,
132,20,0.15,0.00146677,
133,20,0.15,0.00150403,
134,21,0.15,0.00148695,
135,21,0.15,0.00152175,
136,21,0.15,0.00152519,
137,21,0.15,0.00156871,
138,21,0.15,0.00157153,
139,21,0.15,0.00157408,
140,21,0.15,0.0015367,
141,22,0.15,0.001583,
142,22,0.15,0.00157622,
143,22,0.15,0.00157158,
144,22,0.15,0.00159218,
145,22,0.15,0.00165502,
146,22,0.15,0.00168561,
147,23,0.15,0.00168271,
148,23,0.15,0.00173171,
149,23,0.15,0.00168715,
150,23,0.15,0.00173515,
151,23,0.15,0.00175995,
152,23,0.15,0.0017068,
153,23,0.15,0.00176979,
154,24,0.15,0.00175013,
155,24,0.15,0.00177303,
156,24,0.15,0.00183157,
157,24,0.15,0.00178765,
158,24,0.15,0.00181461,
159,24,0.15,0.00183771,
160,24,0.15,0.00183724,
161,25,0.15,0.00186714,
162,25,0.15,0.00186572,
163,25,0.15,0.00191252,
164,25,0.15,0.00192486,
165,25,0.15,0.00197063,
166,25,0.15,0.00192926,
167,26,0.15,0.00199313,
168,26,0.15,0.00195653,
169,26,0.15,0.00196193,
170,26,0.15,0.00196606,
171,26,0.15,0.00201464,
172,26,0.15,0.00199205,
173,26,0.15,0.00204009,
174,27,0.15,0.00215239,
175,27,0.15,0.00210668,
176,27,0.15,0.00209967,
177,27,0.15,0.00213715,
178,27,0.15,0.00209541,
179,27,0.15,0.00220771,
180,28,0.15,0.00226654,
181,28,0.15,0.00218761,
182,28,0.15,0.00222097,
