Dimension,NNZ_per_row,Sparsity,TACO_Time
3,1,0.25,0.000923928,
4,1,0.25,0.00081914,
5,2,0.25,0.000790158,
6,2,0.25,0.000785228,
7,2,0.25,0.000777031,
8,2,0.25,0.000776326,
9,3,0.25,0.000774863,
10,3,0.25,0.000770685,
11,3,0.25,0.000789591,
12,3,0.25,0.000763955,
13,4,0.25,0.000841865,
14,4,0.25,0.000770739,
15,4,0.25,0.00076376,
16,4,0.25,0.000773196,
17,5,0.25,0.000831065,
18,5,0.25,0.000783779,
19,5,0.25,0.000786265,
20,5,0.25,0.000793903,
21,6,0.25,0.000797131,
22,6,0.25,0.000788368,
23,6,0.25,0.000799281,
24,6,0.25,0.000827022,
25,7,0.25,0.000828708,
26,7,0.25,0.000844397,
27,7,0.25,0.000800495,
28,7,0.25,0.00082247,
29,8,0.25,0.000803239,
30,8,0.25,0.000830753,
31,8,0.25,0.000815795,
32,8,0.25,0.000822598,
33,9,0.25,0.00082973,
34,9,0.25,0.000838965,
35,9,0.25,0.000842717,
36,9,0.25,0.000863562,
37,10,0.25,0.000873746,
38,10,0.25,0.00086032,
39,10,0.25,0.000844616,
40,10,0.25,0.000926019,
41,11,0.25,0.000861015,
42,11,0.25,0.000876278,
43,11,0.25,0.000871233,
44,11,0.25,0.00093029,
45,12,0.25,0.00094123,
46,12,0.25,0.000896366,
47,12,0.25,0.000929381,
48,12,0.25,0.000978831,
49,13,0.25,0.000928597,
50,13,0.25,0.000988407,
51,13,0.25,0.000939614,
52,13,0.25,0.000932607,
53,14,0.25,0.00094596,
54,14,0.25,0.000949858,
55,14,0.25,0.000947513,
56,14,0.25,0.000969347,
57,15,0.25,0.000977029,
58,15,0.25,0.000985551,
59,15,0.25,0.00104533,
60,15,0.25,0.00103268,
61,16,0.25,0.00101873,
62,16,0.25,0.00103059,
63,16,0.25,0.00100714,
64,16,0.25,0.00101428,
65,17,0.25,0.00104557,
66,17,0.25,0.00104346,
67,17,0.25,0.00104674,
68,17,0.25,0.00103109,
69,18,0.25,0.00107579,
70,18,0.25,0.00110045,
71,18,0.25,0.00108772,
72,18,0.25,0.00110688,
73,19,0.25,0.00113234,
74,19,0.25,0.00115956,
75,19,0.25,0.00114866,
76,19,0.25,0.00116157,
77,20,0.25,0.00118656,
78,20,0.25,0.00121896,
79,20,0.25,0.00118714,
80,20,0.25,0.00120015,
81,21,0.25,0.00125273,
82,21,0.25,0.00125452,
83,21,0.25,0.00125606,
84,21,0.25,0.00125592,
85,22,0.25,0.00127332,
86,22,0.25,0.00131601,
87,22,0.25,0.00130815,
88,22,0.25,0.00126038,
89,23,0.25,0.0013241,
90,23,0.25,0.00131341,
91,23,0.25,0.00133077,
92,23,0.25,0.00133265,
93,24,0.25,0.00138428,
94,24,0.25,0.00140147,
95,24,0.25,0.00142415,
96,24,0.25,0.00140977,
97,25,0.25,0.00142788,
98,25,0.25,0.00142602,
99,25,0.25,0.0014165,
100,25,0.25,0.00141432,
101,26,0.25,0.00149474,
102,26,0.25,0.00147725,
103,26,0.25,0.00146435,
104,26,0.25,0.00149091,
105,27,0.25,0.00159132,
106,27,0.25,0.00156964,
107,27,0.25,0.00160725,
108,27,0.25,0.00156701,
109,28,0.25,0.00158901,
110,28,0.25,0.00159039,
111,28,0.25,0.00160306,
112,28,0.25,0.00162211,
113,29,0.25,0.00169281,
114,29,0.25,0.00169319,
115,29,0.25,0.00166761,
116,29,0.25,0.00164445,
117,30,0.25,0.00176534,
118,30,0.25,0.00175425,
119,30,0.25,0.00179114,
120,30,0.25,0.00178833,
121,31,0.25,0.0017974,
122,31,0.25,0.00181063,
123,31,0.25,0.00179036,
124,31,0.25,0.00189566,
125,32,0.25,0.00187532,
126,32,0.25,0.00187628,
127,32,0.25,0.00194439,
128,32,0.25,0.00188325,
129,33,0.25,0.00198565,
130,33,0.25,0.00195862,
131,33,0.25,0.00201853,
132,33,0.25,0.00197849,
133,34,0.25,0.00208713,
134,34,0.25,0.00204359,
135,34,0.25,0.00212247,
136,34,0.25,0.00208967,
137,35,0.25,0.00217071,
138,35,0.25,0.00219567,
139,35,0.25,0.00214692,
140,35,0.25,0.00222509,
141,36,0.25,0.00225112,
142,36,0.25,0.00226428,
143,36,0.25,0.0022188,
144,36,0.25,0.00229443,
145,37,0.25,0.0022593,
146,37,0.25,0.00232622,
147,37,0.25,0.00234758,
148,37,0.25,0.00232115,
149,38,0.25,0.00240478,
150,38,0.25,0.00240689,
151,38,0.25,0.00233937,
152,38,0.25,0.00244531,
153,39,0.25,0.00251917,
154,39,0.25,0.00249456,
155,39,0.25,0.00254708,
156,39,0.25,0.0024733,
157,40,0.25,0.00257296,
158,40,0.25,0.00265656,
159,40,0.25,0.00258446,
160,40,0.25,0.0025485,
161,41,0.25,0.00265409,
162,41,0.25,0.00262183,
163,41,0.25,0.00267942,
164,41,0.25,0.0027386,
165,42,0.25,0.00273366,
166,42,0.25,0.0027148,
167,42,0.25,0.0026978,
168,42,0.25,0.00278121,
169,43,0.25,0.00290737,
170,43,0.25,0.00286464,
171,43,0.25,0.00291784,
172,43,0.25,0.00284356,
173,44,0.25,0.00303595,
174,44,0.25,0.00297785,
175,44,0.25,0.00291796,
176,44,0.25,0.00299266,
177,45,0.25,0.003058,
178,45,0.25,0.00310904,
179,45,0.25,0.00312164,
180,45,0.25,0.00314816,
181,46,0.25,0.00311251,
182,46,0.25,0.0031905,
183,46,0.25,0.00330571,
184,46,0.25,0.00329456,
185,47,0.25,0.00329338,
186,47,0.25,0.00337775,
187,47,0.25,0.00334172,
188,47,0.25,0.00331696,
189,48,0.25,0.00344269,
190,48,0.25,0.00336345,
191,48,0.25,0.00348776,
192,48,0.25,0.00343246,
193,49,0.25,0.00357509,
194,49,0.25,0.00354932,
195,49,0.25,0.0035577,
196,49,0.25,0.00359151,
197,50,0.25,0.00371246,
198,50,0.25,0.00368123,
199,50,0.25,0.0036273,
200,50,0.25,0.00373926,
201,51,0.25,0.00376198,
202,51,0.25,0.00382421,
203,51,0.25,0.00396152,
204,51,0.25,0.00382439,
205,52,0.25,0.00405123,
206,52,0.25,0.00394319,
207,52,0.25,0.00393884,
208,52,0.25,0.00402608,
209,53,0.25,0.00415486,
210,53,0.25,0.00414626,
211,53,0.25,0.00412869,
212,53,0.25,0.00425983,
213,54,0.25,0.00418294,
214,54,0.25,0.00430875,
215,54,0.25,0.00427943,
216,54,0.25,0.00421897,
217,55,0.25,0.00429938,
218,55,0.25,0.00435932,
219,55,0.25,0.00425841,
220,55,0.25,0.00442285,
221,56,0.25,0.00458683,
222,56,0.25,0.00451147,
223,56,0.25,0.00444699,
224,56,0.25,0.00461916,
225,57,0.25,0.00455142,
226,57,0.25,0.00454929,
227,57,0.25,0.00467038,
228,57,0.25,0.00461349,
229,58,0.25,0.00480668,
230,58,0.25,0.0047768,
231,58,0.25,0.00486493,
232,58,0.25,0.00481436,
233,59,0.25,0.00486438,
234,59,0.25,0.00491736,
235,59,0.25,0.00502844,
236,59,0.25,0.00492962,
237,60,0.25,0.00498084,
238,60,0.25,0.00502593,
239,60,0.25,0.00511545,
240,60,0.25,0.00502522,
241,61,0.25,0.00510294,
