Dimension,NNZ_per_row,Sparsity,TACO_Time
3,3,0.7,0.000865197,
4,3,0.7,0.000776266,
5,4,0.7,0.000764567,
6,5,0.7,0.000823386,
7,5,0.7,0.00077751,
8,6,0.7,0.000843438,
9,7,0.7,0.000759426,
10,7,0.7,0.000857879,
11,8,0.7,0.000738358,
12,9,0.7,0.000765048,
13,10,0.7,0.000803662,
14,10,0.7,0.000759767,
15,11,0.7,0.00080502,
16,12,0.7,0.000824696,
17,12,0.7,0.000781613,
18,13,0.7,0.000842062,
19,14,0.7,0.000878947,
20,14,0.7,0.000839883,
21,15,0.7,0.000821638,
22,16,0.7,0.000881706,
23,17,0.7,0.000885107,
24,17,0.7,0.000884713,
25,18,0.7,0.000882735,
26,19,0.7,0.000908762,
27,19,0.7,0.000892199,
28,20,0.7,0.000948884,
29,21,0.7,0.000977411,
30,21,0.7,0.000912646,
31,22,0.7,0.000938676,
32,23,0.7,0.000945732,
33,24,0.7,0.000922627,
34,24,0.7,0.000998756,
35,25,0.7,0.000997782,
36,26,0.7,0.00101106,
37,26,0.7,0.00097919,
38,27,0.7,0.00100705,
39,28,0.7,0.00102485,
40,28,0.7,0.00108508,
41,29,0.7,0.00102403,
42,30,0.7,0.00110518,
43,31,0.7,0.00114097,
44,31,0.7,0.00115533,
45,32,0.7,0.00115883,
46,33,0.7,0.00120626,
47,33,0.7,0.00115002,
48,34,0.7,0.00119505,
49,35,0.7,0.0012365,
50,35,0.7,0.00122331,
51,36,0.7,0.00123666,
52,37,0.7,0.00129471,
53,38,0.7,0.00128264,
54,38,0.7,0.00129293,
55,39,0.7,0.00131054,
56,40,0.7,0.00131077,
57,40,0.7,0.00138922,
58,41,0.7,0.00138165,
59,42,0.7,0.0014023,
60,42,0.7,0.00145577,
61,43,0.7,0.00140633,
62,44,0.7,0.00145823,
63,45,0.7,0.00157387,
64,45,0.7,0.00154831,
65,46,0.7,0.00149895,
66,47,0.7,0.00153389,
67,47,0.7,0.00161634,
68,48,0.7,0.00160066,
69,49,0.7,0.00168337,
70,49,0.7,0.00169022,
71,50,0.7,0.001671,
72,51,0.7,0.00176042,
73,52,0.7,0.001785,
74,52,0.7,0.00176464,
75,53,0.7,0.00175792,
76,54,0.7,0.00184341,
77,54,0.7,0.00186631,
78,55,0.7,0.00186283,
79,56,0.7,0.00189865,
80,56,0.7,0.00197301,
81,57,0.7,0.00197957,
82,58,0.7,0.00198084,
83,59,0.7,0.00206327,
84,59,0.7,0.0021013,
85,60,0.7,0.00211606,
86,61,0.7,0.00216836,
87,61,0.7,0.00208245,
88,62,0.7,0.00216906,
89,63,0.7,0.00223018,
90,63,0.7,0.00224397,
91,64,0.7,0.00229258,
92,65,0.7,0.00238529,
93,66,0.7,0.00232606,
94,66,0.7,0.00234082,
95,67,0.7,0.00243844,
96,68,0.7,0.00254245,
97,68,0.7,0.00250022,
98,69,0.7,0.00252467,
99,70,0.7,0.00259469,
100,70,0.7,0.00254924,
101,71,0.7,0.00272292,
102,72,0.7,0.00275132,
103,73,0.7,0.00278117,
104,73,0.7,0.00271974,
105,74,0.7,0.00278134,
106,75,0.7,0.00287789,
107,75,0.7,0.00290693,
108,76,0.7,0.00290123,
109,77,0.7,0.00300602,
110,77,0.7,0.00302135,
111,78,0.7,0.00309014,
112,79,0.7,0.00308111,
113,80,0.7,0.00320472,
114,80,0.7,0.00317068,
115,81,0.7,0.00329259,
116,82,0.7,0.00325609,
117,82,0.7,0.00329506,
118,83,0.7,0.00340793,
119,84,0.7,0.00346639,
120,84,0.7,0.00338278,
121,85,0.7,0.00348534,
122,86,0.7,0.00350534,
123,87,0.7,0.00359417,
124,87,0.7,0.00357583,
125,88,0.7,0.00365225,
126,89,0.7,0.00373193,
127,89,0.7,0.00375675,
128,90,0.7,0.00381114,
129,91,0.7,0.00382163,
130,91,0.7,0.00392871,
131,92,0.7,0.00395942,
132,93,0.7,0.00411157,
133,94,0.7,0.00406326,
134,94,0.7,0.00407607,
135,95,0.7,0.00415276,
136,96,0.7,0.00433302,
137,96,0.7,0.0043111,
138,97,0.7,0.00434776,
139,98,0.7,0.00437729,
140,98,0.7,0.0044457,
141,99,0.7,0.00458117,
142,100,0.7,0.00451774,
143,101,0.7,0.00464413,
144,101,0.7,0.00466732,
145,102,0.7,0.00479411,
146,103,0.7,0.00472205,
147,103,0.7,0.0048361,
148,104,0.7,0.00489227,
149,105,0.7,0.00497683,
150,105,0.7,0.0050564,
151,106,0.7,0.00512658,
152,107,0.7,0.00509919,
153,108,0.7,0.00517668,
154,108,0.7,0.00519596,
155,109,0.7,0.00529128,
156,110,0.7,0.00534441,
157,110,0.7,0.00539551,
158,111,0.7,0.00551019,
159,112,0.7,0.00558141,
160,112,0.7,0.00565877,
161,113,0.7,0.00577784,
162,114,0.7,0.00573173,
163,115,0.7,0.00577689,
164,115,0.7,0.00593108,
165,116,0.7,0.00586774,
166,117,0.7,0.00606676,
167,117,0.7,0.00605167,
168,118,0.7,0.00612016,
169,119,0.7,0.00615709,
170,119,0.7,0.00615709,
171,120,0.7,0.00629925,
172,121,0.7,0.00640224,
173,122,0.7,0.00656341,
174,122,0.7,0.00638066,
175,123,0.7,0.00666203,
176,124,0.7,0.00666327,
177,124,0.7,0.00668316,
178,125,0.7,0.00675707,
179,126,0.7,0.00682941,
180,126,0.7,0.00693522,
181,127,0.7,0.00701017,
182,128,0.7,0.00700511,
183,129,0.7,0.00724254,
184,129,0.7,0.00725875,
185,130,0.7,0.00737769,
186,131,0.7,0.00723837,
187,131,0.7,0.00735244,
188,132,0.7,0.00766367,
189,133,0.7,0.00758889,
190,133,0.7,0.00760066,
191,134,0.7,0.00779884,
192,135,0.7,0.00790937,
193,136,0.7,0.00793291,
194,136,0.7,0.00782505,
195,137,0.7,0.00812044,
196,138,0.7,0.00817688,
197,138,0.7,0.00817214,
198,139,0.7,0.00816016,
199,140,0.7,0.00827601,
200,140,0.7,0.00836756,
201,141,0.7,0.00841828,
202,142,0.7,0.00855219,
203,143,0.7,0.00863888,
204,143,0.7,0.00868616,
205,144,0.7,0.00874291,
206,145,0.7,0.00891131,
207,145,0.7,0.00885458,
208,146,0.7,0.00903936,
209,147,0.7,0.0093136,
210,147,0.7,0.00909307,
