Dimension,NNZ_per_row,Sparsity,TACO_Time
3,2,0.55,0.0644167,
4,3,0.55,0.0631874,
5,3,0.55,0.0654791,
6,4,0.55,0.0651275,
7,4,0.55,0.0609912,
8,5,0.55,0.062236,
9,5,0.55,0.0608797,
10,6,0.55,0.0622893,
11,7,0.55,0.0627283,
12,7,0.55,0.0652373,
13,8,0.55,0.0653305,
14,8,0.55,0.0625531,
15,9,0.55,0.0646051,
16,9,0.55,0.060845,
17,10,0.55,0.0686922,
18,10,0.55,0.0672834,
19,11,0.55,0.0656622,
20,11,0.55,0.0622576,
21,12,0.55,0.0654757,
22,13,0.55,0.0654797,
23,13,0.55,0.0654221,
24,14,0.55,0.0664388,
25,14,0.55,0.0617251,
26,15,0.55,0.0657946,
27,15,0.55,0.0649874,
28,16,0.55,0.0652381,
29,16,0.55,0.0643331,
30,17,0.55,0.0654277,
31,18,0.55,0.0690642,
32,18,0.55,0.0610263,
33,19,0.55,0.0633005,
34,19,0.55,0.0649627,
35,20,0.55,0.0636165,
36,20,0.55,0.0667309,
37,21,0.55,0.0633672,
38,21,0.55,0.0661341,
39,22,0.55,0.0655994,
40,22,0.55,0.0616824,
41,23,0.55,0.0635444,
42,24,0.55,0.0665435,
43,24,0.55,0.0632378,
44,25,0.55,0.0651266,
45,25,0.55,0.0611756,
46,26,0.55,0.0614929,
47,26,0.55,0.0648374,
48,27,0.55,0.0635503,
49,27,0.55,0.0641482,
50,28,0.55,0.0667313,
51,29,0.55,0.0651055,
52,29,0.55,0.0657999,
53,30,0.55,0.0650099,
54,30,0.55,0.0659063,
55,31,0.55,0.0650047,
56,31,0.55,0.0630572,
57,32,0.55,0.0655102,
58,32,0.55,0.0661424,
59,33,0.55,0.0649997,
60,33,0.55,0.0633823,
61,34,0.55,0.0683558,
62,35,0.55,0.0661309,
63,35,0.55,0.068756,
64,36,0.55,0.0662607,
65,36,0.55,0.067973,
66,37,0.55,0.0616425,
67,37,0.55,0.0657801,
68,38,0.55,0.0667438,
69,38,0.55,0.0663913,
70,39,0.55,0.0668616,
71,40,0.55,0.0651988,
72,40,0.55,0.0662657,
73,41,0.55,0.0659316,
74,41,0.55,0.0626717,
75,42,0.55,0.0663986,
76,42,0.55,0.0662494,
77,43,0.55,0.0683392,
78,43,0.55,0.0641899,
79,44,0.55,0.0680994,
80,44,0.55,0.0683948,
81,45,0.55,0.0621566,
82,46,0.55,0.0669803,
83,46,0.55,0.0656943,
84,47,0.55,0.068049,
85,47,0.55,0.066631,
86,48,0.55,0.0658328,
87,48,0.55,0.0645896,
88,49,0.55,0.0643115,
89,49,0.55,0.0667916,
90,50,0.55,0.0670927,
91,51,0.55,0.0659613,
92,51,0.55,0.0630206,
93,52,0.55,0.0661546,
94,52,0.55,0.0667535,
95,53,0.55,0.0676778,
96,53,0.55,0.0652261,
97,54,0.55,0.0657715,
98,54,0.55,0.0674117,
99,55,0.55,0.0724003,
100,55,0.55,0.0660757,
101,56,0.55,0.0661607,
102,57,0.55,0.0668811,
103,57,0.55,0.0659457,
104,58,0.55,0.0674494,
105,58,0.55,0.0656417,
106,59,0.55,0.0650889,
107,59,0.55,0.0656218,
108,60,0.55,0.0667057,
109,60,0.55,0.0687357,
110,61,0.55,0.0669883,
111,62,0.55,0.0663281,
112,62,0.55,0.0673166,
113,63,0.55,0.0680468,
114,63,0.55,0.0688396,
115,64,0.55,0.0632465,
116,64,0.55,0.0630058,
117,65,0.55,0.0658245,
118,65,0.55,0.0660846,
119,66,0.55,0.0677455,
120,66,0.55,0.0665934,
121,67,0.55,0.0680475,
122,68,0.55,0.0664431,
123,68,0.55,0.0683936,
124,69,0.55,0.0663935,
125,69,0.55,0.0679022,
126,70,0.55,0.0666247,
127,70,0.55,0.0672179,
128,71,0.55,0.0671859,
129,71,0.55,0.068586,
130,72,0.55,0.0643198,
131,73,0.55,0.0659068,
132,73,0.55,0.067208,
133,74,0.55,0.0664421,
134,74,0.55,0.0648875,
135,75,0.55,0.0695735,
136,75,0.55,0.0664685,
137,76,0.55,0.0681135,
138,76,0.55,0.067276,
139,77,0.55,0.068486,
140,77,0.55,0.0660596,
141,78,0.55,0.0705819,
142,79,0.55,0.0710247,
143,79,0.55,0.0687776,
144,80,0.55,0.0681676,
145,80,0.55,0.0662944,
146,81,0.55,0.0670422,
147,81,0.55,0.0688159,
148,82,0.55,0.0687974,
149,82,0.55,0.0684299,
150,83,0.55,0.0714325,
151,84,0.55,0.0689883,
152,84,0.55,0.0690889,
153,85,0.55,0.0719278,
154,85,0.55,0.0672532,
155,86,0.55,0.0705888,
156,86,0.55,0.0734038,
157,87,0.55,0.0693852,
158,87,0.55,0.069697,
159,88,0.55,0.0670364,
160,88,0.55,0.0657523,
161,89,0.55,0.0697559,
162,90,0.55,0.0701139,
163,90,0.55,0.0705569,
164,91,0.55,0.0676642,
165,91,0.55,0.0700525,
166,92,0.55,0.0694842,
167,92,0.55,0.0680216,
168,93,0.55,0.0700368,
169,93,0.55,0.0681549,
170,94,0.55,0.0717754,
171,95,0.55,0.0710239,
172,95,0.55,0.07,
173,96,0.55,0.0683967,
174,96,0.55,0.0679815,
175,97,0.55,0.068958,
176,97,0.55,0.068662,
177,98,0.55,0.0715054,
178,98,0.55,0.0691387,
179,99,0.55,0.0709998,
180,99,0.55,0.0670962,
181,100,0.55,0.0713485,
182,101,0.55,0.066878,
183,101,0.55,0.0700749,
184,102,0.55,0.0677258,
185,102,0.55,0.071869,
186,103,0.55,0.0721204,
187,103,0.55,0.0692413,
188,104,0.55,0.0697318,
189,104,0.55,0.0704447,
190,105,0.55,0.0712824,
191,106,0.55,0.0698287,
