Dimension,NNZ_per_row,Sparsity,TACO_Time
3,1,0.2,0.000878826,
4,1,0.2,0.000782497,
5,1,0.2,0.00077584,
6,2,0.2,0.000791853,
7,2,0.2,0.000782789,
8,2,0.2,0.000775731,
9,2,0.2,0.000761473,
10,2,0.2,0.000780176,
11,3,0.2,0.000769739,
12,3,0.2,0.000783051,
13,3,0.2,0.00078362,
14,3,0.2,0.000793221,
15,3,0.2,0.000802985,
16,4,0.2,0.000775565,
17,4,0.2,0.000786989,
18,4,0.2,0.000772094,
19,4,0.2,0.000777803,
20,4,0.2,0.00079263,
21,5,0.2,0.000802189,
22,5,0.2,0.000786525,
23,5,0.2,0.000786684,
24,5,0.2,0.000803492,
25,5,0.2,0.000814102,
26,6,0.2,0.000802299,
27,6,0.2,0.000788468,
28,6,0.2,0.00078677,
29,6,0.2,0.000812569,
30,6,0.2,0.000806562,
31,7,0.2,0.000834932,
32,7,0.2,0.000812798,
33,7,0.2,0.00081256,
34,7,0.2,0.000829675,
35,7,0.2,0.000815567,
36,8,0.2,0.00080917,
37,8,0.2,0.000843643,
38,8,0.2,0.00089515,
39,8,0.2,0.000831348,
40,8,0.2,0.00083965,
41,9,0.2,0.000895036,
42,9,0.2,0.000853627,
43,9,0.2,0.000879591,
44,9,0.2,0.000846283,
45,9,0.2,0.000860206,
46,10,0.2,0.000852841,
47,10,0.2,0.00088761,
48,10,0.2,0.000886954,
49,10,0.2,0.000895984,
50,10,0.2,0.000912653,
51,11,0.2,0.000907885,
52,11,0.2,0.000898372,
53,11,0.2,0.00089135,
54,11,0.2,0.000908648,
55,11,0.2,0.000915808,
56,12,0.2,0.000945443,
57,12,0.2,0.000926278,
58,12,0.2,0.000943536,
59,12,0.2,0.000933316,
60,12,0.2,0.000949807,
61,13,0.2,0.000988518,
62,13,0.2,0.000958981,
63,13,0.2,0.000980638,
64,13,0.2,0.000972868,
65,13,0.2,0.000974429,
66,14,0.2,0.00100912,
67,14,0.2,0.000997609,
68,14,0.2,0.00100149,
69,14,0.2,0.00100548,
70,14,0.2,0.000994046,
71,15,0.2,0.00108441,
72,15,0.2,0.00110327,
73,15,0.2,0.00103855,
74,15,0.2,0.00110732,
75,15,0.2,0.00106296,
76,16,0.2,0.00106844,
77,16,0.2,0.00106167,
78,16,0.2,0.00114673,
79,16,0.2,0.00108453,
80,16,0.2,0.00114977,
81,17,0.2,0.00111678,
82,17,0.2,0.00113686,
83,17,0.2,0.00111099,
84,17,0.2,0.00114529,
85,17,0.2,0.00119697,
86,18,0.2,0.00120767,
87,18,0.2,0.00118762,
88,18,0.2,0.00116994,
89,18,0.2,0.0012255,
90,18,0.2,0.00121023,
91,19,0.2,0.00126078,
92,19,0.2,0.0012542,
93,19,0.2,0.00128123,
94,19,0.2,0.00123602,
95,19,0.2,0.00128227,
96,20,0.2,0.00123833,
97,20,0.2,0.00127872,
98,20,0.2,0.0012925,
99,20,0.2,0.00132414,
100,20,0.2,0.00133606,
101,21,0.2,0.00131552,
102,21,0.2,0.00140301,
103,21,0.2,0.00135453,
104,21,0.2,0.00130891,
105,21,0.2,0.00135845,
106,22,0.2,0.00145466,
107,22,0.2,0.00138874,
108,22,0.2,0.00147345,
109,22,0.2,0.00138365,
110,22,0.2,0.00144376,
111,23,0.2,0.00149296,
112,23,0.2,0.00146731,
113,23,0.2,0.00146252,
114,23,0.2,0.00146326,
115,23,0.2,0.0015137,
116,24,0.2,0.00155154,
117,24,0.2,0.00151937,
118,24,0.2,0.00157998,
119,24,0.2,0.00159703,
120,24,0.2,0.0015616,
121,25,0.2,0.00162577,
122,25,0.2,0.00156342,
123,25,0.2,0.00162317,
124,25,0.2,0.0016812,
125,25,0.2,0.00160724,
126,26,0.2,0.00168765,
127,26,0.2,0.00167345,
128,26,0.2,0.00170402,
129,26,0.2,0.00175442,
130,26,0.2,0.00169154,
131,27,0.2,0.00176562,
132,27,0.2,0.00179186,
133,27,0.2,0.00173357,
134,27,0.2,0.00180064,
135,27,0.2,0.00175878,
136,28,0.2,0.00183991,
137,28,0.2,0.0018314,
138,28,0.2,0.0018954,
139,28,0.2,0.00184749,
140,28,0.2,0.00183721,
141,29,0.2,0.00193913,
142,29,0.2,0.00190502,
143,29,0.2,0.00192722,
144,29,0.2,0.00189164,
145,29,0.2,0.00198664,
146,30,0.2,0.00199877,
147,30,0.2,0.00201489,
148,30,0.2,0.00202712,
149,30,0.2,0.00203566,
150,30,0.2,0.00207034,
151,31,0.2,0.00207486,
152,31,0.2,0.00210081,
153,31,0.2,0.00213799,
154,31,0.2,0.0021504,
155,31,0.2,0.00216776,
156,32,0.2,0.00222282,
157,32,0.2,0.00220215,
158,32,0.2,0.00223173,
159,32,0.2,0.00219005,
160,32,0.2,0.0022697,
161,33,0.2,0.00226112,
162,33,0.2,0.00234154,
163,33,0.2,0.00230592,
164,33,0.2,0.00238013,
165,33,0.2,0.00232191,
166,34,0.2,0.0023601,
167,34,0.2,0.00234375,
168,34,0.2,0.00237098,
169,34,0.2,0.00243718,
170,34,0.2,0.00246013,
171,35,0.2,0.00250819,
172,35,0.2,0.00258154,
173,35,0.2,0.00245593,
174,35,0.2,0.00251917,
175,35,0.2,0.00257043,
176,36,0.2,0.00260294,
177,36,0.2,0.00261312,
178,36,0.2,0.00265288,
179,36,0.2,0.00256924,
180,36,0.2,0.00257333,
181,37,0.2,0.0026816,
182,37,0.2,0.0026463,
183,37,0.2,0.00275574,
184,37,0.2,0.00271835,
185,37,0.2,0.00280865,
186,38,0.2,0.00282085,
187,38,0.2,0.00288701,
188,38,0.2,0.00296174,
189,38,0.2,0.00280676,
190,38,0.2,0.00282339,
191,39,0.2,0.00283716,
