sparsity,elapsed_time
0.10,0.052988000
0.15,0.061336000
0.20,0.077192000
0.25,0.098890000
0.30,0.113360000
0.35,0.132910000
0.40,0.150363000
0.45,0.168008000
0.50,0.188388000
0.55,0.203907000
0.60,0.221516000
0.65,0.238217000
0.70,0.254428000
0.75,0.273149000
0.80,0.300468000
0.85,0.313703000
0.90,0.329747000
