sparsity,elapsed_time
0.10,0.065747000
0.15,0.080133000
0.20,0.106348000
0.25,0.127064000
0.30,0.151451000
0.35,0.188280000
0.40,0.201260000
0.45,0.224303000
0.50,0.246458000
0.55,0.276702000
0.60,0.297247000
0.65,0.318197000
0.70,0.341435000
0.75,0.370279000
0.80,0.398565000
0.85,0.415296000
0.90,0.439244000
