sparsity,elapsed_time
0.10,0.076728000
0.15,0.095353000
0.20,0.128861000
0.25,0.157096000
0.30,0.190027000
0.35,0.217427000
0.40,0.259513000
0.45,0.279864000
0.50,0.310314000
0.55,0.334871000
0.60,0.369420000
0.65,0.402050000
0.70,0.439310000
0.75,0.466329000
0.80,0.498946000
0.85,0.533820000
0.90,0.560143000
