sparsity,elapsed_time
0.10,0.038696000
0.15,0.042064000
0.20,0.051932000
0.25,0.065226000
0.30,0.080261000
0.35,0.088767000
0.40,0.101620000
0.45,0.114552000
0.50,0.125291000
0.55,0.136656000
0.60,0.151942000
0.65,0.161660000
0.70,0.173465000
0.75,0.185548000
0.80,0.196085000
0.85,0.207823000
0.90,0.218912000
