sparsity,elapsed_time
0.10,0.078847000
0.15,0.099212000
0.20,0.132835000
0.25,0.159245000
0.30,0.190863000
0.35,0.218395000
0.40,0.252040000
0.45,0.277947000
0.50,0.307426000
0.55,0.336709000
0.60,0.373868000
0.65,0.397479000
0.70,0.432737000
0.75,0.466112000
0.80,0.489043000
0.85,0.526453000
0.90,0.549358000
