sparsity,elapsed_time
0.10,0.051620000
0.15,0.059291000
0.20,0.076352000
0.25,0.132856000
0.30,0.114210000
0.35,0.135162000
0.40,0.152311000
0.45,0.169942000
0.50,0.191898000
0.55,0.208515000
0.60,0.226920000
0.65,0.244022000
0.70,0.259747000
0.75,0.284743000
0.80,0.299976000
0.85,0.322000000
0.90,0.338468000
