sparsity,elapsed_time
0.10,0.064393000
0.15,0.077292000
0.20,0.105350000
0.25,0.125888000
0.30,0.150460000
0.35,0.176409000
0.40,0.199521000
0.45,0.226919000
0.50,0.249197000
0.55,0.273116000
0.60,0.294762000
0.65,0.325676000
0.70,0.349952000
0.75,0.371270000
0.80,0.401429000
0.85,0.431327000
0.90,0.454114000
