sparsity,elapsed_time
0.10,0.110138000
0.15,0.154137000
0.20,0.197391000
0.25,0.253050000
0.30,0.303298000
0.35,0.363646000
0.40,0.398276000
0.45,0.444171000
0.50,0.494225000
0.55,0.543407000
0.60,0.592508000
0.65,0.648055000
0.70,0.699358000
0.75,0.739552000
0.80,0.789679000
0.85,0.843736000
0.90,0.891385000
