sparsity,elapsed_time
0.10,0.031612000
0.15,0.025041000
0.20,0.027625000
0.25,0.033025000
0.30,0.039283000
0.35,0.047210000
0.40,0.052950000
0.45,0.059060000
0.50,0.065383000
0.55,0.072061000
0.60,0.082435000
0.65,0.085707000
0.70,0.092382000
0.75,0.098253000
0.80,0.104124000
0.85,0.114331000
0.90,0.117976000
