sparsity,elapsed_time
0.10,0.089632000
0.15,0.118528000
0.20,0.156123000
0.25,0.191942000
0.30,0.226302000
0.35,0.265819000
0.40,0.297633000
0.45,0.337454000
0.50,0.371451000
0.55,0.403726000
0.60,0.443966000
0.65,0.481322000
0.70,0.509913000
0.75,0.543963000
0.80,0.580562000
0.85,0.656255000
0.90,0.708163000
